episode,episode_reward,episode_length,completed_task,success,started_task,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate,tonic_dopamine,mean_rpe,mean_abs_rpe,entropy_coef,learning_rate,schedule_progress
87,20.98140625,111,1,0,1,0.022988505747126436,0.0,1.0,1.0,0.005760282038987481,0.012288085899781436,0.018522895894479006,0.08,0.0002,0.0
88,-3.3667500000000006,200,0,0,1,0.022727272727272728,0.0,1.0,1.0,0.0009396839450496906,0.0060920338337309655,0.012206358964089304,0.08,0.0002,0.0
89,20.34553125,176,1,0,1,0.02247191011235955,0.0,1.0,1.0,0.0032483462486090392,0.006293675598688424,0.012618816920090467,0.08,0.0002,0.0
90,-0.4612499999999987,200,0,0,1,0.022222222222222223,0.0,1.0,1.0,0.003792912513276579,0.007028101664502174,0.012926639432087541,0.08,0.0002,0.0
91,-2.9021562499999995,200,0,0,1,0.02197802197802198,0.0,1.0,1.0,0.0006219148803999462,0.0003632030871231109,0.006242983226897195,0.08,0.0002,0.0
92,-0.637875,200,0,0,1,0.021739130434782608,0.0,1.0,1.0,-0.0002290549355819467,0.00023025480681098997,0.006396241320529953,0.08,0.0002,0.0
93,-2.8758124999999986,200,0,0,1,0.021505376344086023,0.0,1.0,1.0,-0.0009201787539747374,0.00033722863369621336,0.006372843971708789,0.08,0.0002,0.0
94,-2.5158750000000003,200,0,0,1,0.02127659574468085,0.0,1.0,1.0,-0.0015966451888986938,-0.0005326699614524841,0.005822553943842649,0.08,0.0002,0.0
95,-2.2698437500000015,200,0,0,1,0.021052631578947368,0.0,1.0,1.0,-0.0008677716237498767,-0.0011734193784650416,0.005719492871081457,0.08,0.0002,0.0
96,-0.4419999999999998,200,0,0,1,0.020833333333333332,0.0,1.0,1.0,0.002112309004974066,-0.00034385085990652444,0.006405040127690881,0.08,0.0002,0.0
97,-0.8580312500000016,200,0,0,1,0.020618556701030927,0.0,1.0,1.0,-0.0003731643199430389,-0.0005254719934891909,0.006625837561441586,0.08,0.0002,0.0
98,-0.30225000000000113,200,0,0,1,0.02040816326530612,0.0,1.0,1.0,-0.0007167051949049249,-0.000513955069007352,0.0068130656464491035,0.08,0.0002,0.0
99,-0.4042812500000008,200,0,0,1,0.020202020202020204,0.0,1.0,1.0,-0.0013910835097407112,-0.0005508051519282162,0.006922021628823131,0.08,0.0002,0.0
100,19.7075,200,1,0,1,0.02,0.0,1.0,1.0,0.030686732863186527,0.005974239461356774,0.013416838847799227,0.08,0.0002,0.0
101,21.14290625,112,1,0,1,0.019801980198019802,0.02,1.0,1.0,0.016500616481227855,0.005684145664330572,0.013590609382372349,0.0793,0.0001986,0.01
102,22.012687500000002,57,1,1,1,0.029411764705882353,0.019801980198019802,1.0,1.0,0.04277377646110813,0.011841228748904541,0.019630120856454596,0.0786,0.0001972,0.02
103,-0.9000000000000012,200,0,0,1,0.02912621359223301,0.029411764705882353,1.0,1.0,0.013973020250217858,0.011124730039387942,0.01866088204924017,0.0779,0.00019580000000000002,0.03
104,-2.494750000000001,200,0,0,1,0.028846153846153848,0.02912621359223301,1.0,1.0,0.004304419315437202,0.011235843662871049,0.01876837372337468,0.07785385794583546,0.00019570771589167094,0.030659172202350538
105,-2.81828125,200,0,0,1,0.02857142857142857,0.028846153846153848,1.0,1.0,0.0014431433524673483,0.011424547190777958,0.018700312646105884,0.0778744939271255,0.00019574898785425102,0.03036437246963563
106,0.04349999999999848,200,0,0,1,0.02830188679245283,0.02857142857142857,1.0,1.0,0.00027703198692051163,0.010921164638129994,0.017809438092866912,0.07789473684210527,0.00019578947368421054,0.030075187969924814
107,-0.7683437500000018,200,0,0,1,0.028037383177570093,0.02830188679245283,1.0,1.0,0.0012750285885115252,-0.00038654066901654,0.005882947213947773,0.07791459781529295,0.0001958291956305859,0.029791459781529295
108,20.691375,155,1,0,1,0.027777777777777776,0.028037383177570093,1.0,1.0,0.030099635196248933,0.0058085597301833335,0.01194444599514827,0.07793408755533694,0.0001958681751106739,0.029513034923757994
109,-2.5768125,200,0,0,1,0.027522935779816515,0.027777777777777776,1.0,1.0,0.010561722938986006,0.0058863034129608425,0.012031659519532695,0.07795321637426901,0.00019590643274853802,0.029239766081871343
110,-2.6984374999999994,200,0,0,1,0.02727272727272727,0.027522935779816515,1.0,1.0,0.0036185081000605713,0.005925864118384198,0.012014479246223345,0.07797199420569773,0.00019594398841139547,0.02897151134717528
111,-2.7584687500000005,200,0,0,1,0.02702702702702703,0.02727272727272727,1.0,1.0,0.0010669901135604034,0.005861517110606656,0.012179967118194327,0.07799043062200957,0.00019598086124401917,0.028708133971291867
112,21.416,75,1,1,1,0.03571428571428571,0.02702702702702703,1.0,1.0,0.03343682160563955,0.012591007246635854,0.018947266700211914,0.07800853485064012,0.00019601706970128025,0.028449502133712664
113,-2.8699999999999997,200,0,0,1,0.035398230088495575,0.03571428571428571,1.0,1.0,0.011470173433570255,0.011931393327657133,0.018389434576034546,0.07736842105263159,0.00019473684210526317,0.03759398496240601
114,21.208624999999998,111,1,0,1,0.03508771929824561,0.035398230088495575,1.0,1.0,0.007685184391704904,0.012372736443998292,0.018884429233381524,0.07739170936190033,0.00019478341872380066,0.037261294829995344
115,20.83984375,144,1,0,1,0.034782608695652174,0.03508771929824561,1.0,1.0,0.006267569808746978,0.0069881798455026,0.013288013139041141,0.07741458910433979,0.0001948291782086796,0.03693444136657433
116,21.769625,72,1,1,1,0.04310344827586207,0.034782608695652174,1.0,1.0,0.033880441411462084,0.01296158525091596,0.019117814818164335,0.0774370709382151,0.0001948741418764302,0.036613272311212815
117,-2.7900000000000005,200,0,0,1,0.042735042735042736,0.04310344827586207,1.0,1.0,0.010787581259985676,0.01256124509172514,0.01926694544730708,0.07682395644283121,0.00019364791288566243,0.04537205081669692
118,20.5791875,161,1,0,1,0.0423728813559322,0.042735042735042736,1.0,1.0,0.03651052179974924,0.019326298295985908,0.02559215199621394,0.07685110211426001,0.00019370220422852002,0.0449842555105713
119,20.090249999999997,186,1,0,1,0.04201680672268908,0.0423728813559322,1.0,1.0,0.015995097562909625,0.013110543149756267,0.01959771691611968,0.0768777876895629,0.0001937555753791258,0.04460303300624442
120,-2.8787500000000006,200,0,0,1,0.041666666666666664,0.04201680672268908,1.0,1.0,0.0048926878807514715,0.012483719040174037,0.01901068194722757,0.07690402476780187,0.0001938080495356037,0.04422821760283061
121,21.14853125,118,1,0,1,0.04132231404958678,0.041666666666666664,1.0,1.0,0.004406578838593242,0.01319680767902173,0.019713266467442737,0.07692982456140351,0.00019385964912280702,0.043859649122807015
122,-0.10168749999999996,200,0,0,1,0.040983606557377046,0.04132231404958678,1.0,1.0,0.004216336445082084,0.007483569307951256,0.01380833016266115,0.07695519791213572,0.00019391039582427144,0.04349717268377556
123,-2.931156250000001,200,0,0,1,0.04065040650406504,0.040983606557377046,1.0,1.0,0.0006956664489233885,0.007081458621425554,0.01336875091609545,0.07698015530629854,0.00019396031061259708,0.04314063848144952
124,21.69675,73,1,1,1,0.04838709677419355,0.04065040650406504,1.0,1.0,0.0005565772599839309,0.0070365688207093624,0.013402265658369288,0.07700470688917416,0.00019400941377834831,0.04278990158322636
125,-0.5067187500000019,200,0,0,1,0.048,0.04838709677419355,1.0,1.0,-0.0005504805822461244,0.0005152008270379156,0.007011941183591262,0.07643463497453311,0.00019286926994906622,0.050933786078098474
126,-2.8389375,200,0,0,1,0.047619047619047616,0.048,1.0,1.0,-0.00138206062519072,0.0003874311510007828,0.007368601796450093,0.07646315789473684,0.0001929263157894737,0.05052631578947369
127,21.884125,42,1,1,1,0.05511811023622047,0.047619047619047616,1.0,1.0,-0.0009877768623800286,-0.00014109905855730175,0.006704635417554528,0.07649122807017544,0.00019298245614035088,0.05012531328320802
128,-2.9599999999999977,200,0,0,1,0.0546875,0.05511811023622047,1.0,1.0,-0.0006748550267369257,-0.00023304575379006563,0.006612664985237643,0.07593866556154165,0.0001918773311230833,0.05801906340654787
129,-1.150968750000001,200,0,0,1,0.05426356589147287,0.0546875,1.0,1.0,0.0009835694640299532,-0.000714777807239443,0.0068363130246289075,0.07597039473684211,0.00019194078947368422,0.057565789473684216
130,-2.7990625000000007,200,0,0,1,0.05384615384615385,0.05426356589147287,1.0,1.0,-0.00029403472801182377,-0.0006912116529420019,0.0067405643304809925,0.07600163198694411,0.0001920032639738882,0.05711954304365565
131,21.9354375,56,1,1,1,0.061068702290076333,0.05384615384615385,1.0,1.0,0.0317188835897128,0.005773409201297909,0.013296842036303132,0.07603238866396761,0.00019206477732793524,0.056680161943319846
132,22.366125,33,1,1,1,0.06818181818181818,0.061068702290076333,1.0,1.0,0.0595677815889638,0.012410677133593707,0.019784821377601475,0.07550020088388912,0.00019100040176777823,0.06428284451586982
133,-3.050843750000001,200,0,0,1,0.06766917293233082,0.06818181818181818,1.0,1.0,0.020198647925053683,0.012283624147996306,0.01927330300398171,0.07497607655502392,0.00018995215311004785,0.07177033492822966
134,-2.8891874999999967,200,0,0,1,0.06716417910447761,0.06766917293233082,1.0,1.0,0.005713323761348516,0.012034820492146537,0.019394976460607723,0.07501385041551246,0.00019002770083102494,0.07123070834982193
135,-0.3060937500000017,200,0,0,1,0.06666666666666667,0.06716417910447761,1.0,1.0,0.002369458430127903,0.012511166790500284,0.019716980697587132,0.0750510604870385,0.000190102120974077,0.07069913589945012
136,0.08599999999999793,200,0,0,1,0.0661764705882353,0.06666666666666667,1.0,1.0,0.0012830106731772112,0.012497175346361473,0.018944679953856392,0.07508771929824562,0.00019017543859649124,0.07017543859649122
137,-2.8392812499999955,200,0,0,1,0.06569343065693431,0.0661764705882353,1.0,1.0,-0.00019915438659281223,-0.0008389221054967493,0.005821967025985942,0.07512383900928793,0.00019024767801857585,0.0696594427244582
138,-2.889312499999998,200,0,0,1,0.06521739130434782,0.06569343065693431,1.0,1.0,-0.000393256715963469,-0.0005508425161242485,0.005874615103937685,0.07515943142527852,0.00019031886285055707,0.06915097963887823
139,-2.9400000000000017,200,0,0,1,0.06474820143884892,0.06521739130434782,1.0,1.0,-0.0010610146904672503,-0.00031166463415138425,0.005994000665610656,0.07519450800915332,0.00019038901601830665,0.06864988558352403
140,-2.6893749999999974,200,0,0,1,0.06428571428571428,0.06474820143884892,1.0,1.0,-0.00114885770440137,-0.0008562708115205169,0.005664293082430959,0.07522907989397955,0.0001904581597879591,0.06815600151457782
141,-3.251781250000001,200,0,0,1,0.06382978723404255,0.06428571428571428,1.0,1.0,-0.001453482261579984,-0.0012849545592907817,0.005873369000153616,0.07526315789473684,0.0001905263157894737,0.06766917293233082
142,-3.010562499999998,200,0,0,1,0.06338028169014084,0.06382978723404255,1.0,1.0,-0.0014306511812913264,-0.001308631111169234,0.006215501538710669,0.07529675251959686,0.00019059350503919373,0.0671892497200448
143,-0.3073437499999994,200,0,0,1,0.06293706293706294,0.06338028169014084,1.0,1.0,0.0006373255139043092,-0.0010508930728392442,0.006702693377490505,0.07532987398072646,0.00019065974796145295,0.06671608598962195
144,0.0934999999999985,200,0,0,1,0.0625,0.06293706293706294,1.0,1.0,-0.0006142032196695571,-0.0011385183952370426,0.006541192861608579,0.07536253220463747,0.00019072506440927494,0.06624953993375048
145,-3.0509374999999994,200,0,0,1,0.06206896551724138,0.0625,1.0,1.0,-0.001267770430114608,-0.0012499238353775582,0.0066364620131062115,0.07539473684210526,0.00019078947368421053,0.06578947368421052
146,-3.1613125000000006,200,0,0,1,0.06164383561643835,0.06206896551724138,1.0,1.0,-0.0014478750421635846,-0.0012591051849158248,0.0067296076508791885,0.07542649727767695,0.0001908529945553539,0.06533575317604357
147,-2.5191875,200,0,0,1,0.061224489795918366,0.06164383561643835,1.0,1.0,-0.0013413536176849431,-0.0012078701288992307,0.006658489088862552,0.07545782263878875,0.00019091564527757752,0.06488824801730353
148,20.092624999999998,188,1,0,1,0.060810810810810814,0.061224489795918366,1.0,1.0,-0.00034437858989259544,-0.00133918579434976,0.0063299408196471636,0.07548872180451127,0.00019097744360902256,0.0644468313641246
149,-0.6593125000000019,200,0,0,1,0.06040268456375839,0.060810810810810814,1.0,1.0,-0.00011232268993524559,-0.000943708258215338,0.0062687107236124575,0.07551920341394025,0.00019103840682788053,0.06401137980085349
150,-2.5593750000000006,200,0,0,1,0.06,0.06040268456375839,1.0,1.0,-0.0006856958410603231,-0.0008756482992321253,0.006408319478854537,0.07554927587424938,0.00019109855174849878,0.06358177322500884
151,21.18225,123,1,0,1,0.059602649006622516,0.06,1.0,1.0,0.0026534681578007737,9.281376865692437e-05,0.006902688818750903,0.07557894736842105,0.0001911578947368421,0.06315789473684211
152,-2.69975,200,0,0,1,0.05921052631578947,0.059602649006622516,1.0,1.0,6.191750892103942e-05,-2.3604859597980977e-05,0.006948195562697947,0.07560822586266992,0.00019121645172533985,0.06273963053328686
153,-0.9500000000000015,200,0,0,1,0.058823529411764705,0.05921052631578947,1.0,1.0,0.0012734008111782618,0.0006777589838020503,0.007325052336324006,0.0756371191135734,0.00019127423822714682,0.062326869806094184
154,-2.7398124999999998,200,0,0,1,0.05844155844155844,0.058823529411764705,1.0,1.0,-0.000397167825356205,0.00031905233836732803,0.007320589158916846,0.0756656346749226,0.0001913312693498452,0.06191950464396285
155,-3.0001562500000007,200,0,0,1,0.05806451612903226,0.05844155844155844,1.0,1.0,-0.0013644550330576218,-0.00013908611075021327,0.007269409971544519,0.07569377990430622,0.00019138755980861245,0.061517429938482575
156,21.880375,33,1,1,1,0.0641025641025641,0.05806451612903226,1.0,1.0,0.02881616840055006,0.0059448534867260604,0.013346809165319428,0.07572156196943973,0.00019144312393887947,0.061120543293718174
157,-2.7399999999999998,200,0,0,1,0.06369426751592357,0.0641025641025641,1.0,1.0,0.010246454766818494,0.005320129811996594,0.012251733492827042,0.07527665317139001,0.00019055330634278004,0.06747638326585695
158,-0.10956250000000167,200,0,0,1,0.06329113924050633,0.06369426751592357,1.0,1.0,0.0031761941450446024,0.005361840020865202,0.012365615621209145,0.07530673818303721,0.00019061347636607442,0.0670465973851827
