episode,episode_reward,episode_length,completed_task,success,started_task,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate,tonic_dopamine,mean_rpe,mean_abs_rpe,entropy_coef,learning_rate,schedule_progress
17,-0.6452125000000017,200,0,0,1,0.11764705882352941,0.0,1.0,1.0,0.004110640686216818,0.0031584835797548293,0.0796465039998293,0.08,0.0002,0.0
18,-2.949549999999999,200,0,0,1,0.1111111111111111,0.0,1.0,1.0,-0.003042984796562809,0.0004624869227409363,0.07728115272521972,0.08,0.0002,0.0
19,-3.0395249999999976,200,0,0,1,0.10526315789473684,0.0,1.0,1.0,-0.006333927859681522,-0.0018360921889543534,0.07581473319232464,0.08,0.0002,0.0
20,-0.9195000000000019,200,0,0,1,0.1,0.0,1.0,1.0,-0.0036370070220664063,-0.001994585707783699,0.0761105345338583,0.08,0.0002,0.0
21,-0.3457875000000009,200,0,0,1,0.09523809523809523,0.0,1.0,1.0,0.002517045779809309,-0.0017102158963680266,0.07492107835412025,0.08,0.0002,0.0
22,-2.4805499999999987,200,0,0,1,0.09090909090909091,0.0,1.0,1.0,-0.0011477404319327287,-0.003131676495075226,0.07198213082551956,0.08,0.0002,0.0
23,-0.6700000000000017,200,0,0,1,0.08695652173913043,0.0,1.0,1.0,0.0006735951533340862,-0.0005965549051761628,0.07385545638203621,0.08,0.0002,0.0
24,-3.1041,200,0,0,1,0.08333333333333333,0.0,1.0,1.0,-0.0033505085924021194,-0.0002782323062419891,0.07417431071400643,0.08,0.0002,0.0
25,-0.4206250000000016,200,0,0,1,0.08,0.0,1.0,1.0,0.005986066792246036,0.0005372436642646789,0.07571027815341949,0.08,0.0002,0.0
26,-2.495325,200,0,0,1,0.07692307692307693,0.0,1.0,1.0,0.0015075096282521935,-0.0012490456402301788,0.07745367559790611,0.08,0.0002,0.0
27,-0.09135000000000089,200,0,0,1,0.07407407407407407,0.0,1.0,1.0,0.00675507171023325,0.0015765568912029266,0.08283881905674935,0.08,0.0002,0.0
28,-2.7399999999999998,200,0,0,1,0.07142857142857142,0.0,1.0,1.0,0.0005272582447591674,-0.0001885174512863159,0.08226434749364853,0.08,0.0002,0.0
29,-0.5753625000000011,200,0,0,1,0.06896551724137931,0.0,1.0,1.0,0.0066116965909153325,0.002887923538684845,0.08397875720262528,0.08,0.0002,0.0
30,-0.545375000000001,200,0,0,1,0.06666666666666667,0.0,1.0,1.0,0.007373731389604525,0.0028703239560127257,0.08326332455873489,0.08,0.0002,0.0
31,-2.689999999999997,200,0,0,1,0.06451612903225806,0.0,1.0,1.0,0.002587446743577951,0.0027615843415260315,0.08223362225294113,0.08,0.0002,0.0
32,-0.5154000000000012,200,0,0,1,0.0625,0.0,1.0,1.0,0.006837134257388331,0.0026914714574813843,0.07920602035522462,0.08,0.0002,0.0
33,21.792112499999998,79,1,0,1,0.06060606060606061,0.0,1.0,1.0,0.11660006144306044,0.026283087730407714,0.09998394536972045,0.08,0.0002,0.0
34,-0.2171249999999999,200,0,0,1,0.058823529411764705,0.0,1.0,1.0,0.05006144591306942,0.028900939285755156,0.09964509308338165,0.08,0.0002,0.0
35,-2.7199999999999984,200,0,0,1,0.05714285714285714,0.0,1.0,1.0,0.01628437526982395,0.026005625277757644,0.09788722887635232,0.08,0.0002,0.0
36,-0.21180000000000068,200,0,0,1,0.05555555555555555,0.0,1.0,1.0,0.012640416813082922,0.026908807069063186,0.09654386612772942,0.08,0.0002,0.0
37,-2.750000000000001,200,0,0,1,0.05405405405405406,0.0,1.0,1.0,0.0024265022120295685,0.025620479583740235,0.09681614416837692,0.08,0.0002,0.0
38,-2.700000000000002,200,0,0,1,0.05263157894736842,0.0,1.0,1.0,-1.832041075784229e-05,-0.00018085172772407533,0.07250875356793404,0.08,0.0002,0.0
39,21.0861,148,1,0,1,0.05128205128205128,0.0,1.0,1.0,0.11409909345244881,0.023455777138471603,0.09592697069048882,0.08,0.0002,0.0
40,-3.2035,200,0,0,1,0.05,0.0,1.0,1.0,0.038381948377102924,0.020978503674268723,0.09330252435803413,0.08,0.0002,0.0
41,21.26795,96,1,0,1,0.04878048780487805,0.0,1.0,1.0,0.13783468019920642,0.044423485368490216,0.1150603195130825,0.08,0.0002,0.0
42,-2.9989499999999993,200,0,0,1,0.047619047619047616,0.0,1.0,1.0,0.049120266163105865,0.04156302672624588,0.1139052522778511,0.08,0.0002,0.0
43,-0.6055375000000006,200,0,0,1,0.046511627906976744,0.0,1.0,1.0,0.021416065427391474,0.044618686109781265,0.11647401335835457,0.08,0.0002,0.0
44,-2.864450000000001,200,0,0,1,0.045454545454545456,0.0,1.0,1.0,0.007198464140846803,0.04415010422468185,0.11534220868349075,0.08,0.0002,0.0
45,20.565499999999997,185,1,0,1,0.044444444444444446,0.0,1.0,1.0,0.1144533633109051,0.044795450985431674,0.11472283631563186,0.08,0.0002,0.0
46,-3.053274999999994,200,0,0,1,0.043478260869565216,0.0,1.0,1.0,0.04094471113897479,0.045115098714828494,0.11466121339797973,0.08,0.0002,0.0
47,-2.9088249999999998,200,0,0,1,0.0425531914893617,0.0,1.0,1.0,0.013880357977727718,0.022775561094284056,0.09208232414722442,0.08,0.0002,0.0
48,20.3108,195,1,0,1,0.041666666666666664,0.0,1.0,1.0,0.11788919987440832,0.04371184647083282,0.10935911011695862,0.08,0.0002,0.0
49,-2.4612249999999967,200,0,0,1,0.04081632653061224,0.0,1.0,1.0,0.04356018364887913,0.04427746099233627,0.11197415977716446,0.08,0.0002,0.0
50,-2.2712499999999998,200,0,0,1,0.04,0.0,1.0,1.0,0.017858557847225696,0.04185994404554367,0.11450596088171006,0.08,0.0002,0.0
51,-0.2669125000000003,200,0,0,1,0.0392156862745098,0.0,1.0,1.0,0.016596113126513934,0.024713919401168825,0.09669201397895813,0.08,0.0002,0.0
52,-2.5499999999999976,200,0,0,1,0.038461538461538464,0.0,1.0,1.0,0.007947577827406231,0.02524790680408478,0.09830662941932679,0.08,0.0002,0.0
53,21.3990375,130,1,0,1,0.03773584905660377,0.0,1.0,1.0,0.1159489996182078,0.04816106086969375,0.12153444164991378,0.08,0.0002,0.0
54,-2.6699999999999995,200,0,0,1,0.037037037037037035,0.0,1.0,1.0,0.0424085880901441,0.024814824819564818,0.09963039076328277,0.08,0.0002,0.0
55,-2.4256875000000004,200,0,0,1,0.03636363636363636,0.0,1.0,1.0,0.01796673072538846,0.025476004719734192,0.09699121618270874,0.08,0.0002,0.0
56,-2.8685999999999976,200,0,0,1,0.03571428571428571,0.0,1.0,1.0,0.006868536811333793,0.02436164152622223,0.0951101131439209,0.08,0.0002,0.0
57,-2.2171374999999984,200,0,0,1,0.03508771929824561,0.0,1.0,1.0,0.006339898771169375,0.02328831446170807,0.08968844449520111,0.08,0.0002,0.0
58,-0.41572500000000157,200,0,0,1,0.034482758620689655,0.0,1.0,1.0,0.00925365119326122,0.0015347878336906433,0.0706403529047966,0.08,0.0002,0.0
59,-0.022950000000000692,200,0,0,1,0.03389830508474576,0.0,1.0,1.0,0.016781118863670095,0.0047010818719863895,0.07028046977519989,0.08,0.0002,0.0
60,-2.9927499999999982,200,0,0,1,0.03333333333333333,0.0,1.0,1.0,0.005855702961712976,0.003950629711151123,0.07146951568126679,0.08,0.0002,0.0
61,-0.43152500000000216,200,0,0,1,0.03278688524590164,0.0,1.0,1.0,0.009129995453379787,0.006307914197444916,0.07376575964689255,0.08,0.0002,0.0
62,-2.67,200,0,0,1,0.03225806451612903,0.0,1.0,1.0,0.003136895707121889,0.005113892793655396,0.07488700783252716,0.08,0.0002,0.0
63,-0.6200000000000013,200,0,0,1,0.031746031746031744,0.0,1.0,1.0,0.003921117870890901,0.004357017755508423,0.07481916618347167,0.08,0.0002,0.0
64,20.5736,185,1,0,1,0.03125,0.0,1.0,1.0,0.10975047213830666,0.027700748682022096,0.09594459140300751,0.08,0.0002,0.0
65,0.08093749999999966,200,0,0,1,0.03076923076923077,0.0,1.0,1.0,0.04898729070119575,0.028010752171278,0.09824157497286796,0.08,0.0002,0.0
66,-2.9983500000000003,200,0,0,1,0.030303030303030304,0.0,1.0,1.0,0.01625644306552969,0.02559383037686348,0.09448327985405922,0.08,0.0002,0.0
67,0.631624999999999,200,0,0,1,0.029850746268656716,0.0,1.0,1.0,0.016449711470232883,0.029020297318696976,0.09749662414193154,0.08,0.0002,0.0
68,-0.5758500000000019,200,0,0,1,0.029411764705882353,0.0,1.0,1.0,0.009570941591194954,0.028421083003282548,0.09739276185631753,0.08,0.0002,0.0
69,-0.28758750000000066,200,0,0,1,0.028985507246376812,0.0,1.0,1.0,0.0064810253479562355,0.007016778975725174,0.07725244095921516,0.08,0.0002,0.0
70,-2.8741249999999994,200,0,0,1,0.02857142857142857,0.0,1.0,1.0,0.00033348948524482497,0.0039006691575050353,0.07298663610219955,0.08,0.0002,0.0
71,0.05467500000000041,200,0,0,1,0.028169014084507043,0.0,1.0,1.0,0.012813928291206325,0.006775758385658264,0.07912375545501708,0.08,0.0002,0.0
72,-0.029499999999998847,200,0,0,1,0.027777777777777776,0.0,1.0,1.0,0.008577773099527444,0.0058872390687465664,0.08059488686919213,0.08,0.0002,0.0
73,20.444525,175,1,0,1,0.0273972602739726,0.0,1.0,1.0,0.11056261579487883,0.027450199842453,0.10218933939933778,0.08,0.0002,0.0
74,-2.41185,200,0,0,1,0.02702702702702703,0.0,1.0,1.0,0.04030980354080665,0.02453469479084015,0.10290222489833832,0.08,0.0002,0.0
75,-0.009687499999999183,200,0,0,1,0.02666666666666667,0.0,1.0,1.0,0.02473274488988236,0.027540085196495055,0.10480784940719605,0.08,0.0002,0.0
76,-2.625949999999999,200,0,0,1,0.02631578947368421,0.0,1.0,1.0,0.007100495985230905,0.02718943750858307,0.10275951969623566,0.08,0.0002,0.0
77,-2.5300000000000007,200,0,0,1,0.025974025974025976,0.0,1.0,1.0,0.0013248996131274597,0.022208035707473754,0.09733953475952148,0.08,0.0002,0.0
78,0.1841499999999978,200,0,0,1,0.02564102564102564,0.0,1.0,1.0,0.006360424684250944,0.001752590000629425,0.07305789011716843,0.08,0.0002,0.0
79,20.9261125,171,1,0,1,0.02531645569620253,0.0,1.0,1.0,0.11045278091507696,0.025513100624084472,0.09539423072338105,0.08,0.0002,0.0
80,21.526,125,1,0,1,0.025,0.0,1.0,1.0,0.17181966660844794,0.04787186107039452,0.11908197781443595,0.08,0.0002,0.0
81,-2.2180375000000017,200,0,0,1,0.024691358024691357,0.0,1.0,1.0,0.06253412037451156,0.04590208730101585,0.11750447961688042,0.08,0.0002,0.0
82,-0.28807500000000114,200,0,0,1,0.024390243902439025,0.0,1.0,1.0,0.024276054427440824,0.04779239684343338,0.12136661845445633,0.08,0.0002,0.0
83,-2.412075000000001,200,0,0,1,0.024096385542168676,0.0,1.0,1.0,0.007071016239109754,0.04491358110308647,0.11959170767664909,0.08,0.0002,0.0
84,-0.40605000000000163,200,0,0,1,0.023809523809523808,0.0,1.0,1.0,0.004790163047925122,0.0437049711048603,0.12056752309203148,0.08,0.0002,0.0
85,22.03575,36,1,1,1,0.03529411764705882,0.0,1.0,1.0,0.11637558226663883,0.06654119244217872,0.14201158300042152,0.08,0.0002,0.0
86,-0.14430000000000015,200,0,0,1,0.03488372093023256,0.0,1.0,1.0,0.0475338968341536,0.024385023206472397,0.10032288309931756,0.08,0.0002,0.0
87,-0.4160875000000016,200,0,0,1,0.034482758620689655,0.0,1.0,1.0,0.021347448967832968,0.02600646910071373,0.10306237015128136,0.08,0.0002,0.0
88,-2.8077999999999963,200,0,0,1,0.03409090909090909,0.0,1.0,1.0,0.005423796086291836,0.023466648191213607,0.10128481873869896,0.08,0.0002,0.0
89,-0.5261124999999998,200,0,0,1,0.033707865168539325,0.0,1.0,1.0,0.0026352984971457056,0.025652661621570587,0.10168609881401063,0.08,0.0002,0.0
90,20.627125,176,1,0,1,0.03333333333333333,0.0,1.0,1.0,0.11027687112207167,0.04621934449672699,0.12430366289615631,0.08,0.0002,0.0
91,-0.4222749999999996,200,0,0,1,0.03296703296703297,0.0,1.0,1.0,0.0417214159061693,0.023782035291194915,0.10112226217985153,0.08,0.0002,0.0
92,-0.13460000000000086,200,0,0,1,0.03260869565217391,0.0,1.0,1.0,0.019491022191643125,0.024073301672935487,0.10058202850818634,0.08,0.0002,0.0
93,20.7391875,145,1,0,1,0.03225806451612903,0.0,1.0,1.0,0.12062800648092074,0.04744904133677483,0.12080961188673973,0.08,0.0002,0.0
94,-0.37617499999999965,200,0,0,1,0.031914893617021274,0.0,1.0,1.0,0.04538265509683253,0.046668353140354155,0.12280460226535797,0.08,0.0002,0.0
95,-2.3385624999999988,200,0,0,1,0.031578947368421054,0.0,1.0,1.0,0.013386103508456851,0.04701713496446609,0.1241822464466095,0.08,0.0002,0.0
96,-0.09480000000000195,200,0,0,1,0.03125,0.0,1.0,1.0,0.007091769521747973,0.02433118239045143,0.10442342194914818,0.08,0.0002,0.0
97,-0.49621250000000133,200,0,0,1,0.030927835051546393,0.0,1.0,1.0,0.005804315171546129,0.024425605922937393,0.10511172726750374,0.08,0.0002,0.0
98,21.126424999999998,135,1,0,1,0.030612244897959183,0.0,1.0,1.0,0.11376026211553886,0.04656243604421616,0.1280952863097191,0.08,0.0002,0.0
99,-0.36247500000000166,200,0,0,1,0.030303030303030304,0.0,1.0,1.0,0.04916574396735502,0.023473651468753815,0.10626693713665009,0.08,0.0002,0.0
100,21.775,54,1,1,1,0.04,0.0,1.0,1.0,0.14786324579912452,0.04635425677895546,0.12756464549899102,0.08,0.0002,0.0
101,20.9361625,149,1,0,1,0.039603960396039604,0.04,1.0,1.0,0.17977309103381645,0.06883310523629188,0.14758460918068886,0.0793,0.0001986,0.01
102,-0.09882500000000113,200,0,0,1,0.0392156862745098,0.039603960396039604,1.0,1.0,0.07048238749374143,0.06906878679990769,0.14971431994438172,0.0786,0.0001972,0.02
103,-2.7674250000000002,200,0,0,1,0.038834951456310676,0.0392156862745098,1.0,1.0,0.021085811337856048,0.06628066954016686,0.14652496072649956,0.0779,0.00019580000000000002,0.03
104,20.7396,170,1,0,1,0.038461538461538464,0.038834951456310676,1.0,1.0,0.11299539120347601,0.08858395996689797,0.16770173582434655,0.0772,0.0001944,0.04
105,21.5658125,99,1,0,1,0.0380952380952381,0.038461538461538464,1.0,1.0,0.17831704114607605,0.08883838686347008,0.1669141457974911,0.077165991902834,0.00019433198380566801,0.04048582995951418
106,21.766750000000002,115,1,0,1,0.03773584905660377,0.0380952380952381,1.0,1.0,0.20903083614740398,0.11191624104976654,0.1886605681180954,0.07719298245614035,0.0001943859649122807,0.04010025062656642
107,-0.46633749999999896,200,0,0,1,0.037383177570093455,0.03773584905660377,1.0,1.0,0.0812089930589986,0.08603041300177575,0.1663358469605446,0.07721946375372393,0.00019443892750744786,0.039721946375372394
108,0.1518999999999988,200,0,0,1,0.037037037037037035,0.037383177570093455,1.0,1.0,0.030024011477274258,0.06545006317645312,0.14492649308592082,0.07724545007378258,0.0001944909001475652,0.039350713231677326
109,-0.20908749999999993,200,0,0,1,0.03669724770642202,0.037037037037037035,1.0,1.0,0.014360638085597278,0.0677299406826496,0.14946456503868102,0.077270955165692,0.00019454191033138404,0.03898635477582846
110,0.562625000000001,200,0,0,1,0.03636363636363636,0.03669724770642202,1.0,1.0,0.01492399727401585,0.04753291514515877,0.12985160821676253,0.07729599227426365,0.0001945919845485273,0.03862868179623371
111,-0.35277500000000095,200,0,0,1,0.036036036036036036,0.03636363636363636,1.0,1.0,0.006967332435191473,0.003263360694050789,0.08809955684840678,0.07732057416267943,0.00019464114832535887,0.03827751196172249
112,20.0444,191,1,0,1,0.03571428571428571,0.036036036036036036,1.0,1.0,0.104141480419205,0.025902036711573602,0.10855606718361378,0.07734471313418682,0.00019468942626837366,0.03793266951161688
113,-0.04565000000000158,200,0,0,1,0.035398230088495575,0.03571428571428571,1.0,1.0,0.03769403422953589,0.024246003076434135,0.10525444339215756,0.07736842105263159,0.00019473684210526317,0.03759398496240601
114,-2.619999999999997,200,0,0,1,0.03508771929824561,0.035398230088495575,1.0,1.0,0.009228135804797734,0.021496585361659527,0.10027118726819753,0.07739170936190033,0.00019478341872380066,0.037261294829995344
115,0.007812499999998529,200,0,0,1,0.034782608695652174,0.03508771929824561,1.0,1.0,0.003872718660595456,0.021423350632190703,0.09908094227313996,0.07741458910433979,0.0001948291782086796,0.03693444136657433
116,0.06774999999999812,200,0,0,1,0.034482758620689655,0.034782608695652174,1.0,1.0,0.0020448022520850595,0.02095850872248411,0.09978139805048704,0.0774370709382151,0.0001948741418764302,0.036613272311212815
117,-2.402925000000001,200,0,0,1,0.03418803418803419,0.034482758620689655,1.0,1.0,-0.003185310217457314,-0.0012450750544667243,0.08020032253116369,0.07745916515426497,0.00019491833030852994,0.036297640653357534
118,21.294675,129,1,0,1,0.03389830508474576,0.03418803418803419,1.0,1.0,0.10553637230040573,0.019511367700994015,0.10015728475898504,0.077480881691408,0.00019496176338281603,0.03598740440845705
119,-0.18595000000000178,200,0,0,1,0.03361344537815126,0.03389830508474576,1.0,1.0,0.04160893926530652,0.02240432048588991,0.10245909390598536,0.07750223015165031,0.00019500446030330063,0.03568242640499554
120,-0.11949999999999966,200,0,0,1,0.03333333333333333,0.03361344537815126,1.0,1.0,0.0217670341811728,0.02194238546490669,0.10555186280608177,0.07752321981424148,0.000195046439628483,0.03538257408226449
121,21.9744125,68,1,1,1,0.04132231404958678,0.03333333333333333,1.0,1.0,0.1249903073989457,0.04501863835006952,0.12706812227517367,0.0775438596491228,0.00019508771929824562,0.03508771929824561
122,21.071275,165,1,0,1,0.040983606557377046,0.04132231404958678,1.0,1.0,0.15909106739145068,0.06545573539286852,0.14718499774485827,0.07695519791213572,0.00019391039582427144,0.04349717268377556
123,0.08731249999999834,200,0,0,1,0.04065040650406504,0.040983606557377046,1.0,1.0,0.062074492606731146,0.06818090120702983,0.14811441085487603,0.07698015530629854,0.00019396031061259708,0.04314063848144952
124,-0.0027500000000017146,200,0,0,1,0.04032258064516129,0.04065040650406504,1.0,1.0,0.022440219080802702,0.0464012802913785,0.12625812847167253,0.07700470688917416,0.00019400941377834831,0.04278990158322636
125,-0.0162500000000015,200,0,0,1,0.04,0.04032258064516129,1.0,1.0,0.007413434756338471,0.0465707790479064,0.1282638146802783,0.07702886247877759,0.0001940577249575552,0.042444821731748725
126,20.990825,163,1,0,1,0.03968253968253968,0.04,1.0,1.0,0.10832881026011543,0.06736673482507467,0.14542384418100118,0.07705263157894737,0.00019410526315789475,0.04210526315789474
127,20.07365,179,1,0,1,0.03937007874015748,0.03968253968253968,1.0,1.0,0.14654813585789786,0.06345577573776245,0.14165822541713716,0.07707602339181287,0.00019415204678362575,0.04177109440267335
128,0.2637999999999984,200,0,0,1,0.0390625,0.03937007874015748,1.0,1.0,0.0529661204128393,0.043262126721441745,0.12164202608913183,0.07709904682967261,0.00019419809365934523,0.04144218814753419
129,-0.7233875000000022,200,0,0,1,0.03875968992248062,0.0390625,1.0,1.0,0.015094210807794018,0.04219501918554306,0.12359971143305301,0.07712171052631579,0.0001942434210526316,0.04111842105263158
130,-0.41662500000000124,200,0,0,1,0.038461538461538464,0.03875968992248062,1.0,1.0,0.0034061887210489646,0.0415519496537745,0.12067466117814184,0.07714402284781721,0.00019428804569563443,0.04079967360261118
131,-2.6300000000000012,200,0,0,1,0.03816793893129771,0.038461538461538464,1.0,1.0,-0.005319505164281459,0.03852287231758237,0.12280081370845437,0.077165991902834,0.00019433198380566801,0.04048582995951418
132,21.31345,123,1,0,1,0.03787878787878788,0.03816793893129771,1.0,1.0,0.1030653085962815,0.0393655323125422,0.1216558247692883,0.0771876255524307,0.0001943752511048614,0.040176777822418644
133,21.5233625,103,1,0,1,0.03759398496240601,0.03787878787878788,1.0,1.0,0.17038226446362234,0.03952622089162469,0.12307149391248823,0.07720893141945774,0.00019441786283891547,0.03987240829346093
134,21.986600000000003,80,1,0,1,0.03731343283582089,0.03759398496240601,1.0,1.0,0.22402104427985278,0.06249800253286958,0.14530734162405134,0.07722991689750693,0.00019445983379501387,0.03957261574990107
135,-0.06675000000000024,200,0,0,1,0.037037037037037035,0.03731343283582089,1.0,1.0,0.08032161161463344,0.06240373494103551,0.14720689294114708,0.07725058915946582,0.00019450117831893167,0.03927729772191673
136,-2.4033999999999995,200,0,0,1,0.03676470588235294,0.037037037037037035,1.0,1.0,0.023018065007073103,0.060921637646853925,0.14612367152422667,0.077270955165692,0.00019454191033138404,0.03898635477582846
137,-0.2934250000000016,200,0,0,1,0.0364963503649635,0.03676470588235294,1.0,1.0,0.007027530114331101,0.06327077466621996,0.14610871544107795,0.07729102167182662,0.00019458204334365327,0.03869969040247678
138,-2.703275000000001,200,0,0,1,0.036231884057971016,0.0364963503649635,1.0,1.0,-0.004356658862475618,0.060225307743996384,0.14550416365638374,0.07731079523626584,0.0001946215904725317,0.0384172109104879
139,21.779362499999998,100,1,0,1,0.03597122302158273,0.036231884057971016,1.0,1.0,0.10483881374311053,0.060791401263326404,0.14470060748234392,0.0773302822273074,0.0001946605644546148,0.03813882532418002
140,-0.2735000000000011,200,0,0,1,0.03571428571428571,0.03597122302158273,1.0,1.0,0.03901075700142246,0.016636469189077616,0.10259253351017833,0.07734948882998864,0.0001946989776599773,0.03786444528587656
141,20.9126625,154,1,0,1,0.03546099290780142,0.03571428571428571,1.0,1.0,0.12337612259048202,0.03935737250372767,0.12303057542815804,0.07736842105263159,0.00019473684210526317,0.03759398496240601
142,-0.14032500000000137,200,0,0,1,0.035211267605633804,0.03546099290780142,1.0,1.0,0.04837235003736978,0.04175321815162897,0.1227228247448802,0.07738708473310937,0.00019477416946621874,0.037327360955580445
143,0.455699999999999,200,0,0,1,0.03496503496503497,0.035211267605633804,1.0,1.0,0.019574496275258174,0.04280359123647213,0.12072818925976753,0.07740548554484804,0.00019481097108969608,0.037064492216456635
144,22.1988,77,1,0,1,0.034722222222222224,0.03496503496503497,1.0,1.0,0.12280673387924762,0.06603673373907805,0.14275682686269284,0.07742362900257638,0.00019484725800515275,0.036805299963194704
145,-0.1372500000000016,200,0,0,1,0.034482758620689655,0.034722222222222224,1.0,1.0,0.042893536245210105,0.04493358536809683,0.1218908806219697,0.07744152046783626,0.00019488304093567255,0.036549707602339186
146,-2.763175000000001,200,0,0,1,0.03424657534246575,0.034482758620689655,1.0,1.0,0.007902947190870153,0.04228366957977414,0.12074484655633569,0.07745916515426497,0.00019491833030852994,0.036297640653357534
147,0.47213750000000004,200,0,0,1,0.034013605442176874,0.03424657534246575,1.0,1.0,0.005040948815525128,0.022357556864619255,0.10000595284998418,0.07747656813266042,0.00019495313626532085,0.03604902667627974
148,-0.19055000000000064,200,0,0,1,0.033783783783783786,0.034013605442176874,1.0,1.0,0.0035923365053305736,0.022164218973368406,0.10384615543112159,0.0774937343358396,0.00019498746867167922,0.03580379520229145
149,22.07255,36,1,1,1,0.040268456375838924,0.033783783783783786,1.0,1.0,0.11251702200270079,0.04197647957876325,0.12375836218520998,0.07751066856330015,0.0001950213371266003,0.03556187766714083
150,22.40875,28,1,1,1,0.04666666666666667,0.040268456375838924,1.0,1.0,0.2095743606689816,0.06509843090176583,0.14574981070309878,0.07703285058283292,0.00019406570116566586,0.042387848816672555
151,21.9449,88,1,0,1,0.046357615894039736,0.04666666666666667,1.0,1.0,0.24265747830194273,0.08727195134572685,0.16781437497027218,0.07656140350877193,0.00019312280701754385,0.04912280701754387
152,0.09239999999999876,200,0,0,1,0.046052631578947366,0.046357615894039736,1.0,1.0,0.08931536709023115,0.0645002826564014,0.14959734232351185,0.0765841756709655,0.000193168351341931,0.04879749041477867
153,20.80235,134,1,0,1,0.0457516339869281,0.046052631578947366,1.0,1.0,0.14604777119973958,0.08693846253678203,0.17037275794520973,0.07660664819944599,0.000193213296398892,0.04847645429362881
154,0.2184499999999989,200,0,0,1,0.045454545454545456,0.0457516339869281,1.0,1.0,0.0565741207166394,0.08897109142877162,0.1732419575806707,0.07662882696938425,0.0001932576539387685,0.048159614723082216
155,21.2614375,126,1,0,1,0.04516129032258064,0.045454545454545456,1.0,1.0,0.1327767561090184,0.10857536799646914,0.19549263481609525,0.07665071770334929,0.0001933014354066986,0.04784688995215312
156,-0.3999999999999997,200,0,0,1,0.04487179487179487,0.04516129032258064,1.0,1.0,0.043559484658697044,0.10564581054262817,0.19369420176930727,0.0766723259762309,0.00019334465195246182,0.04753820033955857
157,0.1121499999999981,200,0,0,1,0.044585987261146494,0.04487179487179487,1.0,1.0,0.013181365749499555,0.041668014321476224,0.12911469427123665,0.07669365721997301,0.00019338731443994603,0.04723346828609987
158,0.5942000000000001,200,0,0,1,0.04430379746835443,0.044585987261146494,1.0,1.0,0.005688586848087088,0.03979297963902354,0.12622860093042254,0.07671471672812605,0.0001934294334562521,0.04693261816962789
159,22.12205,32,1,1,1,0.050314465408805034,0.04430379746835443,1.0,1.0,0.11416792487336674,0.062333697486668824,0.14816689116880297,0.07673550966022652,0.00019347101932045305,0.04663557628247835
