episode,episode_reward,episode_length,completed_task,success,started_task,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate,tonic_dopamine,mean_rpe,mean_abs_rpe,entropy_coef,learning_rate,schedule_progress
1697,21.77515,53,1,1,1,0.5786682380671774,0.76,1.0,1.0,0.22595072546417716,0.18302567100524902,0.28002214884758,0.023999999999999994,8.800000000000001e-05,0.8
1698,22.721525,37,1,1,1,0.5789163722025913,0.76,1.0,1.0,0.2783382859306242,0.20282962608337401,0.2987488052845001,0.023999999999999994,8.800000000000001e-05,0.8
1699,22.097525,12,1,1,1,0.5791642142436727,0.76,1.0,1.0,0.35387893747443355,0.2042870910167694,0.2997274470329285,0.023999999999999994,8.800000000000001e-05,0.8
1700,21.40625,116,1,0,1,0.5788235294117647,0.755,1.0,1.0,0.2769593255541981,0.20577887344360352,0.29904295229911804,0.023999999999999994,8.800000000000001e-05,0.8
1701,21.7786875,61,1,1,1,0.5790711346266901,0.76,1.0,1.0,0.28865165225974093,0.20641586399078368,0.29998258686065676,0.024368421052631574,8.873684210526316e-05,0.7947368421052632
1702,22.2249,20,1,1,1,0.5793184488836662,0.76,1.0,1.0,0.3514607894645599,0.22521341800689698,0.3194066791534424,0.023999999999999994,8.800000000000001e-05,0.8
1703,22.3485625,16,1,1,1,0.5795654726952437,0.765,1.0,1.0,0.4164222058936782,0.2442015540599823,0.33884409308433533,0.023999999999999994,8.800000000000001e-05,0.8
1704,22.095900000000004,47,1,1,1,0.57981220657277,0.77,1.0,1.0,0.41691312898577426,0.2633508595228195,0.3578352831602097,0.023631578947368413,8.726315789473684e-05,0.8052631578947369
1705,22.2384375,27,1,1,1,0.580058651026393,0.77,1.0,1.0,0.4537256783810879,0.2822088543176651,0.37731646263599394,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1706,22.435725,28,1,1,1,0.5803048065650644,0.77,1.0,1.0,0.4857759104111799,0.3014888207912445,0.39626326608657836,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1707,22.105637500000007,57,1,1,1,0.5805506736965437,0.77,1.0,1.0,0.44853948895569806,0.32115674662590027,0.41212599086761476,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1708,22.1719,40,1,1,1,0.5807962529274004,0.775,1.0,1.0,0.4535602661104685,0.3026366834640503,0.3938306186199188,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1709,22.6354625,11,1,1,1,0.5810415447630193,0.78,1.0,1.0,0.5225597265924105,0.30320975184440613,0.39378938293457033,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1710,22.1535,94,1,0,1,0.5807017543859649,0.775,1.0,1.0,0.4070880243002533,0.2864956679344177,0.37616086316108704,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1711,22.5725125,33,1,1,1,0.5809468147282291,0.775,1.0,1.0,0.43316875799933635,0.30594987225532533,0.394887713432312,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1712,21.8688,77,1,0,1,0.580607476635514,0.77,1.0,1.0,0.37746660632979523,0.30574175882339477,0.39363973546028136,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1713,22.171525000000003,41,1,1,1,0.5808523058960887,0.775,1.0,1.0,0.39137495890687557,0.3239285385608673,0.4113264102935791,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1714,22.552175000000002,38,1,1,1,0.5810968494749125,0.775,1.0,1.0,0.4123778782646371,0.34324279403686525,0.4302838900089264,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1715,22.452062500000004,42,1,1,1,0.5813411078717201,0.775,1.0,1.0,0.41964928487657577,0.36186690139770505,0.4488114717006683,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1716,21.58065,60,1,1,1,0.5815850815850816,0.775,1.0,1.0,0.39360056001745125,0.3618931841850281,0.44863459515571597,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1717,20.6847625,169,1,0,1,0.5812463599301106,0.77,1.0,1.0,0.2423707722106268,0.3423300487995148,0.4301030812263489,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1718,22.120575,16,1,1,1,0.5814901047729919,0.775,1.0,1.0,0.3144302640482135,0.34211545062065124,0.42967125415802004,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1719,22.5945875,14,1,1,1,0.5817335660267597,0.775,1.0,1.0,0.3850527770492828,0.34224236345291137,0.42943766760826113,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1720,22.211000000000002,39,1,1,1,0.5819767441860465,0.775,1.0,1.0,0.3999643985886823,0.35991645288467405,0.448356160402298,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1721,22.397437500000002,13,1,1,1,0.5822196397443347,0.775,1.0,1.0,0.46558544527183676,0.3785472285747528,0.4669214177131653,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1722,22.130850000000002,40,1,1,1,0.5824622531939605,0.78,1.0,1.0,0.4673873066936975,0.39717419815063476,0.4855232574939728,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1723,0.14731250000000262,200,0,0,1,0.5821242019733024,0.775,1.0,1.0,0.14330676645360121,0.2838430382013321,0.37149083292484286,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1724,22.70105,19,1,1,1,0.5823665893271461,0.78,1.0,1.0,0.22021206443909866,0.28311934614181516,0.37085635113716126,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1725,22.767812499999998,32,1,1,1,0.5826086956521739,0.78,1.0,1.0,0.2762398064182994,0.3009473412036896,0.38794421815872193,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1726,22.027125,46,1,1,1,0.5828505214368482,0.78,1.0,1.0,0.30452264837916865,0.3019577791690826,0.38976216888427734,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1727,22.754362500000003,56,1,1,1,0.5830920671685003,0.78,1.0,1.0,0.31567203598580107,0.28244296145439146,0.3711246721744537,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1728,22.407200000000003,39,1,1,1,0.5833333333333334,0.78,1.0,1.0,0.3446524977993971,0.30084832310676574,0.3889131622314453,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1729,22.29355,11,1,1,1,0.5835743204164257,0.78,1.0,1.0,0.4177994989410072,0.3194815189838409,0.4073434796333313,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1730,22.40025,19,1,1,1,0.5838150289017341,0.78,1.0,1.0,0.46944845185139294,0.31974400663375857,0.40713732433319094,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1731,22.2535375,38,1,1,1,0.584055459272097,0.78,1.0,1.0,0.4732983035717107,0.3195510606765747,0.40756387090682983,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1732,21.846750000000004,56,1,1,1,0.5842956120092379,0.78,1.0,1.0,0.4384277225954444,0.3370197238922119,0.42575674653053286,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1733,22.190025000000002,38,1,1,1,0.584535487593768,0.78,1.0,1.0,0.44842988768761294,0.33703706300258635,0.42502113711833955,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1734,22.45995,16,1,1,1,0.5847750865051903,0.785,1.0,1.0,0.5050626233406366,0.33743818032741546,0.42555955827236175,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1735,21.966562500000002,49,1,1,1,0.5850144092219021,0.79,1.0,1.0,0.4779786831053006,0.3373622318506241,0.42540373051166536,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1736,22.269800000000004,36,1,1,1,0.5852534562211982,0.79,1.0,1.0,0.4871137167844311,0.3371889944076538,0.4253956897258759,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1737,22.822875,20,1,1,1,0.5854922279792746,0.79,1.0,1.0,0.5299615036144015,0.3554728338718414,0.44320693826675417,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1738,21.67275000000001,118,1,0,1,0.5851553509781358,0.79,1.0,1.0,0.37076634632409156,0.35560797548294065,0.4441366090774536,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1739,22.6261,19,1,1,1,0.5853939045428407,0.795,1.0,1.0,0.42598705154179795,0.3740888330936432,0.4625883164405823,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1740,22.08275,55,1,1,1,0.585632183908046,0.795,1.0,1.0,0.40476268702020546,0.3918282999992371,0.48202070212364195,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1741,22.30295,12,1,1,1,0.5858701895462378,0.795,1.0,1.0,0.47129510673131725,0.3915076212882996,0.4815665929317474,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1742,22.152900000000002,22,1,1,1,0.5861079219288174,0.795,1.0,1.0,0.5070623625444798,0.39011438345909116,0.48064878034591674,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1743,22.8453375,27,1,1,1,0.5863453815261044,0.795,1.0,1.0,0.5307212933454264,0.3909280006885529,0.48067379140853883,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1744,22.6452,43,1,1,1,0.5865825688073395,0.795,1.0,1.0,0.5102239796444294,0.3714853148460388,0.4627822668552399,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1745,21.719125000000002,81,1,0,1,0.5862464183381089,0.79,1.0,1.0,0.4143753786944494,0.3699224778413773,0.4631724797487259,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1746,22.2454,41,1,1,1,0.586483390607102,0.79,1.0,1.0,0.4191098430693452,0.38759598779678345,0.4822793462276459,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1747,22.138975000000002,38,1,1,1,0.5867200915855753,0.79,1.0,1.0,0.4295089747810872,0.4054247941970825,0.5012782337665558,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1748,22.25575,22,1,1,1,0.5869565217391305,0.79,1.0,1.0,0.4721062091632698,0.423597925901413,0.5208958103656769,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1749,22.17255,22,1,1,1,0.5871926815323042,0.79,1.0,1.0,0.5087400102427433,0.44144952011108396,0.5394623861312866,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1750,22.025000000000006,69,1,1,1,0.5874285714285714,0.79,1.0,1.0,0.4358768713723359,0.4407438426017761,0.5376056134700775,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1751,21.168675,118,1,0,1,0.5870930896630497,0.785,1.0,1.0,0.31397314606889615,0.4023130760192871,0.4990713047981262,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1752,21.3324,94,1,0,1,0.58675799086758,0.78,1.0,1.0,0.27401498918732986,0.36461226749420167,0.46100184631347657,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1753,22.0554375,37,1,1,1,0.5869937250427838,0.78,1.0,1.0,0.3101156860777879,0.3641349413394928,0.46211864972114564,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1754,22.5946,22,1,1,1,0.5872291904218928,0.78,1.0,1.0,0.36918534230209776,0.3833736753463745,0.480751537322998,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1755,22.4475625,42,1,1,1,0.5874643874643874,0.785,1.0,1.0,0.3858771422855024,0.36605360674858095,0.462539407491684,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1756,22.49135,23,1,1,1,0.5876993166287016,0.785,1.0,1.0,0.4322239534487964,0.36523280477523806,0.46203186225891113,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1757,22.2512625,41,1,1,1,0.5879339783722254,0.785,1.0,1.0,0.4378466288128283,0.3663840417861938,0.4621033010482788,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1758,-0.4669750000000009,200,0,0,1,0.5875995449374289,0.78,1.0,1.0,0.12544494750520835,0.2889386496543884,0.39176115798950195,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1759,0.005062500000000469,200,0,0,1,0.58726549175668,0.775,1.0,1.0,0.014837722469612936,0.19513613831996918,0.300064504981041,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1760,22.018,46,1,1,1,0.5875,0.775,1.0,1.0,0.09915739134556013,0.19736959719657898,0.30085224032402036,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1761,21.616887500000004,111,1,0,1,0.5871663827370812,0.77,1.0,1.0,0.13940284329284205,0.1453569941520691,0.24494466519355773,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1762,22.370825,28,1,1,1,0.5874006810442679,0.77,1.0,1.0,0.21386815508690962,0.1646678832769394,0.26295415794849397,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1763,22.257775000000002,33,1,1,1,0.5876347135564379,0.77,1.0,1.0,0.2711914326007351,0.18413976705074311,0.28150783932209017,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1764,22.1477,40,1,1,1,0.5878684807256236,0.77,1.0,1.0,0.31044888093888956,0.18572507870197297,0.2827163780927658,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1765,22.4805625,25,1,1,1,0.5881019830028329,0.77,1.0,1.0,0.36555716620174944,0.20518697321414947,0.30169487607479095,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1766,22.263400000000004,47,1,1,1,0.5883352208380521,0.775,1.0,1.0,0.37741838605348177,0.2246880203485489,0.3198874896764755,0.023263157894736833,8.652631578947368e-05,0.8105263157894738
1767,22.121650000000002,27,1,1,1,0.588568194680249,0.775,1.0,1.0,0.42128691110200056,0.22617741656303406,0.32111357259750367,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1768,22.127400000000005,43,1,1,1,0.5888009049773756,0.78,1.0,1.0,0.4255655329892044,0.2449773006439209,0.3412876169681549,0.022894736842105252,8.578947368421054e-05,0.8157894736842106
1769,22.0831,71,1,1,1,0.5890333521763709,0.785,1.0,1.0,0.38283105630425096,0.24491946411132812,0.3398755130767822,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1770,22.260125,44,1,1,1,0.5892655367231638,0.79,1.0,1.0,0.39632519601823063,0.2273488429784775,0.32353287637233735,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1771,22.2743125,22,1,1,1,0.5894974590626765,0.79,1.0,1.0,0.44530921934681167,0.2279061471223831,0.32415535080432895,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1772,22.2714,15,1,1,1,0.5897291196388262,0.795,1.0,1.0,0.5054889373772101,0.24616216719150544,0.34209475338459017,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1773,20.325674999999997,157,1,0,1,0.5893965031020869,0.79,1.0,1.0,0.3081118497115143,0.2306277449131012,0.3223558282852173,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1774,22.14695,37,1,1,1,0.5896279594137542,0.79,1.0,1.0,0.3427974584431214,0.24931160736083985,0.34111224055290224,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1775,22.658125000000002,37,1,1,1,0.5898591549295774,0.79,1.0,1.0,0.37512840025448724,0.268772056221962,0.36087888371944427,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1776,22.2896,34,1,1,1,0.5900900900900901,0.79,1.0,1.0,0.4031272126954202,0.28960109531879424,0.37682962930202485,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1777,22.17115,24,1,1,1,0.590320765334834,0.79,1.0,1.0,0.4473859252208422,0.30895402467250827,0.39504122722148893,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1778,22.888850000000005,48,1,1,1,0.5905511811023622,0.79,1.0,1.0,0.43744314117995897,0.32767812740802765,0.41398686754703523,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1779,21.466575000000002,99,1,0,1,0.5902192242833052,0.785,1.0,1.0,0.3420374760585874,0.34584952998161317,0.4348334474563599,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1780,22.42925,26,1,1,1,0.5904494382022472,0.785,1.0,1.0,0.39045495083157467,0.3662322039604187,0.45097108459472657,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1781,22.2182125,10,1,1,1,0.5906793935991016,0.785,1.0,1.0,0.46466201269886825,0.3855597105026245,0.4698257074356079,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1782,21.918175,30,1,1,1,0.5909090909090909,0.785,1.0,1.0,0.4871359614629342,0.38511815178394315,0.4690527964830399,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1783,22.033562500000002,39,1,1,1,0.591138530566461,0.785,1.0,1.0,0.48504338879635167,0.40288133490085604,0.48768137776851656,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1784,21.6208,69,1,1,1,0.5913677130044843,0.785,1.0,1.0,0.42392138393752454,0.40142876851558684,0.4875704165697098,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1785,21.8715,81,1,0,1,0.5910364145658263,0.78,1.0,1.0,0.3633963452747293,0.381084507226944,0.46774793648719787,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1786,21.978725,61,1,1,1,0.5912653975363942,0.78,1.0,1.0,0.34581168359767267,0.3599819860458374,0.44963194394111633,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1787,22.15065,24,1,1,1,0.591494124230554,0.78,1.0,1.0,0.39508034764548344,0.3784422202110291,0.4685522353649139,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1788,21.677950000000003,59,1,1,1,0.5917225950782998,0.78,1.0,1.0,0.3790022530244019,0.3587498586177826,0.4476605145931244,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1789,22.345825,28,1,1,1,0.591950810508664,0.785,1.0,1.0,0.41582119334766715,0.35968353486061094,0.44756419587135315,0.022526315789473672,8.505263157894736e-05,0.8210526315789475
1790,22.481,29,1,1,1,0.5921787709497207,0.785,1.0,1.0,0.445492319152826,0.37779158794879913,0.46569222772121427,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1791,22.5182875,21,1,1,1,0.5924064768285874,0.785,1.0,1.0,0.48798985533631667,0.39571129298210145,0.48441679430007933,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1792,22.6034,27,1,1,1,0.5926339285714286,0.785,1.0,1.0,0.5145141869768063,0.3943434202671051,0.4841251692771912,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1793,22.055525,47,1,1,1,0.5928611266034579,0.785,1.0,1.0,0.4908453776974101,0.37509261643886566,0.46604642260074614,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1794,22.208025,43,1,1,1,0.5930880713489409,0.785,1.0,1.0,0.47967100789347433,0.37436432802677155,0.46618277180194856,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1795,21.815375000000003,70,1,1,1,0.5933147632311978,0.785,1.0,1.0,0.419270021936505,0.39253105461597443,0.48499950754642485,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1796,22.415300000000002,20,1,1,1,0.5935412026726058,0.79,1.0,1.0,0.4650228942677166,0.4101719100475311,0.5029613943099975,0.02215789473684209,8.431578947368422e-05,0.8263157894736843
1797,21.6176125,51,1,1,1,0.5937673900946021,0.795,1.0,1.0,0.439640013557621,0.4085275468826294,0.503446683883667,0.02178947368421052,8.357894736842106e-05,0.8315789473684211
1798,22.182625,30,1,1,1,0.5939933259176863,0.795,1.0,1.0,0.46550053243776107,0.4084458668231964,0.5035325980186462,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1799,22.490100000000005,30,1,1,1,0.594219010561423,0.795,1.0,1.0,0.48687711765052694,0.40777100932598115,0.5021145488023758,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1800,22.24,18,1,1,1,0.5944444444444444,0.795,1.0,1.0,0.5341294275006415,0.42625589525699614,0.5195192664861679,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1801,20.939850000000003,192,1,0,1,0.5941143808995003,0.795,1.0,1.0,0.275019554771993,0.37014543282985685,0.4606886442899704,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1802,21.527425,69,1,1,1,0.5943396226415094,0.795,1.0,1.0,0.2753282307688622,0.3320744940042496,0.423259481549263,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1803,22.1523125,35,1,1,1,0.5945646145313367,0.8,1.0,1.0,0.3170511296775781,0.33219131791591644,0.42430004155635836,0.021421052631578938,8.28421052631579e-05,0.8368421052631579
1804,22.5347,10,1,1,1,0.594789356984479,0.8,1.0,1.0,0.39176679414514287,0.35026053273677826,0.4417638472318649,0.021052631578947358,8.210526315789473e-05,0.8421052631578948
1805,21.424625000000006,107,1,0,1,0.5944598337950139,0.8,1.0,1.0,0.30830281213585203,0.35097338271141054,0.44077300548553466,0.021052631578947358,8.210526315789473e-05,0.8421052631578948
1806,22.096975,52,1,1,1,0.5946843853820598,0.805,1.0,1.0,0.32102370809839587,0.3515872957706451,0.441385639667511,0.021052631578947358,8.210526315789473e-05,0.8421052631578948
1807,22.348950000000006,73,1,1,1,0.5949086884338682,0.81,1.0,1.0,0.3038938027170818,0.33335719621181487,0.4218152219057083,0.020684210526315777,8.136842105263159e-05,0.8473684210526317
1808,22.3992,37,1,1,1,0.5951327433628318,0.81,1.0,1.0,0.33983976125568766,0.35205117988586426,0.44104934906959536,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1809,22.3267125,32,1,1,1,0.5953565505804311,0.81,1.0,1.0,0.3769558628243095,0.3508004823923111,0.44009762108325956,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1810,22.439000000000004,38,1,1,1,0.5955801104972376,0.81,1.0,1.0,0.3953761512535501,0.3336530534029007,0.42196827137470244,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1811,22.324175,22,1,1,1,0.5958034235229155,0.81,1.0,1.0,0.44316332286412274,0.333874334692955,0.4224314316511154,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1812,22.374100000000002,25,1,1,1,0.5960264900662252,0.815,1.0,1.0,0.4811950633137247,0.3341189035177231,0.42210862624645235,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1813,21.736362500000006,91,1,0,1,0.5956977385548814,0.81,1.0,1.0,0.3870252577423307,0.3169545674324036,0.4009520366191864,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1814,22.149300000000004,24,1,1,1,0.5959206174200662,0.81,1.0,1.0,0.430312462425412,0.3350700340270996,0.41908851885795595,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1815,20.029249999999998,192,1,0,1,0.5955922865013774,0.81,1.0,1.0,0.23459258215604684,0.2624126465320587,0.34579645705223083,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1816,22.3461,31,1,1,1,0.5958149779735683,0.815,1.0,1.0,0.2903374690357935,0.26286224675178527,0.3461013114452362,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1817,21.8368625,35,1,1,1,0.5960374243258117,0.815,1.0,1.0,0.32928936037664586,0.2811736218929291,0.3655926105976105,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1818,21.588200000000004,105,1,0,1,0.5957095709570958,0.815,1.0,1.0,0.27756472530047294,0.30107813513278964,0.38490187776088713,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1819,21.773575,67,1,1,1,0.5959318306761957,0.82,1.0,1.0,0.2829793501746047,0.3013912335634232,0.3849752191305161,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1820,21.7135,74,1,1,1,0.5961538461538461,0.82,1.0,1.0,0.27774038828586134,0.26528788268566134,0.34821310532093047,0.01957894736842105,7.915789473684213e-05,0.8631578947368421
1821,21.127900000000004,148,1,0,1,0.5958264689730917,0.815,1.0,1.0,0.21075738665520638,0.26589049863815306,0.3471390337944031,0.01957894736842105,7.915789473684213e-05,0.8631578947368421
1822,22.40335,20,1,1,1,0.5960482985729967,0.815,1.0,1.0,0.28031959360206093,0.26625553131103513,0.34710336780548096,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1823,22.714337500000003,34,1,1,1,0.596269884805266,0.815,1.0,1.0,0.3267747171395099,0.28518091678619384,0.36523486757278445,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1824,21.941,51,1,1,1,0.5964912280701754,0.815,1.0,1.0,0.3364192487865513,0.2853034963607788,0.36618632459640504,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1825,21.1409375,116,1,0,1,0.5961643835616438,0.81,1.0,1.0,0.2661780646367023,0.22936389803886414,0.31024050545692444,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1826,22.656100000000002,46,1,1,1,0.5963855421686747,0.81,1.0,1.0,0.3005643888154408,0.23040863442420959,0.31211989593505857,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1827,22.4108125,11,1,1,1,0.5966064586754242,0.81,1.0,1.0,0.3776120185165017,0.24951238691806793,0.3306251212358475,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1828,21.90365000000001,110,1,0,1,0.5962800875273523,0.805,1.0,1.0,0.30121159940680065,0.232612269282341,0.3131491674184799,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1829,21.960687500000002,48,1,1,1,0.5965008201202843,0.805,1.0,1.0,0.32508772864264857,0.25170042383670804,0.33157307612895964,0.020684210526315777,8.136842105263159e-05,0.8473684210526317
1830,22.649124999999998,23,1,1,1,0.5967213114754099,0.805,1.0,1.0,0.38339934905500656,0.2712861536741257,0.3505981658697128,0.020684210526315777,8.136842105263159e-05,0.8473684210526317
1831,22.7732375,35,1,1,1,0.5969415619879848,0.805,1.0,1.0,0.4115253185819271,0.29051027631759646,0.3697001223564148,0.020684210526315777,8.136842105263159e-05,0.8473684210526317
1832,22.5947,13,1,1,1,0.5971615720524017,0.81,1.0,1.0,0.47704645496520065,0.30928164982795714,0.38812485194206237,0.020684210526315777,8.136842105263159e-05,0.8473684210526317
1833,22.6267,20,1,1,1,0.5973813420621932,0.815,1.0,1.0,0.5233772972200302,0.3283912189006805,0.4069546239376068,0.020315789473684197,8.063157894736842e-05,0.8526315789473685
1834,22.288675,50,1,1,1,0.5976008724100327,0.815,1.0,1.0,0.48964262410064396,0.308723699092865,0.38896450996398924,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1835,22.6465,17,1,1,1,0.5978201634877384,0.815,1.0,1.0,0.5413196920186423,0.32796356797218323,0.40782903623580935,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1836,22.29435,40,1,1,1,0.5980392156862745,0.815,1.0,1.0,0.5293386412224789,0.3276320382356644,0.40804530584812165,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1837,21.8261125,42,1,1,1,0.5982580293957539,0.82,1.0,1.0,0.5124140230849371,0.3456181818246841,0.4270753697156906,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1838,22.628225,29,1,1,1,0.5984766050054406,0.82,1.0,1.0,0.5317918965356985,0.36423357820510865,0.445411429643631,0.01957894736842105,7.915789473684213e-05,0.8631578947368421
1839,22.2361,50,1,1,1,0.598694942903752,0.82,1.0,1.0,0.4990054646738464,0.36407945287227633,0.4451799770593643,0.01957894736842105,7.915789473684213e-05,0.8631578947368421
1840,22.43,49,1,1,1,0.5989130434782609,0.82,1.0,1.0,0.47205740542408103,0.3623878790140152,0.44507858192920685,0.01957894736842105,7.915789473684213e-05,0.8631578947368421
1841,21.681925000000003,81,1,0,1,0.5985877240630092,0.815,1.0,1.0,0.39215924628986065,0.36165336763858796,0.44498749148845673,0.01957894736842105,7.915789473684213e-05,0.8631578947368421
1842,22.329875,16,1,1,1,0.5988056460369164,0.815,1.0,1.0,0.45138915144059827,0.3800376487970352,0.46410456717014315,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1843,22.631587500000002,44,1,1,1,0.599023331524688,0.815,1.0,1.0,0.44425851434408054,0.3979846260547638,0.48265688610076907,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
1844,22.05975,33,1,1,1,0.5992407809110629,0.815,1.0,1.0,0.458899957697783,0.4153399015665054,0.5019722760915756,0.01994736842105263,7.989473684210527e-05,0.8578947368421053
