episode,reward,episode_length,completed_task,success,started_task,started_on_time,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate,tonic_dopamine,mean_rpe,mean_abs_rpe
109,0.0,200,0,0,0,0,0.5871559633027523,0.5871559633027523,0.43119266055045874,0.48,-0.021845139779364402,-0.02104719773074612,0.022622340871486814
110,22.0,45,1,1,1,1,0.5909090909090909,0.5909090909090909,0.43636363636363634,0.48,-0.01665996364287078,-0.020431065519806,0.02309812042908743
111,2.0,200,0,0,1,0,0.5855855855855856,0.5855855855855856,0.43243243243243246,0.46,-0.016228393249224298,-0.02071360472869128,0.022851784623228014
112,0.0,200,0,0,0,0,0.5803571428571429,0.5803571428571429,0.42857142857142855,0.44,-0.04336103963519655,-0.0260878813220188,0.02810512005072087
113,2.0,200,0,0,1,0,0.5752212389380531,0.5752212389380531,0.4247787610619469,0.44,-0.02685586606693949,-0.021294121785787865,0.023749891269253566
114,0.0,200,0,0,0,0,0.5701754385964912,0.5701754385964912,0.42105263157894735,0.44,-0.021264090843964478,-0.021098786608548834,0.02355101300100796
115,22.0,56,1,1,1,1,0.5739130434782609,0.5739130434782609,0.4260869565217391,0.46,-0.018916350007554303,-0.02096990782325156,0.023653855337528513
116,2.0,200,0,0,1,0,0.5689655172413793,0.5689655172413793,0.4224137931034483,0.46,-0.016315132972331732,-0.021450692487531342,0.02354136334324721
117,2.0,200,0,0,1,1,0.5641025641025641,0.5641025641025641,0.42735042735042733,0.48,-0.017327295361509374,-0.021889116187230682,0.02447487106604967
118,0.0,200,0,0,0,0,0.559322033898305,0.559322033898305,0.423728813559322,0.46,-0.04433155843414839,-0.02183303121163044,0.024035719138220883
119,0.0,200,0,0,0,0,0.5546218487394958,0.5546218487394958,0.42016806722689076,0.46,-0.028529694158593178,-0.02233168588008266,0.024096082236035727
120,22.0,30,1,1,1,1,0.5583333333333333,0.5583333333333333,0.425,0.46,-0.022244648479229405,-0.021252454193192535,0.02457542147056665
121,22.0,190,1,0,1,1,0.5537190082644629,0.5537190082644629,0.4297520661157025,0.46,-0.021732357175815724,-0.022280454112100414,0.02534612959937658
122,0.0,200,0,0,0,0,0.5491803278688525,0.5491803278688525,0.4262295081967213,0.46,-0.01760545410490477,-0.02240454592462629,0.024813522779382764
123,22.0,68,1,1,1,1,0.5528455284552846,0.5528455284552846,0.43089430894308944,0.48,-0.015348622136908022,-0.02203524564485997,0.02528516071010381
124,22.0,90,1,0,1,1,0.5483870967741935,0.5483870967741935,0.43548387096774194,0.5,-0.016542323149801048,-0.021939763585105538,0.025552845479920507
125,22.0,142,1,0,1,0,0.544,0.544,0.432,0.5,-0.013924803601193251,-0.02108542492892593,0.02522053480613977
126,2.0,200,0,0,1,1,0.5396825396825397,0.5396825396825397,0.4365079365079365,0.52,-0.015018333378430507,-0.015173456546850502,0.020849236502312123
127,22.0,60,1,1,1,0,0.5433070866141733,0.5433070866141733,0.4330708661417323,0.52,-0.011889246879448622,-0.014085061548277735,0.02069344116747379
128,22.0,110,1,0,1,1,0.5390625,0.5390625,0.4375,0.52,-0.011958905429886528,-0.014328453955240548,0.020575675130821765
129,22.0,155,1,0,1,0,0.5348837209302325,0.5348837209302325,0.43410852713178294,0.5,-0.013226918016487775,-0.013638458751374856,0.019983825593953952
130,22.0,30,1,1,1,0,0.5384615384615384,0.5384615384615384,0.4307692307692308,0.48,-0.009204913099916303,-0.013013569509843365,0.021256171209504827
131,2.0,200,0,0,1,1,0.5343511450381679,0.5343511450381679,0.4351145038167939,0.48,-0.01193485619886991,-0.012450196786550806,0.020424812187673523
132,2.0,200,0,0,1,0,0.5303030303030303,0.5303030303030303,0.4318181818181818,0.48,-0.014000552268822934,-0.012214032530318946,0.020444367308635265
133,22.0,41,1,1,1,1,0.5338345864661654,0.5338345864661654,0.43609022556390975,0.48,-0.013297989432403857,-0.012032165308948605,0.020362361239735036
134,2.0,200,0,0,1,0,0.5298507462686567,0.5298507462686567,0.43283582089552236,0.48,-0.0414284034681358,-0.017702476678532548,0.024431225261767393
135,22.0,170,1,0,1,0,0.5259259259259259,0.5259259259259259,0.42962962962962964,0.48,-0.02765071273466295,-0.01811141756467987,0.02423804553982336
136,2.0,200,0,0,1,1,0.5220588235294118,0.5220588235294118,0.4338235294117647,0.5,-0.04826676054688112,-0.02590070812951308,0.0291226904442301
137,2.0,200,0,0,1,1,0.5182481751824818,0.5182481751824818,0.43795620437956206,0.52,-0.03008041003770267,-0.027471187762334013,0.03010436466697138
138,2.0,200,0,0,1,0,0.5144927536231884,0.5144927536231884,0.43478260869565216,0.5,-0.02042597251227861,-0.02718650850711856,0.030293031376437286
139,22.0,49,1,1,1,0,0.5179856115107914,0.5179856115107914,0.4316546762589928,0.5,-0.017978411241444957,-0.02720975832140539,0.03023666692583356
140,2.0,200,0,0,1,0,0.5142857142857142,0.5142857142857142,0.42857142857142855,0.48,-0.01602640531803339,-0.021860552736441604,0.024650557174230925
141,2.0,200,0,0,1,1,0.5106382978723404,0.5106382978723404,0.4326241134751773,0.5,-0.014182243015107928,-0.021015547228686045,0.023157134003646208
142,22.0,116,1,0,1,1,0.5070422535211268,0.5070422535211268,0.43661971830985913,0.5,-0.01174431377297428,-0.01990497588267317,0.023163556408544537
143,22.0,48,1,1,1,0,0.5104895104895105,0.5104895104895105,0.43356643356643354,0.48,-0.011688612223692586,-0.014409950625558849,0.017938824593031314
144,22.0,158,1,0,1,1,0.5069444444444444,0.5069444444444444,0.4375,0.48,-0.01523930630461227,-0.01436740720499074,0.017595216856279877
145,22.0,183,1,0,1,1,0.503448275862069,0.503448275862069,0.4413793103448276,0.5,-0.015035387295471239,-0.014091483799216804,0.0164983377623721
146,22.0,24,1,1,1,0,0.5068493150684932,0.5068493150684932,0.4383561643835616,0.5,-0.010003925076060176,-0.012987873872218187,0.017093556472973434
147,22.0,153,1,0,1,1,0.5034013605442177,0.5034013605442177,0.4421768707482993,0.5,-0.011831527269813168,-0.013036145070509519,0.0176199137805379
148,22.0,163,1,0,1,1,0.5,0.5,0.44594594594594594,0.5,-0.0129280886101612,-0.012962883485539351,0.017494027664477472
149,2.0,200,0,0,1,1,0.4966442953020134,0.4966442953020134,0.44966442953020136,0.5,-0.014330398889814433,-0.0130650563579984,0.018172817980404942
150,0.0,200,0,0,0,0,0.49333333333333335,0.49333333333333335,0.44666666666666666,0.48,-0.04226999658396626,-0.019172561965882778,0.022701920058578254
151,22.0,44,1,1,1,1,0.4966887417218543,0.4966887417218543,0.4503311258278146,0.5,-0.035608621729916384,-0.018707852298393845,0.022646184472367166
152,2.0,200,0,0,1,0,0.4934210526315789,0.4934210526315789,0.4473684210526316,0.5,-0.022845666710157878,-0.01882894976530224,0.02283681166637689
153,2.0,200,0,0,1,0,0.49019607843137253,0.49019607843137253,0.4444444444444444,0.48,-0.018815162282405352,-0.020155046561500058,0.022032880161190406
154,2.0,200,0,0,1,1,0.487012987012987,0.487012987012987,0.44805194805194803,0.48,-0.014271089862829246,-0.02002528769779019,0.02193729911115952
155,22.0,29,1,1,1,0,0.49032258064516127,0.49032258064516127,0.44516129032258067,0.46,-0.013542626423247148,-0.019946118606952952,0.021827616636874155
156,22.0,142,1,0,1,1,0.48717948717948717,0.48717948717948717,0.44871794871794873,0.46,-0.01388819619281867,-0.01948657762783114,0.02185971385391895
157,2.0,200,0,0,1,0,0.4840764331210191,0.4840764331210191,0.445859872611465,0.46,-0.01470303708779767,-0.014061403141939082,0.017532600013189948
158,2.0,200,0,0,1,0,0.4810126582278481,0.4810126582278481,0.4430379746835443,0.46,-0.012877848805888834,-0.013906517606810666,0.017464547664509156
159,22.0,112,1,0,1,0,0.4779874213836478,0.4779874213836478,0.44025157232704404,0.46,-0.01473855073688364,-0.01376213375799125,0.01720408753253287
160,2.0,200,0,0,1,0,0.475,0.475,0.4375,0.44,-0.014185361627641689,-0.013714935451454949,0.01701499851531116
161,2.0,200,0,0,1,0,0.4720496894409938,0.4720496894409938,0.43478260869565216,0.44,-0.013643905973178078,-0.014051361960417126,0.0171821657573455
162,2.0,200,0,0,1,1,0.4691358024691358,0.4691358024691358,0.4382716049382716,0.46,-0.04178648121887575,-0.019583117800124457,0.022152949384704697
163,22.0,195,1,0,1,0,0.4662576687116564,0.4662576687116564,0.43558282208588955,0.46,-0.024245887073159784,-0.019213347185694146,0.02154410710494267
164,22.0,118,1,0,1,0,0.4634146341463415,0.4634146341463415,0.4329268292682927,0.46,-0.02008769516903502,-0.01943587700772332,0.02176840847200947
165,22.0,156,1,0,1,0,0.46060606060606063,0.46060606060606063,0.4303030303030303,0.44,-0.01655939533586997,-0.01948350618832046,0.02229937089519808
166,2.0,200,0,0,1,1,0.4578313253012048,0.4578313253012048,0.43373493975903615,0.46,-0.039544593978122766,-0.02459426830225857,0.026650093060743528
167,0.0,200,0,0,0,0,0.4550898203592814,0.4550898203592814,0.4311377245508982,0.44,-0.023730111754057964,-0.02486036056355806,0.026357485889282543
168,22.0,70,1,1,1,1,0.4583333333333333,0.4583333333333333,0.43452380952380953,0.46,-0.020489450460330755,-0.02476255534106167,0.026651573297393042
169,22.0,17,1,1,1,1,0.46153846153846156,0.46153846153846156,0.4378698224852071,0.48,-0.015997157790479884,-0.023900654977944216,0.027299406193953473
170,2.0,200,0,0,1,1,0.4588235294117647,0.4588235294117647,0.4411764705882353,0.48,-0.044432961745253886,-0.024451324151654262,0.027598121076647657
171,2.0,200,0,0,1,0,0.45614035087719296,0.45614035087719296,0.43859649122807015,0.46,-0.025045945173302747,-0.024157786038995255,0.027302283853583503
172,22.0,36,1,1,1,0,0.45930232558139533,0.45930232558139533,0.436046511627907,0.46,-0.01990948623624983,-0.023485206456447486,0.02796618080936605
173,22.0,71,1,1,1,1,0.4624277456647399,0.4624277456647399,0.4393063583815029,0.46,-0.01803160336571006,-0.023046048559015618,0.028233708170009777
174,22.0,30,1,1,1,1,0.46551724137931033,0.46551724137931033,0.4425287356321839,0.46,-0.01682014891865563,-0.02309582694596611,0.027796588477445767
175,0.0,200,0,0,0,0,0.46285714285714286,0.46285714285714286,0.44,0.46,-0.01534807993401621,-0.018681108794873582,0.02332660108129494
176,22.0,165,1,0,1,0,0.4602272727272727,0.4602272727272727,0.4375,0.44,-0.015717234715401172,-0.018575459277955814,0.023739149210741745
177,22.0,57,1,1,1,0,0.4632768361581921,0.4632768361581921,0.4350282485875706,0.44,-0.014971308483445413,-0.018701756277820097,0.023981833790196107
178,2.0,200,0,0,1,0,0.4606741573033708,0.4606741573033708,0.43258426966292135,0.42,-0.0405885053377245,-0.02397725946479477,0.027658209342742338
179,0.0,200,0,0,0,0,0.4581005586592179,0.4581005586592179,0.4301675977653631,0.42,-0.0240171356281584,-0.0189146095556207,0.022373410146683453
180,22.0,105,1,0,1,0,0.45555555555555555,0.45555555555555555,0.42777777777777776,0.42,-0.018037150689840506,-0.019150249706115573,0.02172481683501974
181,2.0,200,0,0,1,1,0.4530386740331492,0.4530386740331492,0.430939226519337,0.42,-0.015372290882164834,-0.01894855161313899,0.02257593633676879
182,22.0,160,1,0,1,1,0.45054945054945056,0.45054945054945056,0.4340659340659341,0.44,-0.015356516424486745,-0.019008841978618875,0.0232965942916926
183,2.0,200,0,0,1,1,0.44808743169398907,0.44808743169398907,0.4371584699453552,0.44,-0.014685813380832639,-0.018900251841405407,0.02262332631996833
184,0.0,200,0,0,1,0,0.44565217391304346,0.44565217391304346,0.43478260869565216,0.44,-0.015493068902202789,-0.01364796241815202,0.01774748229724355
