episode,reward,episode_length,completed_task,success,started_task,started_on_time,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate
347,22.0,30,1,1,1,1,0.968299711815562,0.968299711815562,1.0,1.0
348,22.0,17,1,1,1,1,0.9683908045977011,0.9683908045977011,1.0,1.0
349,22.0,47,1,1,1,1,0.9684813753581661,0.9684813753581661,1.0,1.0
350,22.0,29,1,1,1,1,0.9685714285714285,0.9685714285714285,1.0,1.0
351,22.0,32,1,1,1,1,0.9686609686609686,0.9686609686609686,1.0,1.0
352,22.0,18,1,1,1,1,0.96875,0.96875,1.0,1.0
353,22.0,24,1,1,1,1,0.9688385269121813,0.9688385269121813,1.0,1.0
354,22.0,40,1,1,1,1,0.9689265536723164,0.9689265536723164,1.0,1.0
355,22.0,25,1,1,1,1,0.9690140845070423,0.9690140845070423,1.0,1.0
356,22.0,15,1,1,1,1,0.9691011235955056,0.9691011235955056,1.0,1.0
357,22.0,48,1,1,1,1,0.969187675070028,0.969187675070028,1.0,1.0
358,22.0,26,1,1,1,1,0.9692737430167597,0.9692737430167597,1.0,1.0
359,22.0,22,1,1,1,1,0.9693593314763231,0.9693593314763231,1.0,1.0
360,22.0,13,1,1,1,1,0.9694444444444444,0.9694444444444444,1.0,1.0
361,22.0,20,1,1,1,1,0.9695290858725761,0.9695290858725761,1.0,1.0
362,22.0,23,1,1,1,1,0.9696132596685083,0.9696132596685083,1.0,1.0
363,22.0,32,1,1,1,1,0.9696969696969697,0.9696969696969697,1.0,1.0
364,22.0,17,1,1,1,1,0.9697802197802198,0.9697802197802198,1.0,1.0
365,22.0,16,1,1,1,1,0.9698630136986301,0.9698630136986301,1.0,1.0
366,22.0,27,1,1,1,1,0.9699453551912568,0.9699453551912568,1.0,1.0
367,22.0,22,1,1,1,1,0.9700272479564033,0.9700272479564033,1.0,1.0
368,22.0,14,1,1,1,1,0.970108695652174,0.970108695652174,1.0,1.0
369,22.0,104,1,0,1,1,0.967479674796748,0.967479674796748,1.0,1.0
370,22.0,20,1,1,1,1,0.9675675675675676,0.9675675675675676,1.0,1.0
371,22.0,62,1,1,1,1,0.967654986522911,0.967654986522911,1.0,1.0
372,22.0,29,1,1,1,1,0.967741935483871,0.967741935483871,1.0,1.0
373,22.0,20,1,1,1,1,0.967828418230563,0.967828418230563,1.0,1.0
374,22.0,14,1,1,1,1,0.9679144385026738,0.9679144385026738,1.0,1.0
375,22.0,38,1,1,1,1,0.968,0.968,1.0,1.0
376,22.0,34,1,1,1,1,0.9680851063829787,0.9680851063829787,1.0,1.0
377,22.0,24,1,1,1,1,0.9681697612732095,0.9681697612732095,1.0,1.0
378,22.0,15,1,1,1,1,0.9682539682539683,0.9682539682539683,1.0,1.0
379,22.0,26,1,1,1,1,0.9683377308707124,0.9683377308707124,1.0,1.0
380,22.0,17,1,1,1,1,0.968421052631579,0.968421052631579,1.0,1.0
381,22.0,13,1,1,1,1,0.968503937007874,0.968503937007874,1.0,1.0
382,22.0,109,1,0,1,1,0.9659685863874345,0.9659685863874345,1.0,1.0
383,22.0,34,1,1,1,1,0.9660574412532638,0.9660574412532638,1.0,1.0
384,22.0,17,1,1,1,1,0.9661458333333334,0.9661458333333334,1.0,1.0
385,22.0,34,1,1,1,1,0.9662337662337662,0.9662337662337662,1.0,1.0
386,22.0,19,1,1,1,1,0.966321243523316,0.966321243523316,1.0,1.0
387,22.0,12,1,1,1,1,0.9664082687338501,0.9664082687338501,1.0,1.0
388,22.0,34,1,1,1,1,0.9664948453608248,0.9664948453608248,1.0,1.0
389,22.0,19,1,1,1,1,0.9665809768637532,0.9665809768637532,1.0,1.0
390,22.0,30,1,1,1,1,0.9666666666666667,0.9666666666666667,1.0,1.0
391,22.0,28,1,1,1,1,0.9667519181585678,0.9667519181585678,1.0,1.0
392,22.0,50,1,1,1,1,0.9668367346938775,0.9668367346938775,1.0,1.0
393,22.0,25,1,1,1,1,0.9669211195928753,0.9669211195928753,1.0,1.0
394,22.0,38,1,1,1,1,0.9670050761421319,0.9670050761421319,1.0,1.0
395,22.0,17,1,1,1,1,0.9670886075949368,0.9670886075949368,1.0,1.0
396,22.0,16,1,1,1,1,0.9671717171717171,0.9671717171717171,1.0,1.0
397,22.0,17,1,1,1,1,0.9672544080604534,0.9672544080604534,1.0,1.0
398,22.0,29,1,1,1,1,0.9673366834170855,0.9673366834170855,1.0,1.0
399,22.0,19,1,1,1,1,0.9674185463659147,0.9674185463659147,1.0,1.0
400,22.0,11,1,1,1,1,0.9675,0.9675,1.0,1.0
401,22.0,19,1,1,1,1,0.9675810473815462,0.9675810473815462,1.0,1.0
402,22.0,22,1,1,1,1,0.9676616915422885,0.9676616915422885,1.0,1.0
403,22.0,15,1,1,1,1,0.967741935483871,0.967741935483871,1.0,1.0
404,22.0,23,1,1,1,1,0.9678217821782178,0.9678217821782178,1.0,1.0
405,22.0,35,1,1,1,1,0.9679012345679012,0.9679012345679012,1.0,1.0
406,22.0,41,1,1,1,1,0.9679802955665024,0.9679802955665024,1.0,1.0
407,22.0,30,1,1,1,1,0.9680589680589681,0.9680589680589681,1.0,1.0
408,22.0,18,1,1,1,1,0.9681372549019608,0.9681372549019608,1.0,1.0
409,22.0,28,1,1,1,1,0.9682151589242054,0.9682151589242054,1.0,1.0
410,22.0,14,1,1,1,1,0.9682926829268292,0.9682926829268292,1.0,1.0
411,22.0,26,1,1,1,1,0.9683698296836983,0.9683698296836983,1.0,1.0
412,22.0,20,1,1,1,1,0.9684466019417476,0.9684466019417476,1.0,1.0
413,22.0,33,1,1,1,1,0.9685230024213075,0.9685230024213075,1.0,1.0
414,22.0,23,1,1,1,1,0.9685990338164251,0.9685990338164251,1.0,1.0
415,22.0,33,1,1,1,1,0.9686746987951808,0.9686746987951808,1.0,1.0
416,22.0,14,1,1,1,1,0.96875,0.96875,1.0,1.0
417,22.0,31,1,1,1,1,0.9688249400479616,0.9688249400479616,1.0,1.0
418,22.0,50,1,1,1,1,0.9688995215311005,0.9688995215311005,1.0,1.0
419,22.0,13,1,1,1,1,0.9689737470167065,0.9689737470167065,1.0,1.0
420,22.0,13,1,1,1,1,0.969047619047619,0.969047619047619,1.0,1.0
421,22.0,30,1,1,1,1,0.9691211401425178,0.9691211401425178,1.0,1.0
422,22.0,12,1,1,1,1,0.9691943127962085,0.9691943127962085,1.0,1.0
423,22.0,42,1,1,1,1,0.9692671394799054,0.9692671394799054,1.0,1.0
424,22.0,32,1,1,1,1,0.9693396226415094,0.9693396226415094,1.0,1.0
425,22.0,65,1,1,1,1,0.9694117647058823,0.9694117647058823,1.0,1.0
426,22.0,39,1,1,1,1,0.9694835680751174,0.9694835680751174,1.0,1.0
427,22.0,22,1,1,1,1,0.9695550351288056,0.9695550351288056,1.0,1.0
428,22.0,38,1,1,1,1,0.969626168224299,0.969626168224299,1.0,1.0
429,22.0,22,1,1,1,1,0.9696969696969697,0.9696969696969697,1.0,1.0
430,22.0,28,1,1,1,1,0.9697674418604652,0.9697674418604652,1.0,1.0
431,22.0,16,1,1,1,1,0.9698375870069605,0.9698375870069605,1.0,1.0
432,22.0,34,1,1,1,1,0.9699074074074074,0.9699074074074074,1.0,1.0
433,22.0,22,1,1,1,1,0.9699769053117783,0.9699769053117783,1.0,1.0
434,22.0,25,1,1,1,1,0.9700460829493087,0.9700460829493087,1.0,1.0
435,22.0,30,1,1,1,1,0.9701149425287356,0.9701149425287356,1.0,1.0
436,22.0,51,1,1,1,1,0.9701834862385321,0.9701834862385321,1.0,1.0
437,22.0,20,1,1,1,1,0.9702517162471396,0.9702517162471396,1.0,1.0
438,22.0,17,1,1,1,1,0.9703196347031964,0.9703196347031964,1.0,1.0
439,22.0,74,1,1,1,1,0.9703872437357631,0.9703872437357631,1.0,1.0
440,22.0,20,1,1,1,1,0.9704545454545455,0.9704545454545455,1.0,1.0
441,22.0,14,1,1,1,1,0.9705215419501134,0.9705215419501134,1.0,1.0
442,22.0,19,1,1,1,1,0.9705882352941176,0.9705882352941176,1.0,1.0
443,22.0,19,1,1,1,1,0.9706546275395034,0.9706546275395034,1.0,1.0
444,22.0,20,1,1,1,1,0.9707207207207207,0.9707207207207207,1.0,1.0
445,22.0,30,1,1,1,1,0.9707865168539326,0.9707865168539326,1.0,1.0
446,22.0,12,1,1,1,1,0.9708520179372198,0.9708520179372198,1.0,1.0
447,22.0,14,1,1,1,1,0.970917225950783,0.970917225950783,1.0,1.0
448,22.0,35,1,1,1,1,0.9709821428571429,0.9709821428571429,1.0,1.0
449,22.0,13,1,1,1,1,0.9710467706013363,0.9710467706013363,1.0,1.0
450,22.0,70,1,1,1,1,0.9711111111111111,0.9711111111111111,1.0,1.0
451,22.0,28,1,1,1,1,0.9711751662971175,0.9711751662971175,1.0,1.0
452,22.0,37,1,1,1,1,0.9712389380530974,0.9712389380530974,1.0,1.0
453,22.0,34,1,1,1,1,0.9713024282560706,0.9713024282560706,1.0,1.0
454,22.0,18,1,1,1,1,0.9713656387665198,0.9713656387665198,1.0,1.0
455,22.0,26,1,1,1,1,0.9714285714285714,0.9714285714285714,1.0,1.0
456,22.0,22,1,1,1,1,0.9714912280701754,0.9714912280701754,1.0,1.0
457,22.0,17,1,1,1,1,0.9715536105032823,0.9715536105032823,1.0,1.0
458,22.0,35,1,1,1,1,0.9716157205240175,0.9716157205240175,1.0,1.0
459,22.0,38,1,1,1,1,0.971677559912854,0.971677559912854,1.0,1.0
460,22.0,33,1,1,1,1,0.9717391304347827,0.9717391304347827,1.0,1.0
461,22.0,44,1,1,1,1,0.9718004338394793,0.9718004338394793,1.0,1.0
462,22.0,26,1,1,1,1,0.9718614718614719,0.9718614718614719,1.0,1.0
463,22.0,24,1,1,1,1,0.9719222462203023,0.9719222462203023,1.0,1.0
464,22.0,20,1,1,1,1,0.9719827586206896,0.9719827586206896,1.0,1.0
465,22.0,49,1,1,1,1,0.9720430107526882,0.9720430107526882,1.0,1.0
466,22.0,29,1,1,1,1,0.9721030042918455,0.9721030042918455,1.0,1.0
467,22.0,23,1,1,1,1,0.9721627408993576,0.9721627408993576,1.0,1.0
468,22.0,27,1,1,1,1,0.9722222222222222,0.9722222222222222,1.0,1.0
469,22.0,28,1,1,1,1,0.9722814498933902,0.9722814498933902,1.0,1.0
470,22.0,53,1,1,1,1,0.9723404255319149,0.9723404255319149,1.0,1.0
471,22.0,32,1,1,1,1,0.9723991507430998,0.9723991507430998,1.0,1.0
472,22.0,31,1,1,1,1,0.972457627118644,0.972457627118644,1.0,1.0
473,22.0,17,1,1,1,1,0.9725158562367865,0.9725158562367865,1.0,1.0
474,22.0,47,1,1,1,1,0.9725738396624473,0.9725738396624473,1.0,1.0
475,22.0,19,1,1,1,1,0.9726315789473684,0.9726315789473684,1.0,1.0
476,22.0,46,1,1,1,1,0.9726890756302521,0.9726890756302521,1.0,1.0
477,22.0,22,1,1,1,1,0.9727463312368972,0.9727463312368972,1.0,1.0
478,22.0,24,1,1,1,1,0.9728033472803347,0.9728033472803347,1.0,1.0
479,22.0,22,1,1,1,1,0.9728601252609603,0.9728601252609603,1.0,1.0
480,22.0,18,1,1,1,1,0.9729166666666667,0.9729166666666667,1.0,1.0
481,22.0,23,1,1,1,1,0.972972972972973,0.972972972972973,1.0,1.0
482,22.0,35,1,1,1,1,0.9730290456431535,0.9730290456431535,1.0,1.0
483,22.0,28,1,1,1,1,0.9730848861283644,0.9730848861283644,1.0,1.0
484,22.0,13,1,1,1,1,0.9731404958677686,0.9731404958677686,1.0,1.0
485,22.0,23,1,1,1,1,0.9731958762886598,0.9731958762886598,1.0,1.0
486,22.0,28,1,1,1,1,0.9732510288065843,0.9732510288065843,1.0,1.0
487,22.0,12,1,1,1,1,0.973305954825462,0.973305954825462,1.0,1.0
488,22.0,14,1,1,1,1,0.9733606557377049,0.9733606557377049,1.0,1.0
489,22.0,25,1,1,1,1,0.9734151329243353,0.9734151329243353,1.0,1.0
490,22.0,38,1,1,1,1,0.9734693877551021,0.9734693877551021,1.0,1.0
491,22.0,40,1,1,1,1,0.9735234215885947,0.9735234215885947,1.0,1.0
492,22.0,18,1,1,1,1,0.9735772357723578,0.9735772357723578,1.0,1.0
493,22.0,25,1,1,1,1,0.973630831643002,0.973630831643002,1.0,1.0
494,22.0,44,1,1,1,1,0.9736842105263158,0.9736842105263158,1.0,1.0
495,22.0,16,1,1,1,1,0.9737373737373738,0.9737373737373738,1.0,1.0
496,22.0,23,1,1,1,1,0.9737903225806451,0.9737903225806451,1.0,1.0
497,22.0,23,1,1,1,1,0.9738430583501007,0.9738430583501007,1.0,1.0
498,22.0,87,1,0,1,1,0.9718875502008032,0.9718875502008032,1.0,1.0
499,22.0,123,1,0,1,1,0.969939879759519,0.969939879759519,1.0,1.0
500,22.0,30,1,1,1,1,0.97,0.97,1.0,1.0
