episode,online_max_logit,offline_max_logit
116,4.641530990600586,4.641530990600586
117,4.749992370605469,4.749992370605469
118,4.210736274719238,4.210736274719238
119,4.1945390701293945,4.1945390701293945
120,4.069465160369873,4.069465160369873
121,3.9288692474365234,3.867854356765747
122,5.152324199676514,5.152324199676514
123,5.389183521270752,5.389183521270752
124,3.8994839191436768,3.917914867401123
125,4.642543315887451,4.642543315887451
126,3.4515936374664307,3.1753387451171875
127,2.6252665519714355,2.6252665519714355
128,3.6740903854370117,3.6740903854370117
129,3.400930881500244,3.400930881500244
130,3.2312681674957275,3.2312681674957275
131,4.940067768096924,4.940067768096924
132,2.937528610229492,2.937528610229492
133,4.066672325134277,4.066672325134277
134,3.2141425609588623,3.2141425609588623
135,4.092215538024902,4.405568599700928
136,3.721334934234619,3.721334934234619
137,4.039123058319092,3.9017791748046875
138,3.911140203475952,3.911140203475952
139,3.278856039047241,3.410046339035034
140,5.216012954711914,5.216012954711914
141,3.617318868637085,3.617318868637085
142,3.923950672149658,3.6519854068756104
143,3.885500907897949,3.885500907897949
144,4.137186527252197,4.001318454742432
145,3.5155036449432373,3.5155036449432373
146,3.8736112117767334,3.8736112117767334
147,3.5655517578125,3.3787851333618164
148,5.0868096351623535,5.0868096351623535
149,3.080048084259033,3.297096014022827
150,4.461511135101318,4.461511135101318
151,3.117363929748535,3.060169219970703
152,4.631944179534912,4.631944179534912
153,4.73891019821167,4.73891019821167
154,3.3287160396575928,3.3287160396575928
155,4.551594257354736,4.452696800231934
156,3.4163715839385986,3.4163715839385986
157,3.1032886505126953,3.1032886505126953
158,2.963026285171509,2.5616648197174072
159,4.4570417404174805,4.4570417404174805
160,3.7298591136932373,3.613776922225952
161,3.854910373687744,3.854910373687744
162,3.389448404312134,3.4919610023498535
163,5.169465065002441,5.169465065002441
164,4.100610256195068,4.100610256195068
165,2.9706063270568848,2.9898998737335205
166,3.617047071456909,3.617047071456909
167,3.8228256702423096,3.8228256702423096
168,3.823598861694336,3.6307053565979004
169,2.8216230869293213,2.8216230869293213
170,3.7463314533233643,3.9608664512634277
171,3.349527359008789,3.349527359008789
172,4.37034797668457,4.37034797668457
173,3.573577642440796,3.307204246520996
174,3.3230342864990234,3.8098597526550293
175,4.3029632568359375,4.3029632568359375
176,4.175098896026611,4.175098896026611
177,3.0546696186065674,2.9777510166168213
178,4.350070476531982,4.350070476531982
179,4.430651664733887,4.430651664733887
180,3.4212019443511963,3.4212019443511963
181,3.981602430343628,3.981602430343628
182,3.6776022911071777,3.557548999786377
183,2.8989832401275635,2.8989832401275635
184,4.0613017082214355,4.0613017082214355
185,4.549366474151611,4.549366474151611
186,3.9699292182922363,3.9699292182922363
187,2.5161943435668945,2.9373557567596436
188,3.3340866565704346,3.3340866565704346
189,3.317955493927002,3.317955493927002
190,3.7914843559265137,3.7914843559265137
191,3.438777446746826,3.438777446746826
192,5.0534844398498535,5.0534844398498535
193,4.03141450881958,4.03141450881958
194,3.612393379211426,3.5115652084350586
195,3.200490713119507,3.200490713119507
196,4.882158279418945,4.710450649261475
197,3.967538833618164,3.967538833618164
198,3.523796796798706,3.523796796798706
199,3.8783867359161377,3.8783867359161377
200,4.291545867919922,4.291545867919922
201,2.5620815753936768,2.343132972717285
202,3.354736804962158,3.592545509338379
203,5.0855631828308105,5.0855631828308105
204,4.532808780670166,4.532808780670166
205,3.540212631225586,3.6971559524536133
206,3.7718558311462402,3.7718558311462402
207,3.105051040649414,3.105051040649414
208,5.044649600982666,5.044649600982666
209,3.3978564739227295,3.3978564739227295
210,2.795367479324341,2.755774736404419
211,3.1597578525543213,3.281590223312378
212,2.879868745803833,2.879868745803833
213,3.092644691467285,3.277249813079834
214,4.815566062927246,4.815566062927246
215,4.430678844451904,4.430678844451904
216,4.162900447845459,4.177269458770752
217,3.344468355178833,3.344468355178833
218,4.203820705413818,3.9350602626800537
219,4.019922733306885,4.019922733306885
220,4.547896862030029,4.547896862030029
221,4.8988189697265625,4.8988189697265625
222,3.205946922302246,3.011035919189453
223,4.57717752456665,4.730227470397949
224,3.2116758823394775,3.2116758823394775
225,3.895087957382202,3.895087957382202
226,3.9271163940429688,3.94171142578125
227,3.837209463119507,3.837209463119507
228,4.022665500640869,4.022665500640869
229,4.9174580574035645,4.9174580574035645
230,3.815481662750244,3.6179392337799072
231,3.885500907897949,3.695194721221924
232,3.728302240371704,3.728302240371704
233,3.473834991455078,3.716078042984009
234,2.8432576656341553,3.1941254138946533
235,3.3088884353637695,3.3088884353637695
236,4.309591770172119,4.309591770172119
237,3.3987863063812256,3.3987863063812256
238,2.954767942428589,2.954767942428589
239,3.3616113662719727,3.4106903076171875
240,2.8189690113067627,3.014737367630005
241,4.972787380218506,4.8923211097717285
242,3.846072196960449,3.846072196960449
243,3.77262020111084,3.77262020111084
244,3.3314433097839355,3.3314433097839355
245,3.8615450859069824,3.8615450859069824
246,3.40242075920105,3.3143298625946045
247,3.0322611331939697,3.0322611331939697
248,3.819495439529419,3.819495439529419
249,3.1793670654296875,3.1793670654296875
250,3.7890982627868652,3.7890982627868652
251,3.916585922241211,3.916585922241211
252,3.4384653568267822,3.4384653568267822
253,4.0036773681640625,4.301363468170166
254,4.028380870819092,4.028380870819092
255,4.147098064422607,4.147098064422607
256,5.389183521270752,5.389183521270752
257,3.2119154930114746,3.1995863914489746
258,3.3817200660705566,3.4484903812408447
259,3.4823951721191406,3.4823951721191406
260,5.435079097747803,5.435079097747803
261,3.2564470767974854,3.2564470767974854
262,4.1585164070129395,4.1585164070129395
263,3.1220080852508545,3.1220080852508545
264,3.0904061794281006,2.9767751693725586
265,3.178048849105835,3.178048849105835
266,4.441647052764893,4.441647052764893
267,3.7618048191070557,3.7618048191070557
268,3.859196901321411,3.859196901321411
269,3.942878484725952,3.942878484725952
270,3.501420021057129,3.501420021057129
271,3.177273750305176,3.177273750305176
272,3.251915216445923,3.3813297748565674
273,2.890080690383911,2.789154291152954
274,3.156494617462158,3.034888982772827
275,5.046093463897705,5.046093463897705
276,4.328813076019287,4.328813076019287
277,5.241252899169922,5.241252899169922
278,3.5902576446533203,3.5902576446533203
279,3.0245466232299805,3.0245466232299805
280,3.5814342498779297,3.5814342498779297
281,4.472708702087402,4.472708702087402
282,3.010518789291382,3.010518789291382
283,3.763035297393799,3.763035297393799
284,3.686915874481201,3.8882336616516113
285,2.7178266048431396,2.798457145690918
286,3.016277313232422,3.016277313232422
287,2.6035001277923584,2.84881329536438
288,3.492933511734009,3.3605992794036865
289,4.832818031311035,4.832818031311035
290,3.896157741546631,3.882939577102661
291,4.030624866485596,4.015887260437012
292,3.262259006500244,3.1430697441101074
293,3.220355987548828,3.060014009475708
294,3.9803314208984375,3.9803314208984375
295,2.906010389328003,2.548217535018921
296,4.185624599456787,4.185624599456787
297,2.5185728073120117,2.5185728073120117
298,4.289162635803223,4.289162635803223
299,3.4118881225585938,3.733398675918579
300,4.339492321014404,4.339492321014404
301,4.205775737762451,4.205775737762451
302,2.967099905014038,2.967099905014038
303,3.5378024578094482,3.5378024578094482
304,4.36543083190918,4.36543083190918
305,3.308619499206543,3.7788898944854736
306,3.7056939601898193,3.7056939601898193
307,2.7459876537323,2.6201331615448
308,3.210045337677002,3.202951431274414
309,3.909480333328247,3.909480333328247
310,2.654585838317871,2.654585838317871
311,2.783400535583496,3.1389694213867188
312,4.023720741271973,4.023720741271973
313,5.018743991851807,5.018743991851807
314,2.937528610229492,2.822134494781494
315,3.2952075004577637,3.2952075004577637
316,3.5587446689605713,3.8611831665039062
317,3.8489251136779785,3.8489251136779785
318,3.7041759490966797,3.7041759490966797
319,4.524328708648682,4.524328708648682
320,3.9481425285339355,3.9481425285339355
321,3.7712056636810303,3.7712056636810303
322,4.057265758514404,4.057265758514404
323,5.103867530822754,5.103867530822754
324,3.336024284362793,3.336024284362793
325,2.8133599758148193,3.1003286838531494
326,4.72076416015625,4.72076416015625
327,4.414734363555908,4.580504894256592
328,4.376572132110596,4.376572132110596
329,3.148430824279785,3.148430824279785
330,3.847609043121338,3.847609043121338
331,3.398895740509033,3.398895740509033
332,4.268096446990967,4.268096446990967
333,2.9463112354278564,2.9463112354278564
334,4.120116233825684,4.120116233825684
335,4.575623989105225,4.575623989105225
336,5.126345157623291,5.126345157623291
337,4.315974235534668,3.8357596397399902
338,2.58512020111084,2.58512020111084
339,3.469651699066162,3.5726988315582275
340,2.9601662158966064,2.9376814365386963
341,2.975999593734741,2.975999593734741
342,4.922386646270752,4.922386646270752
343,3.783958673477173,3.9851624965667725
344,3.2361562252044678,3.2361562252044678
345,5.325833797454834,5.325833797454834
346,2.9334499835968018,2.839102268218994
347,3.009671926498413,3.009671926498413
348,4.244141578674316,4.244141578674316
349,3.9872608184814453,3.9872608184814453
350,3.10475754737854,4.0000081062316895
351,4.448335647583008,4.448335647583008
352,3.9419496059417725,3.9419496059417725
353,3.0649077892303467,2.6668527126312256
354,3.9866697788238525,3.9866697788238525
355,3.8414905071258545,3.8414905071258545
356,2.8060293197631836,3.515674114227295
357,4.702462673187256,4.702462673187256
358,3.8765790462493896,3.8765790462493896
359,3.8395395278930664,3.6665687561035156
360,3.2361528873443604,3.2361528873443604
361,3.604217290878296,3.604217290878296
362,3.295717716217041,3.182162046432495
363,3.7978978157043457,3.658919334411621
364,4.877645969390869,4.877645969390869
365,3.538961410522461,3.538961410522461
366,4.120168209075928,4.120168209075928
367,2.5342674255371094,2.5342674255371094
368,3.2579870223999023,3.2579870223999023
369,4.014834403991699,4.1136088371276855
370,3.8014886379241943,4.084991455078125
371,4.319630146026611,3.464282512664795
372,3.9698052406311035,3.9698052406311035
373,4.102406978607178,4.102406978607178
374,3.633025884628296,3.633025884628296
375,3.6622731685638428,3.6622731685638428
376,4.388035297393799,4.388035297393799
377,3.32000994682312,3.6382319927215576
378,4.118802547454834,4.0691142082214355
379,3.203557252883911,3.203557252883911
380,3.4695091247558594,3.4695091247558594
381,4.169107437133789,3.853990316390991
382,4.120884418487549,3.8455939292907715
383,4.702119827270508,4.702119827270508
384,2.9675636291503906,2.778012990951538
385,4.034809112548828,4.034809112548828
386,3.3399198055267334,3.3399198055267334
387,4.413957595825195,4.413957595825195
388,4.3174238204956055,4.3174238204956055
389,4.071460247039795,4.071460247039795
390,3.836228609085083,3.759755849838257
391,4.8580851554870605,4.8580851554870605
392,3.704930305480957,3.704930305480957
393,3.1745781898498535,3.3558156490325928
394,2.948429584503174,3.0236639976501465
395,4.839794158935547,4.766140460968018
396,3.8987207412719727,3.8987207412719727
397,4.64198112487793,4.64198112487793
398,3.6533641815185547,3.6533641815185547
399,5.6234917640686035,5.6234917640686035
400,3.030625104904175,3.030625104904175
401,3.2862823009490967,3.2862823009490967
402,4.812356472015381,4.812356472015381
403,3.5479836463928223,3.5479836463928223
404,4.846198558807373,4.846198558807373
405,4.820296764373779,4.820296764373779
406,4.928022384643555,4.723628520965576
407,4.242022514343262,4.242022514343262
408,4.375729560852051,4.375729560852051
409,5.0707902908325195,4.8566765785217285
410,3.139619827270508,3.2808377742767334
411,3.991678476333618,3.991678476333618
412,3.5191400051116943,3.5191400051116943
413,3.5421500205993652,3.194843053817749
414,3.171180248260498,3.3007490634918213
415,3.8966009616851807,3.8966009616851807
416,3.4921813011169434,3.4921813011169434
417,3.0784268379211426,3.2054977416992188
418,3.11842679977417,3.11842679977417
419,3.062324047088623,2.9597766399383545
420,3.7216546535491943,3.6631782054901123
421,3.5733277797698975,3.5733277797698975
422,4.2810564041137695,4.2810564041137695
423,5.017976760864258,5.017976760864258
424,3.3030548095703125,3.3030548095703125
425,3.922518014907837,4.018168926239014
426,2.833188056945801,2.7721385955810547
427,3.3790318965911865,3.3790318965911865
428,3.814288854598999,3.814288854598999
429,4.293471813201904,4.309591770172119
430,3.7842001914978027,3.7842001914978027
431,3.8486316204071045,3.8486316204071045
432,3.949475049972534,3.949475049972534
433,3.6723861694335938,3.6723861694335938
434,2.761535882949829,2.8668408393859863
435,3.9385826587677,3.9385826587677
436,5.390312194824219,5.390312194824219
437,3.2995688915252686,3.412599563598633
438,4.155862331390381,4.009541034698486
439,3.6894257068634033,3.6894257068634033
440,3.2993812561035156,3.3657729625701904
441,3.7707033157348633,3.8923754692077637
442,3.837904453277588,3.837904453277588
443,3.159818410873413,3.159818410873413
444,4.977762222290039,4.977762222290039
445,3.26067852973938,3.26067852973938
446,3.567701816558838,3.567701816558838
447,4.042672157287598,4.042672157287598
448,2.4860708713531494,3.2979984283447266
449,2.524866819381714,2.524866819381714
450,4.16057014465332,4.16057014465332
451,4.103626728057861,4.103626728057861
452,3.4360761642456055,3.184467315673828
453,4.501773357391357,4.501773357391357
454,3.423933267593384,3.423933267593384
455,4.009741306304932,4.009741306304932
456,4.356781959533691,4.356781959533691
457,4.547298431396484,4.547298431396484
458,4.463600158691406,4.463600158691406
459,3.863226890563965,3.863226890563965
460,2.9113523960113525,2.812833786010742
461,4.55994176864624,4.55994176864624
462,3.3493614196777344,3.3493614196777344
463,3.7642147541046143,3.7642147541046143
464,4.0892720222473145,3.987842559814453
465,3.0000243186950684,3.0000243186950684
466,4.501500129699707,4.685396194458008
467,3.797353982925415,3.797353982925415
468,5.138000965118408,5.108360290527344
469,4.100610256195068,4.100610256195068
470,3.3147525787353516,3.3147525787353516
471,3.33099102973938,3.33099102973938
472,4.589177131652832,4.468644142150879
473,3.1460623741149902,3.1089348793029785
474,3.2914392948150635,3.2914392948150635
475,3.2405714988708496,3.2405714988708496
476,4.230413436889648,4.230413436889648
477,3.4162299633026123,3.144897222518921
478,4.973851680755615,4.973851680755615
479,4.684232234954834,4.858339786529541
480,3.2813754081726074,3.1474716663360596
481,3.771054983139038,3.771054983139038
482,3.564035177230835,3.564035177230835
483,3.2913315296173096,3.2913315296173096
484,3.0142149925231934,3.0142149925231934
485,4.7190046310424805,4.7190046310424805
486,4.724832534790039,4.944121360778809
487,4.0989990234375,4.0989990234375
488,3.312734842300415,3.16182541847229
489,3.9350171089172363,3.7040960788726807
490,3.3965516090393066,3.3965516090393066
491,3.182400941848755,3.221346378326416
492,3.4023258686065674,3.576246738433838
493,4.194843292236328,3.9637558460235596
494,3.6710550785064697,3.6710550785064697
495,3.8024816513061523,3.726226329803467
496,4.5542755126953125,4.5542755126953125
497,3.166757583618164,3.258056640625
498,2.8615849018096924,3.0319900512695312
499,4.401882171630859,4.141607284545898
500,4.319366931915283,3.3469367027282715
501,4.030431747436523,4.030431747436523
502,3.671126127243042,3.671126127243042
503,3.1006240844726562,3.129361629486084
504,3.2769086360931396,3.2769086360931396
505,2.913134813308716,2.5927224159240723
506,4.137959957122803,4.137959957122803
507,3.135467290878296,3.237851858139038
508,2.755463123321533,2.4435853958129883
509,3.930323362350464,3.930323362350464
510,4.358283996582031,4.651381492614746
511,2.8663806915283203,2.8663806915283203
512,3.735764741897583,4.0717949867248535
513,3.677794933319092,3.677794933319092
514,4.517792224884033,4.517792224884033
515,3.3390042781829834,3.3390042781829834
516,4.83415412902832,4.83415412902832
517,4.137063503265381,4.479870796203613
518,3.3308112621307373,3.3308112621307373
519,2.612701177597046,2.6372604370117188
520,2.968384027481079,2.968384027481079
521,3.467351198196411,3.467351198196411
522,4.133632183074951,4.133632183074951
523,4.507940292358398,4.507940292358398
524,3.0801663398742676,3.0801663398742676
525,4.088170051574707,4.088170051574707
526,3.2985317707061768,3.2985317707061768
527,3.1089348793029785,3.1460623741149902
528,5.290632247924805,5.290632247924805
529,4.024378776550293,4.024378776550293
530,3.728302240371704,3.728302240371704
531,3.9923808574676514,3.9923808574676514
532,3.3646440505981445,3.7484803199768066
533,4.313679218292236,4.235515594482422
534,4.635224342346191,4.635224342346191
535,2.9467861652374268,2.7543718814849854
536,5.001822471618652,5.001822471618652
537,3.6964335441589355,3.6964335441589355
538,3.0396292209625244,3.361323595046997
539,3.689765691757202,3.689765691757202
540,2.9342517852783203,2.9951376914978027
541,2.5485472679138184,2.7726693153381348
542,2.819251537322998,2.819251537322998
543,3.8879635334014893,4.122043132781982
544,4.3523149490356445,4.3523149490356445
545,3.677794933319092,3.677794933319092
546,3.497932195663452,3.497932195663452
547,4.233281135559082,4.233281135559082
548,3.534634590148926,3.534634590148926
549,2.9208884239196777,3.148430585861206
550,3.9818243980407715,3.9818243980407715
551,4.36513090133667,4.36513090133667
552,4.124216079711914,4.93007755279541
553,4.838798999786377,4.838798999786377
554,3.278856039047241,3.278856039047241
555,4.871379375457764,4.871379375457764
556,4.417577743530273,4.417577743530273
557,3.173825979232788,3.148098945617676
558,3.952880382537842,3.952880382537842
559,4.267702579498291,4.267702579498291
560,3.99670672416687,3.99670672416687
561,4.702913284301758,4.702913284301758
562,4.0503058433532715,3.8825738430023193
563,3.7683682441711426,3.7683682441711426
564,4.589259147644043,4.589259147644043
565,4.845568656921387,4.845568656921387
566,2.6269423961639404,3.182400941848755
567,3.9807634353637695,3.9807634353637695
568,3.362264633178711,3.362264633178711
569,2.969747304916382,3.8631019592285156
570,3.5155036449432373,3.5155036449432373
571,4.375729560852051,4.375729560852051
572,3.647490978240967,3.647490978240967
573,3.933054208755493,3.933054208755493
574,4.313679218292236,4.235515594482422
575,3.306881904602051,3.5436975955963135
576,4.8066534996032715,4.8066534996032715
577,4.546374320983887,4.5315961837768555
578,5.008992671966553,5.008992671966553
579,4.259472846984863,4.259472846984863
580,3.9467124938964844,3.9467124938964844
581,3.77091121673584,3.77091121673584
582,3.0532093048095703,2.941664457321167
583,3.7191028594970703,3.7191028594970703
584,3.6623129844665527,3.6623129844665527
585,3.4936177730560303,3.4936177730560303
586,2.698948621749878,2.698948621749878
587,3.641812324523926,3.641812324523926
588,2.8270483016967773,2.9041285514831543
589,5.619923114776611,5.619923114776611
590,3.0200955867767334,3.0200955867767334
591,3.942706346511841,3.942706346511841
592,3.912213087081909,3.912213087081909
593,3.7017693519592285,3.7017693519592285
594,3.1145577430725098,3.163729429244995
595,3.1079049110412598,3.1079049110412598
596,3.633746862411499,3.633746862411499
597,3.213123083114624,3.213123083114624
598,5.010413646697998,5.010413646697998
599,5.07883882522583,5.07883882522583
600,3.837209463119507,4.029908180236816
601,3.905402421951294,3.905402421951294
602,3.418389081954956,3.418389081954956
603,3.809800863265991,3.809800863265991
604,3.4967541694641113,3.4967541694641113
605,4.686751842498779,4.686751842498779
606,3.024296283721924,3.024296283721924
607,3.5316004753112793,3.5316004753112793
608,4.207233905792236,3.551851511001587
609,3.014784812927246,3.014784812927246
610,3.446739912033081,3.670423746109009
611,3.957066059112549,3.957066059112549
612,3.9531044960021973,3.8922152519226074
613,3.2259631156921387,3.2259631156921387
614,3.635521173477173,3.635521173477173
615,2.5893805027008057,2.5893805027008057
616,4.560102939605713,4.560102939605713
617,4.488207817077637,4.564387321472168
618,2.8322482109069824,2.8322482109069824
619,4.515874862670898,4.515874862670898
620,3.4680228233337402,3.4680228233337402
621,4.294797420501709,4.074946880340576
622,3.1806750297546387,3.3722665309906006
623,3.2928459644317627,3.149614095687866
624,4.0698113441467285,4.0698113441467285
625,4.383179664611816,4.383179664611816
626,3.5038983821868896,3.3247339725494385
627,3.9459526538848877,3.9459526538848877
628,4.579679012298584,4.579679012298584
629,5.54275369644165,5.665042877197266
630,4.02730655670166,4.02730655670166
631,3.1919784545898438,3.08862042427063
632,3.726142168045044,3.5117149353027344
633,3.1275405883789062,2.9852917194366455
634,3.4571404457092285,3.4571404457092285
635,4.501981258392334,4.501981258392334
636,3.362358331680298,3.362358331680298
637,4.0709381103515625,4.0709381103515625
638,3.1085712909698486,3.1085712909698486
639,3.719632625579834,3.719632625579834
640,3.2396345138549805,3.2396345138549805
641,4.454438209533691,4.454438209533691
642,4.1214704513549805,4.1214704513549805
643,3.8480069637298584,3.8480069637298584
644,4.338274955749512,4.338274955749512
645,3.3507914543151855,3.1055634021759033
646,4.654937744140625,4.654937744140625
647,3.8742165565490723,3.8742165565490723
648,3.599289894104004,3.4631187915802
649,5.018626689910889,5.018626689910889
650,4.046041965484619,4.046041965484619
651,3.1624715328216553,3.298642635345459
652,4.501786708831787,4.281323432922363
653,3.3796534538269043,3.3796534538269043
654,3.994532823562622,3.994532823562622
655,4.3533854484558105,4.3533854484558105
656,4.855416774749756,4.855416774749756
657,3.8924407958984375,3.8924407958984375
658,3.9481425285339355,3.9481425285339355
659,3.7333621978759766,3.77262020111084
660,3.042022705078125,3.042022705078125
661,3.9957380294799805,3.9957380294799805
662,2.6564321517944336,2.7308287620544434
663,3.174133777618408,2.898966073989868
664,2.631491184234619,2.631491184234619
665,3.269739866256714,3.269739866256714
666,2.555781126022339,2.9061973094940186
667,3.9772040843963623,3.9772040843963623
668,3.174558639526367,3.174558639526367
669,3.4851741790771484,3.389608144760132
670,2.75551176071167,2.75551176071167
671,3.843398094177246,3.843398094177246
672,2.918048143386841,2.918048143386841
673,4.562955856323242,4.562955856323242
674,4.455434799194336,4.455434799194336
675,4.474447727203369,4.474447727203369
676,5.413814544677734,5.413814544677734
677,2.56109881401062,2.1634626388549805
678,2.555781126022339,2.9061973094940186
679,4.599262237548828,4.599262237548828
680,4.281899929046631,4.281899929046631
681,2.5616648197174072,2.5616648197174072
682,2.8371694087982178,3.0379109382629395
683,3.321608781814575,3.321608781814575
684,3.2112789154052734,3.2112789154052734
685,5.218099594116211,5.218099594116211
686,5.083130359649658,5.083130359649658
687,3.6265671253204346,3.6265671253204346
688,4.566844940185547,4.498687744140625
689,3.1290197372436523,2.9770593643188477
690,3.021589756011963,3.1089348793029785
691,3.0536539554595947,3.1798715591430664
692,3.203822374343872,3.203822374343872
693,4.977867126464844,4.696750640869141
694,4.022124290466309,4.022124290466309
695,3.971465587615967,3.971465587615967
696,2.793739080429077,2.813661575317383
697,4.042593002319336,4.042593002319336
698,3.6485962867736816,3.6485962867736816
699,5.300214767456055,5.300214767456055
700,3.7089169025421143,3.7089169025421143
701,3.0099565982818604,3.0013599395751953
702,4.609366416931152,4.609366416931152
703,4.111645221710205,3.9901559352874756
704,3.578341484069824,3.578341484069824
705,4.749972820281982,4.749972820281982
706,3.096730947494507,3.26615309715271
707,4.548238754272461,4.531048774719238
708,3.388237953186035,3.388237953186035
709,4.735134124755859,4.735134124755859
710,3.930920362472534,3.7033965587615967
711,3.549276351928711,3.549276351928711
712,3.815481662750244,3.815481662750244
713,4.044483661651611,4.044483661651611
714,2.8192038536071777,2.684976816177368
715,3.2811553478240967,3.2811553478240967
716,4.264596462249756,4.264596462249756
717,4.579888820648193,4.629141807556152
718,3.9010772705078125,3.9010772705078125
719,3.39819073677063,3.2526028156280518
720,3.475442886352539,3.475442886352539
721,3.6539032459259033,3.6539032459259033
722,4.1157941818237305,4.1157941818237305
723,4.492927074432373,4.492927074432373
724,4.6534624099731445,4.6534624099731445
725,2.744144916534424,3.36045503616333
726,3.973484516143799,3.7062454223632812
727,3.454831600189209,3.454831600189209
728,2.9128520488739014,2.9128520488739014
729,3.0746538639068604,3.0746538639068604
730,4.265008926391602,4.265008926391602
731,2.9689419269561768,3.273512125015259
732,3.4416427612304688,3.51287841796875
733,3.5633277893066406,3.605076313018799
734,4.029200553894043,4.029200553894043
735,3.6791021823883057,3.6791021823883057
736,3.930495262145996,3.930495262145996
737,2.772045135498047,2.8760716915130615
738,4.229067802429199,4.229067802429199
739,3.3036811351776123,3.3036811351776123
740,3.6631994247436523,3.6631994247436523
741,4.414944171905518,4.414944171905518
742,3.2344424724578857,3.8079800605773926
743,3.3821091651916504,3.426058053970337
