episode,reward,episode_length,success,started_task,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate
90,22.745,27,1,1,0.8444444444444444,0.8444444444444444,1.0,1.0
91,21.49000000000001,160,1,1,0.8461538461538461,0.8461538461538461,1.0,1.0
92,20.599999999999998,179,1,1,0.8478260869565217,0.8478260869565217,1.0,1.0
93,22.340000000000003,71,1,1,0.8494623655913979,0.8494623655913979,1.0,1.0
94,21.28000000000001,123,1,1,0.851063829787234,0.851063829787234,1.0,1.0
95,23.055000000000003,23,1,1,0.8526315789473684,0.8526315789473684,1.0,1.0
96,21.895000000000007,80,1,1,0.8541666666666666,0.8541666666666666,1.0,1.0
97,22.345000000000006,57,1,1,0.8556701030927835,0.8556701030927835,1.0,1.0
98,20.915000000000003,155,1,1,0.8571428571428571,0.8571428571428571,1.0,1.0
99,20.845000000000006,177,1,1,0.8585858585858586,0.8585858585858586,1.0,1.0
100,21.980000000000004,62,1,1,0.86,0.86,1.0,1.0
101,22.765,27,1,1,0.8613861386138614,0.8613861386138614,1.0,1.0
102,21.615000000000002,97,1,1,0.8627450980392157,0.8627450980392157,1.0,1.0
103,21.94000000000001,104,1,1,0.8640776699029126,0.8640776699029126,1.0,1.0
104,22.325000000000003,23,1,1,0.8653846153846154,0.8653846153846154,1.0,1.0
105,21.62,108,1,1,0.8666666666666667,0.8666666666666667,1.0,1.0
106,22.410000000000007,68,1,1,0.8679245283018868,0.8679245283018868,1.0,1.0
107,22.555000000000003,43,1,1,0.8691588785046729,0.8691588785046729,1.0,1.0
108,22.785,27,1,1,0.8703703703703703,0.8703703703703703,1.0,1.0
109,22.515,83,1,1,0.8715596330275229,0.8715596330275229,1.0,1.0
110,21.235,109,1,1,0.8727272727272727,0.8727272727272727,1.0,1.0
111,20.92500000000001,184,1,1,0.8738738738738738,0.8738738738738738,1.0,1.0
112,22.46,58,1,1,0.875,0.875,1.0,1.0
113,22.355000000000008,58,1,1,0.8761061946902655,0.8761061946902655,1.0,1.0
114,22.270000000000003,54,1,1,0.8771929824561403,0.8771929824561403,1.0,1.0
115,22.720000000000002,21,1,1,0.8782608695652174,0.8782608695652174,1.0,1.0
116,22.17000000000001,87,1,1,0.8793103448275862,0.8793103448275862,1.0,1.0
117,22.580000000000002,47,1,1,0.8803418803418803,0.8803418803418803,1.0,1.0
118,21.520000000000003,111,1,1,0.8813559322033898,0.8813559322033898,1.0,1.0
119,21.605,134,1,1,0.8823529411764706,0.8823529411764706,1.0,1.0
120,22.485000000000007,70,1,1,0.8833333333333333,0.8833333333333333,1.0,1.0
121,22.985000000000003,31,1,1,0.8842975206611571,0.8842975206611571,1.0,1.0
122,0.8000000000000089,200,0,1,0.8770491803278688,0.8770491803278688,1.0,1.0
123,22.735000000000003,32,1,1,0.8780487804878049,0.8780487804878049,1.0,1.0
124,21.87,97,1,1,0.8790322580645161,0.8790322580645161,1.0,1.0
125,22.380000000000003,48,1,1,0.88,0.88,1.0,1.0
126,22.240000000000002,54,1,1,0.8809523809523809,0.8809523809523809,1.0,1.0
127,22.050000000000004,57,1,1,0.8818897637795275,0.8818897637795275,1.0,1.0
128,21.210000000000004,142,1,1,0.8828125,0.8828125,1.0,1.0
129,22.115000000000006,58,1,1,0.8837209302325582,0.8837209302325582,1.0,1.0
130,0.13500000000000237,200,0,1,0.8769230769230769,0.8769230769230769,1.0,1.0
131,0.4050000000000067,200,0,1,0.8702290076335878,0.8702290076335878,1.0,1.0
132,20.724999999999998,169,1,1,0.8712121212121212,0.8712121212121212,1.0,1.0
133,22.03500000000001,90,1,1,0.8721804511278195,0.8721804511278195,1.0,1.0
134,21.480000000000008,126,1,1,0.8731343283582089,0.8731343283582089,1.0,1.0
135,21.255,105,1,1,0.8740740740740741,0.8740740740740741,1.0,1.0
136,22.775000000000002,25,1,1,0.875,0.875,1.0,1.0
137,1.015000000000012,200,0,1,0.8686131386861314,0.8686131386861314,1.0,1.0
138,22.270000000000007,62,1,1,0.8695652173913043,0.8695652173913043,1.0,1.0
139,-0.09000000000000177,200,0,1,0.8633093525179856,0.8633093525179856,1.0,1.0
140,21.455000000000005,146,1,1,0.8642857142857143,0.8642857142857143,1.0,1.0
141,20.5,178,1,1,0.8652482269503546,0.8652482269503546,1.0,1.0
142,1.6826817716975029e-15,200,0,1,0.8591549295774648,0.8591549295774648,1.0,1.0
143,22.705000000000002,29,1,1,0.8601398601398601,0.8601398601398601,1.0,1.0
144,22.565,40,1,1,0.8611111111111112,0.8611111111111112,1.0,1.0
145,22.695,12,1,1,0.8620689655172413,0.8620689655172413,1.0,1.0
146,22.020000000000007,100,1,1,0.863013698630137,0.863013698630137,1.0,1.0
147,20.825000000000003,183,1,1,0.8639455782312925,0.8639455782312925,1.0,1.0
148,22.210000000000008,104,1,1,0.8648648648648649,0.8648648648648649,1.0,1.0
149,21.735000000000007,92,1,1,0.8657718120805369,0.8657718120805369,1.0,1.0
150,21.045000000000005,170,1,1,0.8666666666666667,0.8666666666666667,1.0,1.0
151,22.230000000000004,59,1,1,0.8675496688741722,0.8675496688741722,1.0,1.0
152,0.67500000000001,200,0,1,0.8618421052631579,0.8618421052631579,1.0,1.0
153,21.57000000000001,125,1,1,0.8627450980392157,0.8627450980392157,1.0,1.0
154,0.3150000000000044,200,0,1,0.8571428571428571,0.8571428571428571,1.0,1.0
155,22.82,30,1,1,0.8580645161290322,0.8580645161290322,1.0,1.0
156,22.450000000000006,46,1,1,0.8589743589743589,0.8589743589743589,1.0,1.0
157,22.065000000000012,91,1,1,0.8598726114649682,0.8598726114649682,1.0,1.0
158,22.515000000000004,46,1,1,0.8607594936708861,0.8607594936708861,1.0,1.0
159,22.390000000000004,64,1,1,0.8616352201257862,0.8616352201257862,1.0,1.0
160,22.355000000000008,64,1,1,0.8625,0.8625,1.0,1.0
161,0.399999999999999,200,0,1,0.8571428571428571,0.8571428571428571,1.0,1.0
162,21.870000000000008,91,1,1,0.8580246913580247,0.8580246913580247,1.0,1.0
163,21.915000000000006,95,1,1,0.8588957055214724,0.8588957055214724,1.0,1.0
164,23.145,17,1,1,0.8597560975609756,0.8597560975609756,1.0,1.0
165,22.565,24,1,1,0.8606060606060606,0.8606060606060606,1.0,1.0
166,0.3750000000000049,200,0,1,0.8554216867469879,0.8554216867469879,1.0,1.0
167,0.6150000000000024,200,0,1,0.8502994011976048,0.8502994011976048,1.0,1.0
168,21.93500000000001,114,1,1,0.8511904761904762,0.8511904761904762,1.0,1.0
169,0.0849999999999993,200,0,1,0.8461538461538461,0.8461538461538461,1.0,1.0
170,22.320000000000007,74,1,1,0.8470588235294118,0.8470588235294118,1.0,1.0
171,20.689999999999998,158,1,1,0.847953216374269,0.847953216374269,1.0,1.0
172,21.125,125,1,1,0.8488372093023255,0.8488372093023255,1.0,1.0
173,21.610000000000003,113,1,1,0.8497109826589595,0.8497109826589595,1.0,1.0
174,22.14500000000001,78,1,1,0.8505747126436781,0.8505747126436781,1.0,1.0
175,20.735000000000007,196,1,1,0.8514285714285714,0.8514285714285714,1.0,1.0
176,22.44000000000001,68,1,1,0.8522727272727273,0.8522727272727273,1.0,1.0
177,22.67,21,1,1,0.8531073446327684,0.8531073446327684,1.0,1.0
178,22.790000000000003,48,1,1,0.8539325842696629,0.8539325842696629,1.0,1.0
179,0.34000000000000524,200,0,1,0.8491620111731844,0.8491620111731844,1.0,1.0
180,21.305000000000003,122,1,1,0.85,0.85,1.0,1.0
181,22.685000000000006,58,1,1,0.850828729281768,0.850828729281768,1.0,1.0
182,0.1250000000000001,200,0,1,0.8461538461538461,0.8461538461538461,1.0,1.0
183,22.885,18,1,1,0.8469945355191257,0.8469945355191257,1.0,1.0
184,22.225000000000005,32,1,1,0.8478260869565217,0.8478260869565217,1.0,1.0
185,22.42,59,1,1,0.8486486486486486,0.8486486486486486,1.0,1.0
186,22.275000000000006,83,1,1,0.8494623655913979,0.8494623655913979,1.0,1.0
187,22.09,60,1,1,0.8502673796791443,0.8502673796791443,1.0,1.0
188,21.11,130,1,1,0.851063829787234,0.851063829787234,1.0,1.0
189,21.97500000000001,92,1,1,0.8518518518518519,0.8518518518518519,1.0,1.0
190,22.695,32,1,1,0.8526315789473684,0.8526315789473684,1.0,1.0
191,21.200000000000003,130,1,1,0.8534031413612565,0.8534031413612565,1.0,1.0
192,22.76,18,1,1,0.8541666666666666,0.8541666666666666,1.0,1.0
193,22.240000000000013,85,1,1,0.8549222797927462,0.8549222797927462,1.0,1.0
194,22.15,59,1,1,0.8556701030927835,0.8556701030927835,1.0,1.0
195,22.42,25,1,1,0.8564102564102564,0.8564102564102564,1.0,1.0
196,21.230000000000004,159,1,1,0.8571428571428571,0.8571428571428571,1.0,1.0
197,22.355000000000004,57,1,1,0.8578680203045685,0.8578680203045685,1.0,1.0
198,22.265000000000004,28,1,1,0.8585858585858586,0.8585858585858586,1.0,1.0
199,21.425,108,1,1,0.8592964824120602,0.8592964824120602,1.0,1.0
200,22.36000000000001,93,1,1,0.86,0.86,1.0,1.0
201,21.69000000000001,89,1,1,0.8606965174129353,0.8606965174129353,1.0,1.0
202,21.84500000000001,110,1,1,0.8613861386138614,0.8613861386138614,1.0,1.0
203,22.630000000000003,46,1,1,0.8620689655172413,0.8620689655172413,1.0,1.0
204,0.26500000000000457,200,0,1,0.8578431372549019,0.8578431372549019,1.0,1.0
205,-0.06499999999999859,200,0,1,0.8536585365853658,0.8536585365853658,1.0,1.0
206,0.23499999999999852,200,0,1,0.8495145631067961,0.8495145631067961,1.0,1.0
207,21.185,123,1,1,0.8502415458937198,0.8502415458937198,1.0,1.0
208,1.0400000000000131,200,0,1,0.8461538461538461,0.8461538461538461,1.0,1.0
209,21.735,67,1,1,0.84688995215311,0.84688995215311,1.0,1.0
210,-0.31500000000000156,200,0,1,0.8428571428571429,0.8428571428571429,1.0,1.0
211,22.455000000000002,28,1,1,0.8436018957345972,0.8436018957345972,1.0,1.0
212,21.815,82,1,1,0.8443396226415094,0.8443396226415094,1.0,1.0
213,21.625,116,1,1,0.8450704225352113,0.8450704225352113,1.0,1.0
214,23.005000000000003,59,1,1,0.8457943925233645,0.8457943925233645,1.0,1.0
215,22.685000000000002,33,1,1,0.8465116279069768,0.8465116279069768,1.0,1.0
216,22.510000000000005,59,1,1,0.8472222222222222,0.8472222222222222,1.0,1.0
217,22.34,46,1,1,0.847926267281106,0.847926267281106,1.0,1.0
218,22.325000000000003,54,1,1,0.8486238532110092,0.8486238532110092,1.0,1.0
219,22.330000000000002,30,1,1,0.8493150684931506,0.8493150684931506,1.0,1.0
220,22.735000000000007,51,1,1,0.85,0.85,1.0,1.0
221,22.315,56,1,1,0.8506787330316742,0.8506787330316742,1.0,1.0
222,21.980000000000004,57,1,1,0.8513513513513513,0.8513513513513513,1.0,1.0
223,21.975,65,1,1,0.852017937219731,0.852017937219731,1.0,1.0
224,21.14,141,1,1,0.8526785714285714,0.8526785714285714,1.0,1.0
225,21.365000000000006,123,1,1,0.8533333333333334,0.8533333333333334,1.0,1.0
226,20.959999999999997,126,1,1,0.8539823008849557,0.8539823008849557,1.0,1.0
227,22.400000000000006,49,1,1,0.8546255506607929,0.8546255506607929,1.0,1.0
228,4.614364446098307e-16,200,0,1,0.8508771929824561,0.8508771929824561,1.0,1.0
229,22.485000000000007,72,1,1,0.851528384279476,0.851528384279476,1.0,1.0
230,20.865000000000002,167,1,1,0.8521739130434782,0.8521739130434782,1.0,1.0
231,22.550000000000004,50,1,1,0.8528138528138528,0.8528138528138528,1.0,1.0
232,22.725,12,1,1,0.853448275862069,0.853448275862069,1.0,1.0
233,21.645,80,1,1,0.8540772532188842,0.8540772532188842,1.0,1.0
234,22.03500000000001,94,1,1,0.8547008547008547,0.8547008547008547,1.0,1.0
235,22.540000000000006,57,1,1,0.8553191489361702,0.8553191489361702,1.0,1.0
236,22.140000000000015,112,1,1,0.8559322033898306,0.8559322033898306,1.0,1.0
237,22.215000000000007,53,1,1,0.8565400843881856,0.8565400843881856,1.0,1.0
238,20.275,193,1,1,0.8571428571428571,0.8571428571428571,1.0,1.0
239,0.08500000000000171,200,0,1,0.8535564853556485,0.8535564853556485,1.0,1.0
240,0.6400000000000095,200,0,1,0.85,0.85,1.0,1.0
241,22.515000000000004,49,1,1,0.8506224066390041,0.8506224066390041,1.0,1.0
242,0.5200000000000062,200,0,1,0.8471074380165289,0.8471074380165289,1.0,1.0
243,21.66,93,1,1,0.8477366255144033,0.8477366255144033,1.0,1.0
244,20.74,142,1,1,0.8483606557377049,0.8483606557377049,1.0,1.0
245,22.450000000000003,61,1,1,0.8489795918367347,0.8489795918367347,1.0,1.0
246,22.13500000000001,99,1,1,0.8495934959349594,0.8495934959349594,1.0,1.0
247,22.075000000000003,61,1,1,0.8502024291497976,0.8502024291497976,1.0,1.0
248,0.16499999999999856,200,0,1,0.8467741935483871,0.8467741935483871,1.0,1.0
249,20.825000000000003,169,1,1,0.8473895582329317,0.8473895582329317,1.0,1.0
250,22.010000000000005,58,1,1,0.848,0.848,1.0,1.0
251,22.3,31,1,1,0.848605577689243,0.848605577689243,1.0,1.0
252,22.350000000000005,51,1,1,0.8492063492063492,0.8492063492063492,1.0,1.0
253,22.275000000000002,44,1,1,0.849802371541502,0.849802371541502,1.0,1.0
254,22.185000000000002,53,1,1,0.8503937007874016,0.8503937007874016,1.0,1.0
255,22.370000000000008,67,1,1,0.8509803921568627,0.8509803921568627,1.0,1.0
256,22.505000000000006,50,1,1,0.8515625,0.8515625,1.0,1.0
257,21.245000000000005,125,1,1,0.8521400778210116,0.8521400778210116,1.0,1.0
258,22.725,28,1,1,0.8527131782945736,0.8527131782945736,1.0,1.0
259,21.620000000000005,109,1,1,0.8532818532818532,0.8532818532818532,1.0,1.0
260,22.390000000000004,45,1,1,0.8538461538461538,0.8538461538461538,1.0,1.0
261,21.940000000000005,84,1,1,0.8544061302681992,0.8544061302681992,1.0,1.0
262,20.940000000000005,164,1,1,0.8549618320610687,0.8549618320610687,1.0,1.0
263,-2.8999999999999995,200,0,1,0.8517110266159695,0.8517110266159695,1.0,1.0
264,22.305000000000007,46,1,1,0.8522727272727273,0.8522727272727273,1.0,1.0
265,21.995,56,1,1,0.8528301886792453,0.8528301886792453,1.0,1.0
266,22.345000000000006,59,1,1,0.8533834586466166,0.8533834586466166,1.0,1.0
267,21.825000000000003,97,1,1,0.8539325842696629,0.8539325842696629,1.0,1.0
268,22.425,33,1,1,0.8544776119402985,0.8544776119402985,1.0,1.0
269,22.410000000000004,59,1,1,0.8550185873605948,0.8550185873605948,1.0,1.0
270,0.6150000000000073,200,0,1,0.8518518518518519,0.8518518518518519,1.0,1.0
271,22.17,36,1,1,0.8523985239852399,0.8523985239852399,1.0,1.0
272,-0.1600000000000016,200,0,1,0.8492647058823529,0.8492647058823529,1.0,1.0
273,22.555000000000003,24,1,1,0.8498168498168498,0.8498168498168498,1.0,1.0
274,21.965000000000003,49,1,1,0.8503649635036497,0.8503649635036497,1.0,1.0
275,21.025000000000006,170,1,1,0.850909090909091,0.850909090909091,1.0,1.0
276,22.650000000000002,23,1,1,0.8514492753623188,0.8514492753623188,1.0,1.0
277,21.94,74,1,1,0.851985559566787,0.851985559566787,1.0,1.0
278,21.510000000000005,137,1,1,0.8525179856115108,0.8525179856115108,1.0,1.0
279,21.55,93,1,1,0.8530465949820788,0.8530465949820788,1.0,1.0
280,0.4350000000000025,200,0,1,0.85,0.85,1.0,1.0
281,22.46,36,1,1,0.8505338078291815,0.8505338078291815,1.0,1.0
282,22.015,44,1,1,0.851063829787234,0.851063829787234,1.0,1.0
283,21.645000000000003,93,1,1,0.8515901060070671,0.8515901060070671,1.0,1.0
284,21.44000000000001,130,1,1,0.852112676056338,0.852112676056338,1.0,1.0
285,20.785,150,1,1,0.8526315789473684,0.8526315789473684,1.0,1.0
286,21.724999999999998,68,1,1,0.8531468531468531,0.8531468531468531,1.0,1.0
287,22.345000000000002,19,1,1,0.8536585365853658,0.8536585365853658,1.0,1.0
288,22.100000000000005,33,1,1,0.8541666666666666,0.8541666666666666,1.0,1.0
289,22.690000000000005,43,1,1,0.8546712802768166,0.8546712802768166,1.0,1.0
290,22.635,36,1,1,0.8551724137931035,0.8551724137931035,1.0,1.0
291,22.485000000000003,29,1,1,0.8556701030927835,0.8556701030927835,1.0,1.0
292,22.115000000000002,39,1,1,0.8561643835616438,0.8561643835616438,1.0,1.0
293,21.435000000000006,116,1,1,0.856655290102389,0.856655290102389,1.0,1.0
294,0.5000000000000051,200,0,1,0.8537414965986394,0.8537414965986394,1.0,1.0
295,22.415000000000006,40,1,1,0.8542372881355932,0.8542372881355932,1.0,1.0
296,22.67,20,1,1,0.8547297297297297,0.8547297297297297,1.0,1.0
297,22.130000000000003,62,1,1,0.8552188552188552,0.8552188552188552,1.0,1.0
298,22.915,16,1,1,0.8557046979865772,0.8557046979865772,1.0,1.0
299,21.555,83,1,1,0.8561872909698997,0.8561872909698997,1.0,1.0
300,-0.10000000000000037,200,0,1,0.8533333333333334,0.8533333333333334,1.0,1.0
301,22.445000000000004,53,1,1,0.8538205980066446,0.8538205980066446,1.0,1.0
302,22.370000000000008,51,1,1,0.8543046357615894,0.8543046357615894,1.0,1.0
303,21.87,60,1,1,0.8547854785478548,0.8547854785478548,1.0,1.0
304,22.96,37,1,1,0.8552631578947368,0.8552631578947368,1.0,1.0
305,22.03000000000001,77,1,1,0.8557377049180328,0.8557377049180328,1.0,1.0
306,0.08499999999999913,200,0,1,0.8529411764705882,0.8529411764705882,1.0,1.0
307,22.685000000000002,14,1,1,0.8534201954397395,0.8534201954397395,1.0,1.0
308,22.05,67,1,1,0.8538961038961039,0.8538961038961039,1.0,1.0
309,0.2500000000000029,200,0,1,0.8511326860841424,0.8511326860841424,1.0,1.0
310,20.765000000000004,167,1,1,0.8516129032258064,0.8516129032258064,1.0,1.0
311,22.745,29,1,1,0.8520900321543409,0.8520900321543409,1.0,1.0
312,22.300000000000004,34,1,1,0.8525641025641025,0.8525641025641025,1.0,1.0
313,22.25500000000001,83,1,1,0.853035143769968,0.853035143769968,1.0,1.0
314,21.37000000000001,131,1,1,0.8535031847133758,0.8535031847133758,1.0,1.0
315,0.5600000000000038,200,0,1,0.8507936507936508,0.8507936507936508,1.0,1.0
316,21.450000000000006,127,1,1,0.8512658227848101,0.8512658227848101,1.0,1.0
317,22.615000000000006,44,1,1,0.8517350157728707,0.8517350157728707,1.0,1.0
318,22.220000000000006,57,1,1,0.8522012578616353,0.8522012578616353,1.0,1.0
319,23.185000000000002,34,1,1,0.8526645768025078,0.8526645768025078,1.0,1.0
320,21.700000000000014,123,1,1,0.853125,0.853125,1.0,1.0
321,22.465,76,1,1,0.8535825545171339,0.8535825545171339,1.0,1.0
322,23.125000000000004,40,1,1,0.8540372670807453,0.8540372670807453,1.0,1.0
323,21.355000000000004,140,1,1,0.8544891640866873,0.8544891640866873,1.0,1.0
324,22.585,19,1,1,0.8549382716049383,0.8549382716049383,1.0,1.0
325,21.26,113,1,1,0.8553846153846154,0.8553846153846154,1.0,1.0
326,22.895000000000003,35,1,1,0.8558282208588958,0.8558282208588958,1.0,1.0
327,22.505000000000006,66,1,1,0.8562691131498471,0.8562691131498471,1.0,1.0
328,21.235,121,1,1,0.8567073170731707,0.8567073170731707,1.0,1.0
329,22.160000000000004,44,1,1,0.8571428571428571,0.8571428571428571,1.0,1.0
330,22.020000000000007,58,1,1,0.8575757575757575,0.8575757575757575,1.0,1.0
331,22.33000000000001,72,1,1,0.8580060422960725,0.8580060422960725,1.0,1.0
332,21.520000000000007,142,1,1,0.858433734939759,0.858433734939759,1.0,1.0
333,21.750000000000004,101,1,1,0.8588588588588588,0.8588588588588588,1.0,1.0
334,22.110000000000003,66,1,1,0.8592814371257484,0.8592814371257484,1.0,1.0
335,22.660000000000004,46,1,1,0.8597014925373134,0.8597014925373134,1.0,1.0
336,22.015000000000015,133,1,1,0.8601190476190477,0.8601190476190477,1.0,1.0
337,22.160000000000007,67,1,1,0.8605341246290801,0.8605341246290801,1.0,1.0
338,21.935000000000006,73,1,1,0.8609467455621301,0.8609467455621301,1.0,1.0
339,22.310000000000002,31,1,1,0.8613569321533924,0.8613569321533924,1.0,1.0
340,22.51,35,1,1,0.861764705882353,0.861764705882353,1.0,1.0
341,22.800000000000004,36,1,1,0.8621700879765396,0.8621700879765396,1.0,1.0
342,22.765000000000008,67,1,1,0.8625730994152047,0.8625730994152047,1.0,1.0
343,21.69,88,1,1,0.8629737609329446,0.8629737609329446,1.0,1.0
344,22.620000000000005,49,1,1,0.8633720930232558,0.8633720930232558,1.0,1.0
345,0.4100000000000048,200,0,1,0.8608695652173913,0.8608695652173913,1.0,1.0
346,22.29500000000001,67,1,1,0.861271676300578,0.861271676300578,1.0,1.0
