episode,reward,episode_length,completed_task,success,started_task,started_on_time,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate,tonic_dopamine,mean_rpe,mean_abs_rpe
201,2.0,200,0,0,1,1,0.3781094527363184,0.24,0.417910447761194,0.24,0.013351632488162807,0.016725591063736375,0.021594196702688806
202,2.0,200,0,0,1,0,0.37623762376237624,0.24,0.4158415841584158,0.24,0.00888639858091279,0.01881984905689069,0.022424958426960528
203,22.0,94,1,0,1,0,0.37438423645320196,0.22,0.41379310344827586,0.24,0.0824057072061003,0.034734801264766926,0.038152825432394594
204,22.0,102,1,0,1,1,0.37254901960784315,0.2,0.4166666666666667,0.26,0.12179067728326486,0.048053653283931456,0.051299157882535834
205,2.0,200,0,0,1,0,0.37073170731707317,0.2,0.4146341463414634,0.26,0.04636392432234026,0.04916491068863161,0.05258870317791752
206,22.0,65,1,1,1,1,0.3737864077669903,0.22,0.4174757281553398,0.26,0.0389029929870134,0.03455266591190503,0.038082594722513935
207,22.0,83,1,0,1,0,0.3719806763285024,0.22,0.41545893719806765,0.26,0.029547918268359723,0.035696862986755375,0.03941846468257268
208,2.0,200,0,0,1,0,0.3701923076923077,0.2,0.41346153846153844,0.26,0.01158707097838671,0.035574380218419036,0.03974200908634725
209,2.0,200,0,0,1,0,0.3684210526315789,0.2,0.41148325358851673,0.26,0.003406728376540112,0.0342009932541007,0.03856111351003551
210,22.0,156,1,0,1,0,0.36666666666666664,0.2,0.4095238095238095,0.26,0.0730180932030324,0.03258523066011117,0.0373271976024364
211,22.0,190,1,0,1,0,0.36492890995260663,0.2,0.4075829383886256,0.26,0.09744652481885213,0.03114607255048031,0.03634052781892388
212,22.0,93,1,0,1,0,0.3632075471698113,0.18,0.4056603773584906,0.24,0.13172185713912704,0.04534161541664071,0.05110639278888266
213,22.0,193,1,0,1,0,0.3615023474178404,0.16,0.40375586854460094,0.24,0.048909214099344185,0.04273822515749635,0.04892599681311549
214,22.0,134,1,0,1,0,0.3598130841121495,0.16,0.40186915887850466,0.24,0.09644542402417754,0.055970682502484125,0.06265987895591388
215,0.0,200,0,0,1,0,0.3581395348837209,0.16,0.4,0.22,0.03311790376942768,0.055835782166213904,0.06420815801439313
216,2.0,200,0,0,1,0,0.35648148148148145,0.16,0.39814814814814814,0.22,0.015376999191820681,0.043243133672411206,0.05054685180449451
217,2.0,200,0,0,1,0,0.3548387096774194,0.14,0.39631336405529954,0.22,0.009005204047535149,0.029882839309517295,0.03734508806702797
218,0.0,200,0,0,1,0,0.3532110091743119,0.14,0.3944954128440367,0.22,0.003032594803960233,0.0159382231507916,0.022902254614484262
219,2.0,200,0,0,1,1,0.3515981735159817,0.14,0.3972602739726027,0.22,0.0019538531149340247,0.0019373130261083134,0.007649689758836758
220,22.0,127,1,0,1,0,0.35,0.14,0.39545454545454545,0.22,0.07291179397656762,0.017145221761194988,0.021527320459703334
221,22.0,102,1,0,1,1,0.34841628959276016,0.14,0.39819004524886875,0.24,0.11560806666269838,0.030967306484853113,0.03383203650019925
222,22.0,169,1,0,1,0,0.34684684684684686,0.14,0.3963963963963964,0.24,0.0542288633107428,0.03172316755769782,0.03536331372096822
223,22.0,184,1,0,1,0,0.3452914798206278,0.14,0.39461883408071746,0.22,0.08823163526441208,0.043848334408051526,0.04789816156997324
224,2.0,200,0,0,1,1,0.34375,0.12,0.39732142857142855,0.24,0.035639201906451784,0.044853760972363606,0.048629363369559656
225,22.0,55,1,1,1,0,0.3466666666666667,0.14,0.39555555555555555,0.22,0.10087539550718365,0.05970297899071659,0.06331316986972445
226,2.0,200,0,0,1,0,0.34513274336283184,0.14,0.3938053097345133,0.2,0.03621845870728794,0.05799523785913982,0.06208220562338022
227,22.0,33,1,1,1,0,0.34801762114537443,0.16,0.3920704845814978,0.18,0.09832885905458712,0.07149367859462574,0.07568817209497422
228,22.0,22,1,1,1,1,0.3508771929824561,0.18,0.39473684210526316,0.18,0.09356741274142254,0.07266122676733823,0.07687058892934613
229,22.0,154,1,0,1,0,0.34934497816593885,0.18,0.3930131004366812,0.16,0.04700949330569712,0.04540296894716448,0.05006304141820874
230,2.0,200,0,0,1,1,0.34782608695652173,0.18,0.39565217391304347,0.18,0.018695114347898535,0.045480665927243535,0.05007491314220533
231,0.0,200,0,0,1,0,0.3463203463203463,0.18,0.3939393939393939,0.18,0.003917311151765989,0.031429440154560326,0.03702590998161486
232,22.0,26,1,1,1,1,0.34913793103448276,0.18,0.39655172413793105,0.2,0.07670906537605851,0.04622103250077362,0.05174653045854666
233,22.0,133,1,0,1,0,0.34763948497854075,0.18,0.3948497854077253,0.2,0.04432042995280263,0.04623540731070989,0.05168190659736592
234,0.0,200,0,0,1,0,0.34615384615384615,0.18,0.39316239316239315,0.2,0.015359942481527469,0.03132700848238619,0.03755387045291445
235,2.0,200,0,0,1,1,0.3446808510638298,0.18,0.39574468085106385,0.22,0.008402601944249627,0.016968610966328016,0.02265940314215277
236,22.0,149,1,0,1,0,0.3432203389830508,0.16,0.3940677966101695,0.22,0.007944608369018157,0.016801906942874666,0.02253609312844219
237,22.0,153,1,0,1,1,0.34177215189873417,0.14,0.39662447257383965,0.24,0.007260707477899471,0.01856165951960884,0.023268176554910498
238,0.0,200,0,0,1,0,0.3403361344537815,0.14,0.3949579831932773,0.24,0.0010473964308595186,0.004015624104948074,0.009151804983433976
239,0.0,200,0,0,1,0,0.3389121338912134,0.14,0.39330543933054396,0.24,-0.00023022670286339627,0.002798505075770663,0.0078012165685358925
240,2.0,200,0,0,1,0,0.3375,0.14,0.39166666666666666,0.24,0.00082435711271043,0.0018960460529051488,0.006376638383444515
241,22.0,77,1,0,1,0,0.3360995850622407,0.12,0.3900414937759336,0.24,0.06808412681480738,0.015422880378828864,0.020210294603967355
242,0.0,200,0,0,1,1,0.3347107438016529,0.12,0.3925619834710744,0.26,0.022535548683089966,0.013677714976220756,0.019513634403062183
243,22.0,67,1,1,1,1,0.3374485596707819,0.14,0.3950617283950617,0.28,0.015595630724493697,0.012305757055787268,0.018369354107534177
244,2.0,200,0,0,1,0,0.3360655737704918,0.14,0.39344262295081966,0.28,0.01038486618813648,0.013729859276257826,0.01911519071587432
245,0.0,200,0,0,1,0,0.3346938775510204,0.12,0.39183673469387753,0.28,0.0035469564781202643,0.013920697894841993,0.018818434600861706
246,22.0,35,1,1,1,0,0.33739837398373984,0.14,0.3902439024390244,0.28,0.0089356964552511,0.015206150976507758,0.020052092589883302
247,0.0,200,0,0,1,1,0.3360323886639676,0.14,0.39271255060728744,0.3,0.0016721737667597057,0.014789767712488952,0.02023985980572766
248,2.0,200,0,0,1,0,0.3346774193548387,0.14,0.3911290322580645,0.28,0.003681916720620343,0.0023688662364684207,0.007414507959199
249,2.0,200,0,0,1,1,0.3333333333333333,0.14,0.39357429718875503,0.3,0.0017230384592016135,0.002969767066500026,0.0068241218659832155
250,2.0,200,0,0,1,0,0.332,0.14,0.392,0.3,0.0010079404194536965,0.0019198744606228502,0.0058029276108691194
251,0.0,200,0,0,1,1,0.33067729083665337,0.14,0.3944223107569721,0.3,0.0003096315122079656,0.0007365464550221077,0.004488840269526918
252,2.0,200,0,0,1,1,0.32936507936507936,0.14,0.3968253968253968,0.32,0.0037042235550590556,0.0024620885431413625,0.005211443877398778
253,2.0,200,0,0,1,0,0.32806324110671936,0.14,0.3952569169960474,0.32,0.004411896920435643,0.002666574495196073,0.0049827026523389575
254,0.0,200,0,0,1,0,0.32677165354330706,0.14,0.3937007874015748,0.3,-0.0005377214916014157,0.0020592222963377936,0.0053862079351065404
255,2.0,200,0,0,1,0,0.3254901960784314,0.14,0.39215686274509803,0.3,0.0015400771647908931,0.002928326153085436,0.00642320932876828
256,2.0,200,0,0,1,0,0.32421875,0.12,0.390625,0.28,0.0007713806336595535,0.0030270200702734655,0.006093144500867311
257,0.0,200,0,0,1,0,0.3229571984435798,0.12,0.38910505836575876,0.28,-0.0009639187263515566,0.0013790728417970967,0.005415911230200436
258,22.0,186,1,0,1,0,0.32170542635658916,0.12,0.3875968992248062,0.28,0.06740374634639434,0.013893286861078196,0.01811772118976933
259,0.0,200,0,0,1,0,0.3204633204633205,0.12,0.3861003861003861,0.28,0.024486916856348923,0.014147591857716862,0.01787046632343595
260,22.0,56,1,1,1,0,0.3230769230769231,0.14,0.38461538461538464,0.28,0.02467872390414469,0.014566736559627997,0.01766985983667587
261,22.0,83,1,0,1,0,0.3218390804597701,0.14,0.3831417624521073,0.28,0.02113147489944285,0.01587330606249884,0.018962226490654984
262,2.0,200,0,0,1,0,0.32061068702290074,0.14,0.3816793893129771,0.28,0.01052591729623592,0.01700191159022211,0.020282552750691366
263,22.0,87,1,0,1,0,0.3193916349809886,0.14,0.38022813688212925,0.28,0.07387009345280436,0.03054000766571039,0.03400454922999165
264,0.0,200,0,0,1,0,0.3181818181818182,0.14,0.3787878787878788,0.28,0.026090955217696374,0.030684240706462106,0.033820381478538594
265,2.0,200,0,0,1,0,0.3169811320754717,0.14,0.37735849056603776,0.28,0.012201221176572196,0.018102153180293273,0.021108718824266588
266,2.0,200,0,0,1,0,0.3157894736842105,0.14,0.37593984962406013,0.28,0.00977047879898541,0.01915556909944007,0.022500419041306487
267,0.0,200,0,0,1,0,0.3146067415730337,0.14,0.37453183520599254,0.28,0.002909487113549451,0.015365118190039538,0.01975261858199974
268,22.0,94,1,0,1,0,0.31343283582089554,0.14,0.373134328358209,0.28,0.06480859595411854,0.02799753763679928,0.03249487453058555
269,2.0,200,0,0,1,0,0.31226765799256506,0.14,0.37174721189591076,0.26,0.025775809810574302,0.01533723432559509,0.020074156977480925
270,2.0,200,0,0,1,0,0.3111111111111111,0.14,0.37037037037037035,0.26,0.013601234223880104,0.015229262063305214,0.020029598977915158
271,22.0,136,1,0,1,0,0.30996309963099633,0.14,0.36900369003690037,0.24,0.06846157610022414,0.028029688464859644,0.032854843249337136
272,2.0,200,0,0,1,1,0.3088235294117647,0.14,0.3713235294117647,0.26,0.026087352904167437,0.02784019827159136,0.03249455912431222
273,2.0,200,0,0,1,0,0.3076923076923077,0.14,0.36996336996337,0.26,0.008611364297045815,0.027648609695697813,0.03163732437489307
274,0.0,200,0,0,1,1,0.30656934306569344,0.14,0.3722627737226277,0.26,0.0028342853136028912,0.013915991924641276,0.01805455157702454
275,0.0,200,0,0,1,0,0.3054545454545455,0.12,0.3709090909090909,0.26,0.0008632469696514362,0.014226055802873816,0.017857555626704196
276,2.0,200,0,0,1,0,0.30434782608695654,0.12,0.3695652173913043,0.26,0.00010307049170459265,0.00029264505907258354,0.003927299374181984
277,0.0,200,0,0,1,0,0.30324909747292417,0.1,0.36823104693140796,0.26,-0.0005198755042371218,-0.0006755856190743543,0.0029643076161360114
278,0.0,200,0,0,1,1,0.302158273381295,0.08,0.37050359712230213,0.26,-0.00045911796304346533,-0.00040066718671278066,0.0027703129612400516
279,0.0,200,0,0,1,0,0.3010752688172043,0.08,0.36917562724014336,0.26,-0.0004291645667928847,-0.00040740740067030855,0.0025075994310118405
280,22.0,168,1,0,1,0,0.3,0.08,0.3678571428571429,0.24,0.06169562060719437,0.012356617934458882,0.01502171992681906
281,0.0,200,0,0,1,0,0.298932384341637,0.08,0.3665480427046263,0.24,0.021907519457299362,0.012349667614569172,0.015209850191221903
282,2.0,200,0,0,1,1,0.2978723404255319,0.06,0.36879432624113473,0.24,0.007558766238122646,0.012202174399149498,0.015109359034700447
283,2.0,200,0,0,1,0,0.2968197879858657,0.06,0.3674911660777385,0.24,0.006358865638164382,0.01338368710679606,0.016144324474340464
284,22.0,106,1,0,1,0,0.29577464788732394,0.06,0.36619718309859156,0.24,0.06782861931573902,0.026348321610646052,0.02890473484529957
285,22.0,144,1,0,1,0,0.29473684210526313,0.06,0.3649122807017544,0.22,0.0326916254096699,0.026259793714706575,0.028908738286209882
286,2.0,200,0,0,1,0,0.2937062937062937,0.06,0.36363636363636365,0.22,0.01560196483116428,0.014414227904001565,0.017474502348163695
287,22.0,181,1,0,1,0,0.2926829268292683,0.06,0.3623693379790941,0.2,0.06796874897772631,0.02714820281521588,0.030184302691716767
288,22.0,54,1,1,1,0,0.2951388888888889,0.08,0.3611111111111111,0.2,0.11407572527355297,0.039808678850072284,0.04283650223631139
289,2.0,200,0,0,1,0,0.29411764705882354,0.08,0.35986159169550175,0.2,0.04414933431775062,0.04081087010737519,0.044013662391641444
290,0.0,200,0,0,1,0,0.29310344827586204,0.08,0.3586206896551724,0.2,0.014105124137141007,0.03912279956449492,0.04351644124931772
291,22.0,45,1,1,1,1,0.29553264604810997,0.1,0.36082474226804123,0.22,0.07394883612151838,0.038962657940384816,0.043399776958780424
292,2.0,200,0,0,1,0,0.2945205479452055,0.1,0.3595890410958904,0.2,0.02603369167542083,0.038898410305628205,0.04343938730838272
293,2.0,200,0,0,1,0,0.2935153583617747,0.08,0.3583617747440273,0.18,0.008409421825410443,0.03776167307539435,0.04209681713759346
294,0.0,200,0,0,1,0,0.2925170068027211,0.08,0.35714285714285715,0.18,0.0026824492267150403,0.012335814205202042,0.016597868708740863
295,2.0,200,0,0,1,0,0.29152542372881357,0.08,0.3559322033898305,0.18,0.0005718058892865674,0.01130849419687911,0.015456624361582726
296,2.0,200,0,0,1,0,0.2905405405405405,0.06,0.3547297297297297,0.18,0.0005495783532798212,-0.0008200137712888136,0.0023419410655401408
297,22.0,120,1,0,1,0,0.2895622895622896,0.06,0.35353535353535354,0.16,0.06326286608244328,0.01198163182520102,0.015068827570764824
298,22.0,133,1,0,1,0,0.28859060402684567,0.06,0.3523489932885906,0.16,0.09087137924688542,0.023971757512098974,0.026560088012447067
299,0.0,200,0,0,1,0,0.28762541806020064,0.06,0.3511705685618729,0.14,0.03255901803705448,0.02399144622706399,0.02652170270558372
300,2.0,200,0,0,1,0,0.2866666666666667,0.06,0.35,0.14,0.011520619000601062,0.02413166895682889,0.02665151574825768
301,22.0,120,1,0,1,0,0.2857142857142857,0.06,0.3488372093023256,0.12,0.06347501535624303,0.03598536663037385,0.03846369340264982
302,22.0,106,1,0,1,0,0.2847682119205298,0.06,0.347682119205298,0.1,0.04132580303737443,0.036880330686286926,0.03954671652347179
303,2.0,200,0,0,1,0,0.2838283828382838,0.06,0.3465346534653465,0.1,0.016683971096884333,0.037740717162835606,0.04041467345626097
304,0.0,200,0,0,1,0,0.28289473684210525,0.06,0.34539473684210525,0.1,0.004825477394624794,0.012966944487538967,0.01649823357306832
305,2.0,200,0,0,1,0,0.2819672131147541,0.06,0.3442622950819672,0.1,0.0012892718036420945,0.013022557565552234,0.01637514052045026
306,0.0,200,0,0,1,0,0.28104575163398693,0.06,0.3431372549019608,0.1,0.00011367000919744188,0.012985696794481612,0.016108400004816247
307,22.0,189,1,0,1,0,0.28013029315960913,0.06,0.34201954397394135,0.1,0.05621965177695325,0.01210762137526882,0.014974503608203748
308,2.0,200,0,0,1,1,0.2792207792207792,0.06,0.34415584415584416,0.12,0.020251505003659187,0.011154197904900968,0.014103913583059409
309,22.0,172,1,0,1,0,0.2783171521035599,0.06,0.343042071197411,0.12,0.011469200495886043,0.012408978995981954,0.014790517781728966
310,22.0,161,1,0,1,0,0.27741935483870966,0.04,0.3419354838709677,0.12,0.00494673748536687,0.01254403656397909,0.01448229539779885
311,22.0,176,1,0,1,0,0.2765273311897106,0.04,0.3408360128617363,0.12,0.00458063780113661,0.01355071988086121,0.015649599054448744
312,2.0,200,0,0,1,0,0.27564102564102566,0.04,0.33974358974358976,0.12,0.0010018531341802284,0.012409837636010024,0.014739332506510664
313,22.0,142,1,0,1,1,0.2747603833865815,0.04,0.34185303514376997,0.14,0.05674422185951252,0.01331865573214327,0.01561954292386963
314,2.0,200,0,0,1,0,0.27388535031847133,0.04,0.34076433121019106,0.14,0.022302364191156387,0.014197804536335751,0.01669350356514042
315,22.0,186,1,0,1,0,0.273015873015873,0.04,0.3396825396825397,0.14,0.008388604224292415,0.013057224797736126,0.01585052733331031
316,0.0,200,0,0,1,0,0.2721518987341772,0.04,0.33860759493670883,0.14,0.002947648621142149,0.012190650436783471,0.014964135431178874
317,0.0,200,0,0,1,1,0.27129337539432175,0.04,0.34069400630914826,0.16,-0.0003909727152796586,0.011860596582413565,0.01541920325652245
318,2.0,200,0,0,1,0,0.27044025157232704,0.04,0.33962264150943394,0.16,0.003037876900023314,0.012005520258102479,0.015482684119666374
319,22.0,62,1,1,1,1,0.2727272727272727,0.06,0.34169278996865204,0.18,0.059855693077559925,0.012065806086040538,0.015412154664965783
320,0.0,200,0,0,1,1,0.271875,0.06,0.34375,0.2,0.021464643679584953,0.012038414726674091,0.015231090111701633
321,22.0,154,1,0,1,0,0.27102803738317754,0.06,0.3426791277258567,0.2,0.0672073860970416,0.02368538479155541,0.026903723365998302
322,2.0,200,0,0,1,0,0.2701863354037267,0.06,0.3416149068322981,0.18,0.02367808284433958,0.023619586238783085,0.027009811826239457
323,2.0,200,0,0,1,0,0.2693498452012384,0.06,0.34055727554179566,0.18,0.009828211722537394,0.024723445338291187,0.027487240079565253
324,0.0,200,0,0,1,0,0.26851851851851855,0.06,0.3395061728395062,0.16,0.002998269816338157,0.023569637290194352,0.026497723305561976
325,0.0,200,0,0,1,0,0.2676923076923077,0.06,0.3384615384615385,0.16,0.00035745238363372816,0.011691119171714944,0.01511972412574005
326,0.0,200,0,0,1,0,0.2668711656441718,0.06,0.3374233128834356,0.16,-0.0004179254750249694,-8.758779615936874e-05,0.003522431799654896
327,0.0,200,0,0,1,0,0.26605504587155965,0.06,0.3363914373088685,0.16,-0.0005133069188559197,1.7717304140660417e-05,0.003490575712854934
328,22.0,24,1,1,1,0,0.2682926829268293,0.08,0.3353658536585366,0.14,0.05895479529235506,0.011924577921242872,0.015397796481775458
329,2.0,200,0,0,1,0,0.2674772036474164,0.08,0.3343465045592705,0.14,0.023253373311543188,0.012094901346366897,0.015321508967272166
330,22.0,84,1,0,1,1,0.26666666666666666,0.08,0.33636363636363636,0.16,0.01882118919461248,0.01314157618698482,0.016259886762198222
331,2.0,200,0,0,1,0,0.26586102719033233,0.08,0.33534743202416917,0.16,0.006581688249127039,0.013358478298641785,0.015990987819282963
332,22.0,153,1,0,1,0,0.26506024096385544,0.08,0.33433734939759036,0.14,0.052267639532614873,0.023374871716403504,0.025655733656129085
333,2.0,200,0,0,1,0,0.26426426426426425,0.08,0.3333333333333333,0.14,0.020092364277419165,0.024246148681950217,0.026389713105729243
334,0.0,200,0,0,1,1,0.2634730538922156,0.08,0.33532934131736525,0.16,0.006233828006065757,0.01110155630299414,0.013850828604336129
335,0.0,200,0,0,1,0,0.2626865671641791,0.08,0.33432835820895523,0.16,0.0019502466329605218,0.010048702334141126,0.013310044477882912
336,2.0,200,0,0,1,0,0.2619047619047619,0.08,0.3333333333333333,0.16,0.002707373083287795,0.011040342247545595,0.014085807607024435
337,2.0,200,0,0,1,0,0.26112759643916916,0.08,0.3323442136498516,0.16,0.004448987360128395,0.0021366481581526387,0.005171070539482571
338,22.0,138,1,0,1,0,0.2603550295857988,0.06,0.33136094674556216,0.16,0.001769548041224649,0.0011590157925193125,0.004526532723287346
339,2.0,200,0,0,1,0,0.25958702064896755,0.06,0.3303834808259587,0.16,0.0025527198892810483,0.002180696367194287,0.005045393574134323
340,0.0,200,0,0,1,1,0.25882352941176473,0.06,0.3323529411764706,0.18,0.000320107449511249,0.002411930259574547,0.004800978960261091
341,0.0,200,0,0,1,0,0.25806451612903225,0.04,0.3313782991202346,0.16,0.0002960552003637805,0.001464547594621763,0.004093799449872677
342,2.0,200,0,0,1,1,0.2573099415204678,0.04,0.3333333333333333,0.18,-0.00022032307394322993,0.0013367799221960014,0.003999904703050561
343,0.0,200,0,0,1,0,0.2565597667638484,0.04,0.3323615160349854,0.18,-0.0005510134845740156,0.0005077260344041861,0.0030842186957379452
344,2.0,200,0,0,1,1,0.2558139534883721,0.04,0.33430232558139533,0.2,-0.00032114614047742984,-0.0003562947488026111,0.0021355819060627254
345,2.0,200,0,0,1,0,0.25507246376811593,0.04,0.3333333333333333,0.2,0.003268169763420291,0.0006972366315239924,0.0026702246398563148
346,2.0,200,0,0,1,0,0.2543352601156069,0.04,0.33236994219653176,0.2,0.0036749671322458127,0.001396507662801014,0.003392627975154028
347,2.0,200,0,0,1,0,0.25360230547550433,0.04,0.3314121037463977,0.2,0.0030324212757308544,0.0022512100934145565,0.004458803149547748
348,22.0,116,1,0,1,0,0.25287356321839083,0.04,0.33045977011494254,0.2,0.001703287599182007,0.0022397529702175233,0.004373861090698483
349,0.0,200,0,0,1,0,0.2521489971346705,0.04,0.32951289398280803,0.2,2.7366703792522587e-05,0.0022051164191107093,0.0045295095420551665
350,2.0,200,0,0,1,0,0.25142857142857145,0.04,0.32857142857142857,0.2,-8.4523947578198e-07,0.0022579462429830528,0.004543604217858046
351,2.0,200,0,0,1,1,0.25071225071225073,0.04,0.33048433048433046,0.22,0.003454805183322534,0.0013549715788549292,0.003666680154113237
352,2.0,200,0,0,1,0,0.25,0.04,0.32954545454545453,0.22,0.001047259384623851,0.0004297891880314637,0.002928682675595155
353,22.0,84,1,0,1,1,0.24929178470254956,0.04,0.3314447592067989,0.24,0.0008313940100889061,0.0005793884027743843,0.0028814357669025414
354,2.0,200,0,0,1,0,0.24858757062146894,0.04,0.3305084745762712,0.24,0.0025053827704591405,0.0015264980933034167,0.003769424202505434
355,2.0,200,0,0,1,0,0.24788732394366197,0.04,0.3295774647887324,0.24,0.0008204522114601356,0.0016281656481705795,0.0035739255415201112
356,2.0,200,0,0,1,0,0.24719101123595505,0.04,0.32865168539325845,0.24,-1.7653478966056258e-05,0.0015227380834221549,0.0038309782212199934
357,2.0,200,0,0,1,0,0.24649859943977592,0.04,0.3277310924369748,0.24,-0.00024193497616165977,0.0007189764744844069,0.002631548711761752
358,2.0,200,0,0,1,0,0.24581005586592178,0.04,0.3268156424581006,0.22,6.466040175417792e-05,0.0007419295486570263,0.0026550817501874917
359,2.0,200,0,0,1,1,0.24512534818941503,0.04,0.3286908077994429,0.24,-0.00020807949910749073,-0.00023888613503913802,0.001750825019860713
360,2.0,200,0,0,1,1,0.24444444444444444,0.04,0.33055555555555555,0.26,0.0016697880916060326,0.0005071498224260722,0.002531696949625257
361,22.0,163,1,0,1,0,0.24376731301939059,0.04,0.3296398891966759,0.26,0.0007119473745951708,0.0006072516010844993,0.0021815614859751805
362,2.0,200,0,0,1,0,0.2430939226519337,0.04,0.3287292817679558,0.26,0.0005072431715444203,0.0007094176663822509,0.0021353760431966295
363,0.0,200,0,0,1,1,0.24242424242424243,0.04,0.3305785123966942,0.26,-0.0002869616885428576,0.0005974681227935434,0.002189435183024216
364,0.0,200,0,0,1,0,0.24175824175824176,0.04,0.32967032967032966,0.26,-0.0005698238756908854,0.0005101088755909587,0.0021933172090066364
365,0.0,200,0,0,1,1,0.2410958904109589,0.04,0.3315068493150685,0.28,-0.00036373194319263484,-0.00028401388782049253,0.0014699582740972802
366,22.0,74,1,1,1,0,0.24316939890710382,0.06,0.33060109289617484,0.28,-0.0002140919752839064,-0.0002104606937468816,0.0014377376783045292
367,2.0,200,0,0,1,0,0.24250681198910082,0.06,0.329700272479564,0.26,0.003504097278729528,0.0005934205201842815,0.002424328966968005
368,22.0,150,1,0,1,0,0.2418478260869565,0.06,0.328804347826087,0.26,0.0014922051915238518,0.0005118368214675683,0.002442625793307798
369,0.0,200,0,0,1,0,0.24119241192411925,0.04,0.32791327913279134,0.24,0.0005071840408939807,0.0006214730232381953,0.0024180372987316332
370,2.0,200,0,0,1,0,0.24054054054054055,0.04,0.327027027027027,0.22,0.00032233026987051364,0.0007815547120094379,0.0024871366768979895
371,22.0,79,1,0,1,0,0.2398921832884097,0.04,0.3261455525606469,0.22,0.048330553466127024,0.010585553912471369,0.012100600976824354
372,22.0,96,1,0,1,0,0.239247311827957,0.04,0.32526881720430106,0.22,0.029876128194166608,0.010567313968156668,0.011984762205676815
373,22.0,155,1,0,1,0,0.2386058981233244,0.04,0.32439678284182305,0.22,0.057954378338796256,0.019341559838670946,0.020896831507943716
374,22.0,115,1,0,1,0,0.23796791443850268,0.04,0.3235294117647059,0.22,0.07651244257184474,0.02730266035054592,0.028877126260769728
375,22.0,170,1,0,1,0,0.23733333333333334,0.04,0.32266666666666666,0.22,0.07658925557780723,0.03611698403284754,0.0378786456471862
376,22.0,195,1,0,1,0,0.23670212765957446,0.04,0.32180851063829785,0.22,0.030501985957245802,0.0368950861651374,0.03879075100548107
377,22.0,142,1,0,1,1,0.23607427055702918,0.04,0.32360742705570295,0.24,0.01472824350415379,0.03681013889773567,0.038937993209621706
378,0.0,200,0,0,1,0,0.23544973544973544,0.02,0.32275132275132273,0.24,0.004765678341825182,0.026864018107611628,0.029440025685405997
379,0.0,200,0,0,1,0,0.23482849604221637,0.02,0.32189973614775724,0.24,0.00016071139672138666,0.01772194965586823,0.020886609425695497
380,2.0,200,0,0,1,1,0.23421052631578948,0.02,0.3236842105263158,0.24,-0.0002395878499580141,0.008866574053849035,0.011844071267078107
381,0.0,200,0,0,1,0,0.2335958005249344,0.02,0.3228346456692913,0.24,-0.0006806153629183391,-0.0009082018326225807,0.0021612376798220796
382,2.0,200,0,0,1,0,0.23298429319371727,0.02,0.3219895287958115,0.24,-0.00046990583919480805,-0.0008496068177410053,0.0019868958170045515
383,0.0,200,0,0,1,0,0.23237597911227154,0.02,0.32114882506527415,0.24,-0.0004476531832181919,-0.000688685947257909,0.0020634661604417488
384,0.0,200,0,0,1,0,0.23177083333333334,0.02,0.3203125,0.22,-0.0003668063850678941,-0.000419621801993344,0.0016985569836251671
385,2.0,200,0,0,1,0,0.23116883116883116,0.02,0.3194805194805195,0.22,0.00011638887687444871,-0.00023519723913250346,0.0017016571832891715
386,0.0,200,0,0,1,0,0.23056994818652848,0.02,0.31865284974093266,0.22,-7.774695005755453e-05,-0.00011826002812722435,0.001673074959630867
387,2.0,200,0,0,1,0,0.22997416020671835,0.02,0.3178294573643411,0.22,0.0024553892844390588,0.0007517014683562593,0.002460548833299981
388,0.0,200,0,0,1,0,0.22938144329896906,0.02,0.3170103092783505,0.22,0.0010521519274161464,0.0008466089004741661,0.0022245542520358866
389,0.0,200,0,0,1,0,0.22879177377892032,0.02,0.3161953727506427,0.22,-0.000271041264169683,0.000739726458234145,0.002311420786423696
390,22.0,103,1,0,1,0,0.2282051282051282,0.02,0.3153846153846154,0.2,0.04453135390302748,0.009567546261047027,0.011228237878065556
391,22.0,117,1,0,1,0,0.22762148337595908,0.02,0.3145780051150895,0.2,0.0248188477310356,0.00958821079876725,0.011202912115950312
392,2.0,200,0,0,1,1,0.22704081632653061,0.02,0.3163265306122449,0.2,0.010573261295735067,0.010392750689751665,0.011850605932534564
393,2.0,200,0,0,1,0,0.22646310432569974,0.02,0.3155216284987277,0.2,0.003808257000910812,0.009555777731748094,0.0109690665712169
394,0.0,200,0,0,1,0,0.22588832487309646,0.02,0.3147208121827411,0.18,0.0009531464406830636,0.009493747886328492,0.010953280200419612
395,22.0,185,1,0,1,0,0.22531645569620254,0.02,0.3139240506329114,0.18,0.0404182202799521,0.01764522779777326,0.018698456407162667
396,0.0,200,0,0,1,0,0.22474747474747475,0.02,0.31313131313131315,0.18,0.014197710307740887,0.008483830251117978,0.00991203560583017
397,0.0,200,0,0,1,1,0.22418136020151133,0.02,0.3148614609571788,0.2,0.00548770684517798,0.0077927150677360255,0.009316904248745232
398,2.0,200,0,0,1,0,0.2236180904522613,0.02,0.314070351758794,0.2,0.004335752364420221,0.008548484869345884,0.010064411397931508
399,22.0,167,1,0,1,0,0.22305764411027568,0.02,0.3132832080200501,0.2,0.04488340813694017,0.017333351045607744,0.018847719814456466
