episode,reward,episode_length,completed_task,success,started_task,started_on_time,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate,tonic_dopamine,mean_rpe,mean_abs_rpe
55,22.0,57,1,1,1,0,0.7090909090909091,0.68,0.4909090909090909,0.5,0.27382174684507904,0.22761448562069564,0.3294558436035295
56,22.0,127,1,0,1,1,0.6964285714285714,0.66,0.5,0.5,0.23458032277412333,0.20513881858898095,0.29945670137583513
57,22.0,100,1,0,1,1,0.6842105263157895,0.64,0.5087719298245614,0.52,0.23150195216143188,0.2110395900074509,0.2960054781380459
58,22.0,149,1,0,1,1,0.6724137931034483,0.62,0.5172413793103449,0.54,0.19432439041251534,0.20201059633126714,0.2819674166531186
59,2.0,200,0,0,1,0,0.6610169491525424,0.6,0.5084745762711864,0.52,0.06303201009654516,0.15112178609578406,0.2220076202194905
60,22.0,147,1,0,1,0,0.65,0.58,0.5,0.52,0.1271328500737164,0.13607233389810428,0.2017491181876394
61,22.0,113,1,0,1,0,0.639344262295082,0.58,0.4918032786885246,0.5,0.16094968017439432,0.13752311994187766,0.1987543702335679
62,22.0,171,1,0,1,0,0.6290322580645161,0.56,0.4838709677419355,0.48,0.15986212005622186,0.10650657397293253,0.1584622913337662
63,22.0,112,1,0,1,1,0.6190476190476191,0.54,0.49206349206349204,0.48,0.18672290087317808,0.12503491633496014,0.17558689058572055
64,22.0,75,1,1,1,1,0.625,0.54,0.5,0.5,0.2224810220312894,0.12561425150220748,0.17450461605313466
65,22.0,110,1,0,1,1,0.6153846153846154,0.52,0.5076923076923077,0.52,0.2217093274043327,0.12718741513538406,0.1715171231116401
66,22.0,132,1,0,1,0,0.6060606060606061,0.5,0.5,0.5,0.19995056704132247,0.12894214922311947,0.1703878964522155
67,22.0,95,1,0,1,1,0.5970149253731343,0.48,0.5074626865671642,0.52,0.20935999336710295,0.14646022192382951,0.18769054032023996
68,2.0,200,0,0,1,0,0.5882352941176471,0.48,0.5,0.52,0.08315064203354249,0.12870593207314074,0.16602335271880816
69,22.0,115,1,0,1,1,0.5797101449275363,0.46,0.5072463768115942,0.52,0.13737249945040558,0.12886617230687103,0.1643499201971988
70,22.0,77,1,0,1,0,0.5714285714285714,0.46,0.5,0.5,0.19087314586203072,0.14727858966540794,0.1817373789809551
71,2.0,200,0,0,1,1,0.5633802816901409,0.44,0.5070422535211268,0.52,0.07639916150261883,0.11229791105476511,0.1422690748450648
72,22.0,10,1,1,1,1,0.5694444444444444,0.44,0.5138888888888888,0.54,0.1682439147187345,0.13149020370418044,0.16133944458519794
73,22.0,81,1,0,1,0,0.5616438356164384,0.44,0.5068493150684932,0.54,0.20400623888663721,0.13105233508268907,0.162049697272824
74,22.0,108,1,0,1,1,0.5540540540540541,0.44,0.5135135135135135,0.56,0.12426423200909116,0.11434636139632334,0.1424385886270336
75,22.0,64,1,1,1,0,0.56,0.44,0.5066666666666667,0.54,0.18509218324665186,0.1323075275009744,0.16000876931660035
76,2.0,200,0,0,1,0,0.5526315789473685,0.42,0.5,0.52,0.0643350533457763,0.09829138917478598,0.1270660579146813
77,22.0,84,1,0,1,0,0.5454545454545454,0.4,0.4935064935064935,0.52,0.1377303922022594,0.11799403403020552,0.14665645513394338
78,2.0,200,0,0,1,1,0.5384615384615384,0.38,0.5,0.52,0.054157936886656405,0.100239955490375,0.1268766282484903
79,22.0,48,1,1,1,1,0.5443037974683544,0.38,0.5063291139240507,0.52,0.13930546491703724,0.11833864033986174,0.14481246326953623
80,22.0,52,1,1,1,1,0.55,0.38,0.5125,0.52,0.19512146929822866,0.11774595064469395,0.14453899551578434
81,22.0,112,1,0,1,1,0.5432098765432098,0.36,0.5185185185185185,0.54,0.20257318523470266,0.134041599780242,0.1628077139957086
82,22.0,148,1,0,1,0,0.5365853658536586,0.34,0.5121951219512195,0.52,0.18354928619689792,0.11216967857347572,0.14039078818781764
83,22.0,108,1,0,1,1,0.5301204819277109,0.34,0.5180722891566265,0.54,0.20606538029098498,0.13321100137074246,0.1596715176354337
84,2.0,200,0,0,1,1,0.5238095238095238,0.32,0.5238095238095238,0.56,0.07712048765549541,0.11492327021202073,0.13754057832717081
85,22.0,83,1,0,1,0,0.5176470588235295,0.32,0.5176470588235295,0.56,0.14930814041939913,0.1336273052369943,0.15448873576769256
86,22.0,43,1,1,1,1,0.5232558139534884,0.34,0.5232558139534884,0.56,0.20793902964371863,0.15139783102402,0.17200666625672603
87,2.0,200,0,0,1,0,0.5172413793103449,0.32,0.5172413793103449,0.54,0.07520580554208421,0.13163133855325576,0.15208827092724095
88,22.0,37,1,1,1,0,0.5227272727272727,0.32,0.5113636363636364,0.54,0.06884322646409373,0.13102530226392264,0.15334558247718086
89,2.0,200,0,0,1,0,0.5168539325842697,0.3,0.5056179775280899,0.52,0.02768097605779518,0.07955193058725127,0.09734834725043766
90,22.0,178,1,0,1,1,0.5111111111111111,0.3,0.5111111111111111,0.54,0.1067857162329623,0.07830359406040953,0.09888760541620285
91,22.0,154,1,0,1,1,0.5054945054945055,0.28,0.5164835164835165,0.54,0.1347786729291,0.07568657840639208,0.09730099336243438
92,22.0,192,1,0,1,0,0.5,0.26,0.5108695652173914,0.52,0.14086320346108222,0.07479342306937178,0.0947508780062708
93,2.0,200,0,0,1,0,0.4946236559139785,0.26,0.5053763440860215,0.5,0.05294252551889699,0.05819144460537791,0.07962309530725907
94,22.0,102,1,0,1,1,0.48936170212765956,0.24,0.5106382978723404,0.52,0.1250869814979173,0.07482740554207691,0.09295223859713599
95,2.0,200,0,0,1,0,0.4842105263157895,0.24,0.5052631578947369,0.5,0.050572927832254,0.07666327971302951,0.09435359855844593
96,22.0,38,1,1,1,1,0.4895833333333333,0.24,0.5104166666666666,0.5,0.13041735276772282,0.09454991220177897,0.11198639688773267
97,22.0,171,1,0,1,1,0.4845360824742268,0.24,0.5154639175257731,0.52,0.05789084774063485,0.07470720256822085,0.0908356825961456
98,22.0,56,1,1,1,1,0.4897959183673469,0.26,0.5204081632653061,0.54,0.13244942715663988,0.09305505492774671,0.10903111818276386
99,22.0,77,1,0,1,0,0.48484848484848486,0.24,0.5151515151515151,0.52,0.18366484453907325,0.09530451887584503,0.11122417393158424
100,2.0,200,0,0,1,1,0.48,0.22,0.52,0.54,0.06544122305687777,0.07663423047244294,0.09190598367632367
101,22.0,87,1,0,1,1,0.4752475247524752,0.22,0.5247524752475248,0.54,0.04539146069805937,0.07571559340431565,0.09150826855446678
102,2.0,200,0,0,1,1,0.47058823529411764,0.2,0.5294117647058824,0.56,0.019015755904948084,0.05882365016564381,0.07301629300719742
103,2.0,200,0,0,1,0,0.46601941747572817,0.2,0.5242718446601942,0.54,0.00765228500970392,0.056920468723438714,0.0707984979790499
104,22.0,37,1,1,1,1,0.47115384615384615,0.22,0.5288461538461539,0.56,0.09186081354725081,0.05754796239437655,0.07113879671874838
105,22.0,177,1,0,1,1,0.4666666666666667,0.2,0.5333333333333333,0.58,0.12389408999704543,0.07262451282511848,0.08375002724662135
106,2.0,200,0,0,1,1,0.46226415094339623,0.2,0.5377358490566038,0.58,0.04971506881477465,0.038569398796844324,0.048600358613413844
107,22.0,108,1,0,1,0,0.45794392523364486,0.2,0.5327102803738317,0.56,0.03309930115773079,0.04045201915628786,0.04998940752937415
108,22.0,171,1,0,1,0,0.4537037037037037,0.2,0.5277777777777778,0.54,0.01599975623361563,0.03875095290783065,0.048540829557270626
109,2.0,200,0,0,1,0,0.44954128440366975,0.2,0.5229357798165137,0.54,0.005066962959138472,0.037712619504731267,0.048715284902282295
110,22.0,111,1,0,1,1,0.44545454545454544,0.2,0.5272727272727272,0.56,0.0934911930972891,0.057035260149070385,0.0672572087702174
111,2.0,200,0,0,1,0,0.44144144144144143,0.2,0.5225225225225225,0.56,0.03723451946010015,0.04108812372089233,0.051919082843978684
112,22.0,36,1,1,1,1,0.44642857142857145,0.22,0.5267857142857143,0.58,0.11935218925196495,0.04156603961635483,0.053576259924553594
113,2.0,200,0,0,1,0,0.4424778761061947,0.22,0.5221238938053098,0.56,0.04441065303012978,0.04008532263831512,0.051343368468926204
114,22.0,25,1,1,1,0,0.4473684210526316,0.22,0.5175438596491229,0.54,0.12889711124187198,0.05817122603002281,0.06997695249889875
115,22.0,73,1,1,1,1,0.45217391304347826,0.24,0.5217391304347826,0.54,0.18004468027882692,0.07586902042090879,0.08675685392902596
116,2.0,200,0,0,1,0,0.4482758620689655,0.24,0.5172413793103449,0.54,0.06680828909713041,0.0747314008009962,0.08488565882116746
117,2.0,200,0,0,1,0,0.4444444444444444,0.24,0.5128205128205128,0.52,0.025972541814326462,0.07455920528095702,0.08438081070149019
118,22.0,161,1,0,1,0,0.4406779661016949,0.24,0.5084745762711864,0.52,0.10017215526351773,0.07459920825110203,0.08455693814550795
119,22.0,143,1,0,1,0,0.4369747899159664,0.24,0.5042016806722689,0.5,0.13606031495559334,0.074301370496667,0.08573568197366876
120,22.0,52,1,1,1,0,0.44166666666666665,0.26,0.5,0.5,0.1986465101540928,0.09314272632581014,0.10426645634473425
121,22.0,76,1,0,1,0,0.4380165289256198,0.26,0.49586776859504134,0.48,0.21994999381209712,0.11017840422372865,0.12208345863495379
122,22.0,63,1,1,1,0,0.4426229508196721,0.26,0.4918032786885246,0.46,0.2392375230228342,0.12593370284474986,0.13880037885594537
123,2.0,200,0,0,1,0,0.43902439024390244,0.26,0.4878048780487805,0.46,0.09158694122803977,0.0897065980086727,0.1013538871383671
124,22.0,36,1,1,1,0,0.4435483870967742,0.28,0.4838709677419355,0.44,0.1601097691774433,0.1065631209204248,0.11928047131235053
125,2.0,200,0,0,1,1,0.44,0.26,0.488,0.46,0.0619513089858066,0.10725004174445349,0.11930302282969206
126,22.0,34,1,1,1,0,0.4444444444444444,0.28,0.48412698412698413,0.46,0.1340184981728337,0.1236217638666858,0.13717030200016597
127,22.0,25,1,1,1,1,0.44881889763779526,0.3,0.4881889763779528,0.48,0.20063253536815542,0.14018041514707147,0.15432488362212463
128,22.0,56,1,1,1,0,0.453125,0.32,0.484375,0.46,0.23449139012576628,0.15558371065024404,0.16979359571653913
129,22.0,65,1,1,1,0,0.4573643410852713,0.32,0.4806201550387597,0.44,0.2525160984038996,0.17258987718471325,0.1871491209013402
130,22.0,22,1,1,1,1,0.46153846153846156,0.32,0.4846153846153846,0.44,0.31235847574280123,0.18998748435650487,0.20459107701454923
131,22.0,120,1,0,1,0,0.4580152671755725,0.32,0.48091603053435117,0.42,0.17297622402258414,0.17281417544823488,0.18612591214280838
132,22.0,130,1,0,1,1,0.45454545454545453,0.32,0.48484848484848486,0.44,0.09059297269514723,0.13594402280983195,0.1512566937051597
133,2.0,200,0,0,1,1,0.45112781954887216,0.32,0.48872180451127817,0.44,0.030867549984465607,0.10184626181462408,0.11727905557566737
134,22.0,66,1,1,1,0,0.4552238805970149,0.34,0.48507462686567165,0.42,0.10931769250059008,0.1195190163242869,0.13531926605052194
135,22.0,99,1,0,1,0,0.45185185185185184,0.34,0.48148148148148145,0.42,0.06622685377290957,0.10260648974338164,0.11758172681182531
136,22.0,93,1,0,1,1,0.4485294117647059,0.32,0.4852941176470588,0.42,0.11942651433648174,0.1167311385068233,0.1322489085441257
137,22.0,112,1,0,1,0,0.44525547445255476,0.32,0.48175182481751827,0.42,0.1533003300909238,0.13355770971739547,0.1484477994938061
138,2.0,200,0,0,1,1,0.4420289855072464,0.3,0.4855072463768116,0.44,0.056530690627233586,0.05097926788961922,0.06396423414946184
139,2.0,200,0,0,1,1,0.43884892086330934,0.3,0.4892086330935252,0.46,0.023741787015692378,0.05150162961811202,0.06184254507734931
140,22.0,187,1,0,1,0,0.4357142857142857,0.3,0.4857142857142857,0.44,0.09500304458722816,0.06990333066039511,0.07918293248093596
141,22.0,78,1,0,1,1,0.4326241134751773,0.3,0.48936170212765956,0.44,0.1492523476090781,0.08630122629445304,0.09431228770245707
142,22.0,195,1,0,1,1,0.4295774647887324,0.3,0.49295774647887325,0.46,0.14052336340725616,0.08783852099767228,0.09442471836161258
143,22.0,29,1,1,1,0,0.43356643356643354,0.32,0.48951048951048953,0.46,0.1986654875240373,0.087351019630677,0.09489869417369755
144,22.0,108,1,0,1,1,0.4305555555555556,0.32,0.4930555555555556,0.46,0.19970888163122552,0.1033102832459399,0.11099988009984281
145,22.0,118,1,0,1,1,0.42758620689655175,0.32,0.496551724137931,0.48,0.18958358183706073,0.10163211839082852,0.10968634148332694
146,22.0,138,1,0,1,0,0.4246575342465753,0.3,0.4931506849315068,0.46,0.17804751417182602,0.11765738430940746,0.1251785089858522
147,2.0,200,0,0,1,0,0.4217687074829932,0.3,0.4897959183673469,0.44,0.06838205191066729,0.11737485699699755,0.12613944986870046
148,22.0,42,1,1,1,0,0.42567567567567566,0.3,0.4864864864864865,0.42,0.061545393664809864,0.11863636962808231,0.12809174467378762
149,22.0,51,1,1,1,0,0.42953020134228187,0.32,0.48322147651006714,0.42,0.13006773834383514,0.13511066514929554,0.14587047643348341
150,2.0,200,0,0,1,0,0.4266666666666667,0.32,0.48,0.4,0.04771857897307849,0.10054263510174133,0.11287239078632774
151,2.0,200,0,0,1,0,0.423841059602649,0.32,0.4768211920529801,0.38,0.01775136870563433,0.06926338717202088,0.08049438227398423
152,2.0,200,0,0,1,0,0.42105263157894735,0.32,0.47368421052631576,0.36,0.007597307066697746,0.037295398037131236,0.04761698630829778
153,22.0,40,1,1,1,0,0.42483660130718953,0.34,0.47058823529411764,0.36,0.08579534251867807,0.05223836744897562,0.06323874323424389
154,22.0,45,1,1,1,0,0.42857142857142855,0.34,0.4675324675324675,0.34,0.06886258651824358,0.0524041018674734,0.06345557573387942
155,22.0,165,1,0,1,0,0.4258064516129032,0.34,0.4645161290322581,0.32,0.11087831474234297,0.05201712999217352,0.061471847707739925
156,2.0,200,0,0,1,1,0.4230769230769231,0.34,0.46794871794871795,0.32,0.043290651954796755,0.03460908004061184,0.0415249190566401
157,0.0,200,0,0,1,0,0.42038216560509556,0.34,0.46496815286624205,0.32,0.011145201571425416,0.034012902348552414,0.04420643186902544
158,22.0,32,1,1,1,0,0.4240506329113924,0.36,0.4620253164556962,0.32,0.0883166432456498,0.049866763657209046,0.06064325380344326
159,22.0,195,1,0,1,0,0.42138364779874216,0.36,0.4591194968553459,0.32,0.1069200611903448,0.0630424349242412,0.07434907744028987
160,2.0,200,0,0,1,0,0.41875,0.36,0.45625,0.3,0.0423489762372567,0.048720313928506585,0.059009884285369484
161,0.0,200,0,0,1,0,0.4161490683229814,0.36,0.453416149068323,0.3,0.011434803080458425,0.03070471588882401,0.04401336707112341
162,22.0,61,1,1,1,1,0.41975308641975306,0.36,0.4567901234567901,0.3,0.08913121057111921,0.04581273770785674,0.059836506394059595
163,22.0,70,1,1,1,0,0.4233128834355828,0.38,0.4539877300613497,0.3,0.145202237740434,0.06245771348208166,0.07663969736535307
164,2.0,200,0,0,1,0,0.42073170731707316,0.36,0.45121951219512196,0.3,0.05519506797146105,0.06317755518238857,0.0763168725193135
165,22.0,162,1,0,1,1,0.41818181818181815,0.34,0.45454545454545453,0.3,0.10408452376077093,0.064663510489867,0.0749924879576755
166,2.0,200,0,0,1,0,0.41566265060240964,0.34,0.45180722891566266,0.3,0.04107332769989246,0.049736499955477596,0.05968844115446325
167,22.0,72,1,1,1,0,0.41916167664670656,0.36,0.4491017964071856,0.3,0.03281613600065658,0.050824175921778195,0.061121340933543135
168,2.0,200,0,0,1,0,0.4166666666666667,0.36,0.44642857142857145,0.3,0.015071638877928685,0.05233239419439644,0.06106642167424059
169,2.0,200,0,0,1,1,0.41420118343195267,0.36,0.44970414201183434,0.32,0.008449589160691284,0.02168997831845445,0.02749734302514662
170,2.0,200,0,0,1,0,0.4117647058823529,0.34,0.4470588235294118,0.32,0.00629259529873891,0.02248302400425746,0.027440422755644248
171,22.0,149,1,0,1,0,0.4093567251461988,0.34,0.4444444444444444,0.32,0.08368920183126437,0.02214263619081612,0.027880679495217917
172,2.0,200,0,0,1,0,0.4069767441860465,0.32,0.4418604651162791,0.32,0.03402037170882223,0.02107228664898139,0.02640647230016475
173,22.0,152,1,0,1,1,0.4046242774566474,0.32,0.44508670520231214,0.34,0.020407913746160255,0.020635779933792946,0.02678946274455666
174,22.0,54,1,1,1,0,0.40804597701149425,0.32,0.4425287356321839,0.34,0.09706544778969811,0.03725762444434076,0.04336212200561568
175,22.0,124,1,0,1,1,0.4057142857142857,0.32,0.44571428571428573,0.34,0.13094169948528378,0.05241816279891646,0.0585241778781492
176,2.0,200,0,0,1,1,0.4034090909090909,0.3,0.44886363636363635,0.36,0.05075833836687706,0.052197846979910534,0.05861601611331207
177,2.0,200,0,0,1,1,0.4011299435028249,0.28,0.4519774011299435,0.36,0.014902534733376584,0.0511526908763808,0.059046422524286754
178,22.0,112,1,0,1,1,0.398876404494382,0.26,0.4550561797752809,0.38,0.01203502030406058,0.035855568597926324,0.043841667448923545
179,2.0,200,0,0,1,1,0.39664804469273746,0.24,0.4581005586592179,0.4,0.008320891530487878,0.036092633146221485,0.04354433199757841
180,22.0,188,1,0,1,0,0.39444444444444443,0.22,0.45555555555555555,0.38,0.08340631912540027,0.03554996640745298,0.041952614502198005
181,2.0,200,0,0,1,0,0.39226519337016574,0.22,0.4530386740331492,0.38,0.030693316898362456,0.018121058574190784,0.024529163843419837
182,22.0,42,1,1,1,0,0.3956043956043956,0.24,0.45054945054945056,0.36,0.10300205730551698,0.033950217994301736,0.04027538546826213
183,0.0,200,0,0,1,0,0.39344262295081966,0.24,0.44808743169398907,0.34,0.034435101934490966,0.03396200887297232,0.040744589786949975
184,2.0,200,0,0,1,0,0.391304347826087,0.22,0.44565217391304346,0.34,0.01579081690636776,0.03462718216762073,0.03981159414445824
185,22.0,117,1,0,1,0,0.3891891891891892,0.22,0.44324324324324327,0.34,0.07808214436247349,0.04707913419687316,0.053751457961526056
186,22.0,57,1,1,1,0,0.3924731182795699,0.24,0.44086021505376344,0.32,0.06428393575507801,0.048154802657679054,0.05501264536883059
187,22.0,49,1,1,1,0,0.39572192513368987,0.26,0.4385026737967914,0.32,0.05483480259144756,0.047693417109051325,0.05487487636836045
188,2.0,200,0,0,1,0,0.39361702127659576,0.26,0.43617021276595747,0.3,0.021406844367403807,0.03335591712028327,0.040643934303592685
189,0.0,200,0,0,1,0,0.3915343915343915,0.26,0.43386243386243384,0.28,0.0056006579767122555,0.016872527454892407,0.025439267385314452
190,22.0,105,1,0,1,0,0.3894736842105263,0.26,0.43157894736842106,0.28,0.08057934159913176,0.03297252377457335,0.04143815931698191
191,22.0,57,1,1,1,0,0.39267015706806285,0.28,0.4293193717277487,0.26,0.13707896447679915,0.048512563672295075,0.056995436859928306
192,22.0,83,1,0,1,0,0.390625,0.28,0.4270833333333333,0.24,0.16693093442006335,0.0632381589334691,0.07100090527866268
193,2.0,200,0,0,1,0,0.38860103626943004,0.26,0.42487046632124353,0.24,0.06167818796474906,0.06400549399699594,0.07207241726565917
194,2.0,200,0,0,1,0,0.3865979381443299,0.26,0.422680412371134,0.22,0.02548071653853619,0.047580193984872496,0.05478528617986285
195,22.0,42,1,1,1,0,0.38974358974358975,0.28,0.4205128205128205,0.2,0.09665659412496128,0.06285057769166906,0.07070332018159661
196,2.0,200,0,0,1,0,0.3877551020408163,0.28,0.41836734693877553,0.2,0.03600454910624429,0.06394681749095343,0.07179627674779021
197,22.0,148,1,0,1,0,0.38578680203045684,0.28,0.41624365482233505,0.2,0.015807575312669596,0.0639403467435975,0.0711251340620081
198,22.0,152,1,0,1,1,0.3838383838383838,0.26,0.41919191919191917,0.22,0.011228360752506251,0.03251441682136533,0.03934809527378889
199,22.0,186,1,0,1,0,0.38190954773869346,0.24,0.41708542713567837,0.22,0.07703147569669135,0.031856010948430366,0.037886993216482326
200,2.0,200,0,0,1,0,0.38,0.24,0.415,0.22,0.030987755602588842,0.03216981232908211,0.03758023300130253
